,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
0,24.5,22.1,20.3,20.3,20.3,18.9,20.3,20.3,18.9,17.8,20.3,20.3,20.3,20.3,20.3,20.3,20.3,20.3,20.3,22.1,22.1,22.1,22.1
1,17.0,17.0,15.8,15.8,16.3,15.8,36.3,36.3,31.3,31.3,31.3,27.5,27.5,27.5,24.5,24.5,24.5,24.5,24.5,24.5,22.1,22.1,22.1
2,15.8,15.4,31.3,27.5,24.5,24.5,22.1,22.1,22.1,20.3,20.3,20.3,20.3,18.9,24.5,24.5,24.5,24.5,24.5,24.5,24.5,22.1,22.1
3,15.4,15.4,50.9,50.9,42.7,36.3,31.3,31.3,31.3,27.5,27.5,24.5,24.5,24.5,24.5,24.5,22.1,22.1,22.1,22.1,22.1,22.1,22.1
4,15.8,15.8,17.0,16.3,15.8,24.5,24.5,22.1,22.1,22.1,22.1,20.3,22.1,22.1,22.1,22.1,20.3,22.1,22.1,22.1,22.1,22.1,22.1
5,15.8,15.4,22.1,22.1,20.3,20.3,18.9,18.9,17.8,18.9,18.9,20.3,20.3,20.3,22.1,22.1,22.1,20.3,22.1,20.3,22.1,22.1,22.1
6,15.8,15.8,15.8,16.3,16.3,24.5,24.5,24.5,22.1,22.1,22.1,22.1,20.3,20.3,22.1,22.1,22.1,22.1,22.1,22.1,22.1,22.1,22.1
7,16.3,17.0,16.3,16.3,16.3,36.3,36.3,31.3,31.3,31.3,27.5,27.5,24.5,24.5,24.5,24.5,24.5,22.1,22.1,22.1,22.1,22.1,22.1
8,15.1,22.1,20.3,18.9,18.9,20.3,17.8,17.8,20.3,18.9,18.9,18.9,27.5,24.5,24.5,24.5,24.5,24.5,22.1,22.1,22.1,22.1,22.1
9,14.4,50.9,42.7,42.7,36.3,31.3,31.3,31.3,27.5,24.5,24.5,24.5,24.5,24.5,22.1,22.1,22.1,22.1,22.1,22.1,22.1,20.3,20.3
10,17.0,16.3,15.8,15.8,16.3,16.3,17.0,31.3,27.5,24.5,24.5,24.5,24.5,22.1,22.1,22.1,22.1,22.1,22.1,22.1,22.1,22.1,22.1
11,24.5,24.5,22.1,20.3,20.3,20.3,18.9,24.5,22.1,22.1,22.1,22.1,20.3,22.1,20.3,20.3,22.1,22.1,22.1,22.1,22.1,22.1,22.1
12,17.0,17.0,16.3,15.8,20.3,20.3,18.9,20.3,18.9,17.8,18.9,20.3,18.9,22.1,22.1,20.3,22.1,22.1,22.1,20.3,24.5,22.1,22.1
13,17.0,17.0,16.3,15.8,42.7,36.3,31.3,31.3,31.3,27.5,27.5,24.5,24.5,24.5,24.5,24.5,22.1,22.1,22.1,22.1,22.1,22.1,22.1
14,27.5,24.5,22.1,22.1,20.3,20.3,18.9,18.9,17.8,18.9,18.9,27.5,24.5,24.5,24.5,24.5,24.5,22.1,22.1,22.1,22.1,22.1,22.1
15,42.7,36.3,31.3,31.3,27.5,24.5,24.5,22.1,22.1,22.1,20.3,24.5,24.5,24.5,24.5,22.1,22.1,22.1,22.1,22.1,22.1,22.1,22.1
16,42.7,36.3,31.3,31.3,27.5,24.5,24.5,24.5,22.1,22.1,22.1,22.1,20.3,20.3,20.3,20.3,20.3,20.3,22.1,22.1,22.1,22.1,22.1
17,31.3,31.3,24.5,24.5,24.5,22.1,22.1,20.3,20.3,24.5,24.5,22.1,22.1,22.1,22.1,22.1,22.1,20.3,22.1,22.1,22.1,22.1,22.1
18,22.1,22.1,20.3,20.3,18.9,17.8,17.8,17.8,17.8,27.5,24.5,24.5,24.5,24.5,22.1,22.1,22.1,22.1,22.1,22.1,22.1,22.1,22.1
19,75.2,61.6,50.9,50.9,42.7,36.3,36.3,31.3,31.3,31.3,27.5,27.5,24.5,24.5,24.5,24.5,24.5,22.1,22.1,22.1,22.1,22.1,22.1
20,115.5,92.8,61.6,61.6,50.9,50.9,42.7,42.7,36.3,36.3,36.3,31.3,31.3,31.3,31.3,27.5,27.5,24.5,24.5,24.5,24.5,24.5,24.5
21,36.3,36.3,31.3,27.5,24.5,24.5,22.1,22.1,22.1,20.3,24.5,24.5,22.1,22.1,22.1,22.1,22.1,20.3,22.1,22.1,22.1,22.1,22.1
22,24.5,22.1,20.3,20.3,20.3,18.9,17.8,17.8,17.8,17.8,27.5,27.5,24.5,24.5,24.5,24.5,24.5,22.1,22.1,22.1,22.1,22.1,22.1
