,0,1,2,3,4,5,6,7,8,9,10,11,12
0,20.3,20.3,20.3,42.7,36.3,92.8,115.5,92.8,92.8,92.8,92.8,92.8,92.8
1,17.0,17.0,16.3,17.0,17.0,20.3,61.6,61.6,61.6,61.6,92.8,92.8,92.8
2,17.0,18.9,17.8,17.8,17.8,17.8,20.3,20.3,20.3,20.3,20.3,20.3,20.3
3,15.8,92.8,92.8,144.6,144.6,144.6,144.6,115.5,115.5,115.5,115.5,115.5,115.5
4,15.1,17.0,17.0,50.9,50.9,50.9,42.7,50.9,50.9,50.9,50.9,50.9,50.9
5,16.3,16.3,16.3,20.3,20.3,20.3,20.3,61.6,61.6,61.6,61.6,61.6,61.6
6,15.8,16.3,18.9,17.8,17.8,17.8,17.8,20.3,20.3,20.3,20.3,20.3,20.3
7,15.8,15.8,61.6,61.6,92.8,92.8,92.8,75.2,61.6,61.6,61.6,61.6,61.6
8,15.4,15.4,17.8,17.8,50.9,50.9,50.9,61.6,61.6,61.6,50.9,50.9,50.9
9,17.0,16.3,16.3,16.3,18.9,20.3,20.3,22.1,27.5,27.5,24.5,24.5,24.5
10,18.9,17.8,17.8,17.8,17.8,17.8,18.9,20.3,50.9,50.9,50.9,50.9,50.9
11,22.1,22.1,20.3,20.3,20.3,20.3,20.3,18.9,22.1,22.1,22.1,22.1,22.1
12,50.9,50.9,42.7,36.3,36.3,36.3,36.3,31.3,31.3,31.3,31.3,31.3,31.3
13,42.7,36.3,36.3,31.3,31.3,31.3,31.3,27.5,27.5,27.5,24.5,24.5,24.5
14,50.9,42.7,42.7,36.3,36.3,36.3,31.3,31.3,31.3,31.3,31.3,27.5,27.5
15,50.9,50.9,50.9,42.7,36.3,36.3,36.3,36.3,31.3,31.3,31.3,31.3,31.3
16,182.1,144.6,144.6,115.5,115.5,115.5,92.8,92.8,92.8,92.8,75.2,75.2,75.2
17,61.6,61.6,50.9,50.9,50.9,42.7,42.7,36.3,36.3,36.3,36.3,42.7,42.7
18,31.3,27.5,24.5,24.5,24.5,24.5,22.1,22.1,22.1,22.1,22.1,24.5,24.5
19,42.7,36.3,36.3,31.3,31.3,31.3,31.3,27.5,27.5,27.5,24.5,27.5,27.5
20,42.7,36.3,36.3,31.3,31.3,31.3,31.3,27.5,27.5,27.5,27.5,24.5,24.5
21,61.6,61.6,50.9,50.9,50.9,42.7,42.7,36.3,36.3,36.3,36.3,36.3,36.3
22,61.6,61.6,50.9,50.9,42.7,42.7,36.3,36.3,36.3,36.3,36.3,36.3,36.3
23,61.6,50.9,50.9,42.7,42.7,42.7,36.3,36.3,36.3,36.3,36.3,36.3,36.3
24,36.3,36.3,36.3,31.3,31.3,31.3,27.5,27.5,24.5,24.5,36.3,36.3,36.3
25,27.5,24.5,24.5,24.5,22.1,22.1,22.1,22.1,20.3,20.3,22.1,22.1,22.1
26,36.3,36.3,36.3,31.3,31.3,31.3,27.5,27.5,24.5,24.5,24.5,24.5,24.5
27,144.6,115.5,115.5,92.8,92.8,92.8,75.2,61.6,61.6,61.6,61.6,61.6,61.6
28,115.5,115.5,92.8,92.8,92.8,75.2,75.2,61.6,61.6,61.6,61.6,61.6,61.6
29,92.8,75.2,61.6,61.6,50.9,50.9,50.9,50.9,42.7,42.7,42.7,42.7,42.7
30,50.9,42.7,36.3,36.3,36.3,31.3,31.3,31.3,31.3,31.3,27.5,27.5,27.5
31,61.6,61.6,50.9,50.9,42.7,42.7,36.3,36.3,36.3,36.3,36.3,36.3,36.3
32,61.6,50.9,50.9,42.7,36.3,36.3,36.3,36.3,36.3,31.3,31.3,31.3,31.3
33,115.5,115.5,92.8,92.8,75.2,75.2,61.6,61.6,61.6,61.6,61.6,61.6,61.6
34,92.8,92.8,75.2,61.6,61.6,61.6,50.9,50.9,50.9,50.9,50.9,50.9,50.9
35,75.2,61.6,61.6,50.9,50.9,50.9,50.9,42.7,42.7,36.3,36.3,36.3,36.3
36,144.6,115.5,115.5,92.8,92.8,92.8,75.2,75.2,61.6,61.6,61.6,61.6,61.6
37,230.4,230.4,230.4,144.6,144.6,144.6,144.6,115.5,115.5,115.5,115.5,115.5,115.5
38,144.6,144.6,115.5,115.5,115.5,92.8,92.8,92.8,75.2,75.2,75.2,75.2,75.2
39,230.4,182.1,182.1,144.6,144.6,115.5,115.5,115.5,115.5,92.8,92.8,92.8,92.8
40,230.4,230.4,182.1,144.6,144.6,144.6,115.5,115.5,115.5,115.5,115.5,92.8,92.8
41,115.5,92.8,92.8,75.2,61.6,61.6,61.6,61.6,50.9,50.9,50.9,50.9,50.9
42,61.6,61.6,50.9,50.9,50.9,42.7,42.7,36.3,36.3,36.3,36.3,36.3,36.3
43,42.7,36.3,36.3,31.3,31.3,31.3,27.5,27.5,27.5,24.5,24.5,24.5,24.5
44,36.3,36.3,31.3,31.3,31.3,27.5,27.5,24.5,24.5,24.5,24.5,24.5,24.5
45,36.3,31.3,31.3,27.5,27.5,27.5,24.5,24.5,24.5,27.5,27.5,27.5,27.5
46,36.3,31.3,31.3,27.5,27.5,27.5,24.5,24.5,24.5,61.6,61.6,61.6,61.6
47,22.1,22.1,22.1,20.3,20.3,20.3,20.3,18.9,18.9,20.3,20.3,20.3,20.3
