,PAR,demand_reduction,cost_reduction,inconvenient,total_demand,max_demand,cost,run_time
0,1.19,0.0,0.0,0.0,160495717.0,3963557.0,2935099967.4,0.0
1,1.17,0.01,0.02,0.0,160495717.0,3920175.22,2863882399.93,0.0222
2,1.16,0.02,0.04,0.0,160495717.0,3885034.44,2806676625.83,0.021
3,1.15,0.03,0.06,0.0,160495717.0,3838669.58,2765322887.77,0.0234
4,1.14,0.04,0.07,0.0,160495717.0,3815695.07,2741659650.55,0.0187
5,1.14,0.04,0.07,0.0,160495717.0,3800455.17,2731258213.63,0.0171
6,1.13,0.05,0.08,0.0,160495717.0,3773931.66,2710690477.24,0.0196
7,1.12,0.05,0.08,0.0,160495717.0,3747593.26,2690633675.34,0.0203
8,1.12,0.06,0.09,0.0,160495717.0,3728892.73,2673966222.6,0.0181
9,1.11,0.06,0.09,0.0,160495717.0,3713999.52,2663797461.05,0.0166
10,1.11,0.07,0.09,0.0,160495717.0,3702868.66,2658677994.51,0.0185
11,1.11,0.07,0.09,0.0,160495717.0,3695466.62,2657364879.89,0.0171
12,1.11,0.07,0.09,0.0,160495717.0,3695466.62,2657364879.89,0.0143
