,no_households,penalty_weight,no_dependent_tasks,no_fully_flexible_tasks_min,no_semi_flexible_tasks_min,no_fixed_tasks_min,algorithm,id,battery_capacity_max,battery_capacity_min,battery_power,no_iterations,init_PAR,PAR,init_max_demand,max_demand,total_demand,demand_reduction,cost_reduction,pricing_time,rescheduling_time
57,100,100,0,0,8,0,minizinc_fw,0,,,,54,1.92,1.21,35149.0,22259.95,879700.0,0.37,0.08,0.017463636363636365,71.79545454545453
58,100,100,1,0,8,0,minizinc_fw,0,5000,0,5000,34,1.92,1.33,35149.0,24293.1,879700.0,0.31,0.07,0.00915142857142857,95.64114285714288
59,100,100,1,0,8,0,minizinc_fw,0,,,,76,1.92,1.23,35149.0,22510.66,879700.0,0.36,0.07,0.01172467532467532,73.53454545454547
60,100,100,3,0,8,0,minizinc_fw,0,5000,0,5000,31,1.92,1.33,35149.0,24297.92,879700.0,0.31,0.07,0.010684374999999996,96.17937499999998
61,100,100,3,0,8,0,minizinc_fw,0,,,,64,1.92,1.21,35149.0,22201.35,879700.0,0.37,0.08,0.016318461538461542,71.424
62,100,100,5,0,8,0,minizinc_fw,0,5000,0,5000,35,1.92,1.33,35149.0,24302.39,879700.0,0.31,0.07,0.00933333333333334,94.17527777777778
63,100,100,5,0,8,0,minizinc_fw,0,,,,65,1.92,1.21,35149.0,22219.69,879700.0,0.37,0.08,0.014442424242424244,71.37833333333334
64,100,1000,0,0,8,0,minizinc_fw,0,5000,0,5000,78,1.92,1.46,35149.0,26799.41,879700.0,0.24,0.07,0.010855696202531642,96.34924050632911
65,100,1000,0,0,8,0,minizinc_fw,0,,,,26,1.92,1.4,35149.0,25730.9,879700.0,0.27,0.07,0.03573703703703704,69.1111111111111
66,100,1000,1,0,8,0,minizinc_fw,0,5000,0,5000,78,1.92,1.46,35149.0,26799.41,879700.0,0.24,0.07,0.010812658227848103,95.77658227848099
67,100,1000,1,0,8,0,minizinc_fw,0,,,,26,1.92,1.4,35149.0,25730.9,879700.0,0.27,0.07,0.03466666666666667,68.40185185185186
68,100,1000,3,0,8,0,minizinc_fw,0,5000,0,5000,78,1.92,1.46,35149.0,26799.41,879700.0,0.24,0.07,0.01082151898734177,95.7175949367089
69,100,1000,3,0,8,0,minizinc_fw,0,,,,16,1.92,1.4,35149.0,25696.92,879700.0,0.27,0.07,0.05582941176470588,66.88999999999999
70,100,1000,5,0,8,0,minizinc_fw,0,5000,0,5000,71,1.92,1.46,35149.0,26798.01,879700.0,0.24,0.07,0.011115277777777773,96.17569444444439
71,100,1000,5,0,8,0,minizinc_fw,0,,,,26,1.92,1.4,35149.0,25728.82,879700.0,0.27,0.07,0.035588888888888885,68.72222222222223
72,100,100000,0,0,8,0,minizinc_fw,0,5000,0,5000,35,1.92,1.78,35149.0,32615.45,879700.0,0.07,0.06,0.015766666666666665,92.64194444444445
73,100,100000,0,0,8,0,minizinc_fw,0,,,,2,1.92,1.77,35149.0,32394.2,879700.0,0.08,0.04,0.05403333333333333,46.04999999999999
74,100,100000,1,0,8,0,minizinc_fw,0,5000,0,5000,35,1.92,1.78,35149.0,32615.45,879700.0,0.07,0.06,0.01600277777777778,92.57416666666666
75,100,100000,1,0,8,0,minizinc_fw,0,,,,2,1.92,1.77,35149.0,32394.2,879700.0,0.08,0.04,0.0529,47.656666666666666
76,100,100000,3,0,8,0,minizinc_fw,0,5000,0,5000,35,1.92,1.78,35149.0,32615.45,879700.0,0.07,0.06,0.01604166666666667,94.29305555555557
77,100,100000,3,0,8,0,minizinc_fw,0,,,,2,1.92,1.77,35149.0,32394.2,879700.0,0.08,0.04,0.05433333333333334,46.86333333333334
