,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
0,20.3,20.3,17.8,17.8,17.8,17.8,17.8,17.8,17.0,17.8,17.0,17.0,17.8,17.8,17.8,17.8,18.9,18.9,18.9,18.9,18.9
1,17.0,16.3,15.8,15.8,15.8,15.8,17.0,17.8,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,16.3,17.0,16.3,16.3
2,16.3,15.8,15.8,15.4,15.8,15.8,17.0,17.8,18.9,20.3,20.3,20.3,24.5,24.5,24.5,24.5,24.5,24.5,24.5,24.5,24.5
3,15.8,15.4,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8,17.8,17.0,17.0,17.0,17.8,17.8,17.8,17.8,17.8
4,15.4,15.1,31.3,31.3,27.5,24.5,22.1,22.1,22.1,20.3,20.3,20.3,18.9,18.9,18.9,17.8,17.8,17.8,17.8,17.8,17.8
5,14.6,14.6,31.3,31.3,36.3,36.3,50.9,61.6,50.9,50.9,50.9,50.9,50.9,50.9,42.7,42.7,36.3,36.3,36.3,36.3,36.3
6,14.4,14.8,15.4,15.1,15.4,15.4,15.8,17.8,17.8,17.8,17.0,20.3,20.3,20.3,20.3,20.3,24.5,24.5,24.5,22.1,22.1
7,14.3,18.9,17.8,17.0,17.0,17.0,15.8,17.0,16.3,16.3,15.8,16.3,16.3,16.3,16.3,16.3,17.0,17.0,17.0,17.0,17.0
8,14.2,36.3,36.3,31.3,31.3,27.5,24.5,24.5,22.1,22.1,20.3,20.3,20.3,20.3,20.3,18.9,18.9,18.9,18.9,17.8,17.8
9,14.2,15.8,24.5,22.1,22.1,24.5,31.3,31.3,27.5,24.5,24.5,24.5,22.1,22.1,22.1,22.1,22.1,22.1,22.1,22.1,22.1
10,14.6,14.5,15.4,15.4,15.4,15.8,22.1,22.1,20.3,20.3,20.3,20.3,20.3,18.9,18.9,18.9,18.9,22.1,22.1,22.1,22.1
11,17.8,17.0,16.3,15.8,15.8,15.8,16.3,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,16.3,17.0,17.0,17.0,17.0
12,22.1,20.3,20.3,18.9,17.8,17.8,17.0,17.0,17.0,17.8,17.8,17.8,20.3,20.3,20.3,20.3,20.3,18.9,20.3,20.3,20.3
13,22.1,20.3,20.3,18.9,17.8,17.8,17.0,17.0,17.0,16.3,16.3,17.0,20.3,18.9,18.9,18.9,18.9,17.8,20.3,20.3,20.3
