,PAR,demand_reduction,cost_reduction,inconvenient,total_demand,max_demand,cost,run_time
0,1.21,0.0,0.0,0.0,65698905.0,1662325.0,1165938730.0,0.0
1,1.19,0.02,0.04,92234.48,65698905.0,1632656.15,1121012458.58,0.014
2,1.18,0.03,0.06,172528.76,65698905.0,1609946.96,1094456544.53,0.0111
3,1.16,0.04,0.07,227041.85,65698905.0,1592325.9,1079157874.42,0.0087
4,1.16,0.05,0.08,260330.89,65698905.0,1586826.32,1073120493.83,0.0067
5,1.14,0.06,0.09,320758.6,65698905.0,1564751.48,1059077133.25,0.0096
6,1.13,0.07,0.1,340604.47,65698905.0,1552369.34,1052791228.69,0.0067
7,1.13,0.07,0.1,355449.84,65698905.0,1546175.49,1050197549.3,0.0039
8,1.13,0.07,0.1,362372.34,65698905.0,1541564.44,1049955279.84,0.0031
9,1.15,0.06,0.1,377194.12,65698905.0,1569061.27,1048541070.92,0.006
10,1.15,0.06,0.1,377194.12,65698905.0,1569061.27,1048541070.92,0.001
