,PAR,demand_reduction,cost_reduction,inconvenient,total_demand,max_demand,cost,run_time
0,1.2,0.0,0.0,0.0,64783494.0,1626281.0,1138617561.2,0.0
1,1.19,0.01,0.02,60457.32,64783494.0,1606872.67,1111104204.3,0.0323
2,1.18,0.02,0.04,105198.72,64783494.0,1589285.23,1089147572.63,0.0262
3,1.17,0.03,0.05,133954.47,64783494.0,1579773.37,1080334783.83,0.0229
4,1.16,0.04,0.06,182255.19,64783494.0,1567179.37,1069372038.6,0.0236
5,1.15,0.04,0.07,221765.8,64783494.0,1554685.78,1059378755.52,0.0228
6,1.15,0.05,0.07,241637.38,64783494.0,1546927.94,1054273742.24,0.0197
7,1.14,0.06,0.08,268203.39,64783494.0,1536131.96,1050659487.96,0.0191
8,1.13,0.06,0.08,289627.86,64783494.0,1523886.05,1044749992.23,0.0247
9,1.13,0.06,0.08,298648.96,64783494.0,1520839.85,1044364258.66,0.0182
10,1.13,0.06,0.08,298648.96,64783494.0,1520839.85,1044364258.66,0.0177
