,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61
0,1.265,1.252355,1.254416135,1.256501156405,1.2580479459392897,1.2588474321562715,1.2597334019257684,1.2601757961640039,1.2607691732358315,1.2611795634319558,1.261557786652192,1.2617849727331474,1.2621064754598328,1.262366892668448,1.2625670088256458,1.2627494831637225,1.2628777626233902,1.2629647743558312,1.2630400777046655,1.2631027952181162,1.2632337023480662,1.2633273161236187,1.2633758239560335,1.2634261734133965,1.2634922741300338,1.2635194131956933,1.2635934425359086,1.2636567376217926,1.2636795730822223,1.2637455944281113,1.2637794633785522,1.2637941098180097,1.2638471689860173,1.2638771425923807,1.2638928625960875,1.2639316124052244,1.2639625956454732,1.2639698574759548,1.2640079727493443,1.2640357495123629,1.2640608200250414,1.264089934604265,1.2641035855852012,1.2641206174590824,1.2641294112844916,1.2641494348249485,1.264161342737399,1.2641772772253885,1.2642019589086269,1.2642282942646423,1.2642367830277312,1.264241362329565,1.2642671560103598,1.2642781486702042,1.2642904201428107,1.2642982255212398,1.264301032619155,1.2643073233255826,1.2643107867089545,1.2643225033349024,1.2643252133215628,1.2643252133215628
1,9.49,9.49,9.49,9.49,9.49,9.49,9.49,9.49,9.49,9.49,9.49,9.49,9.49,9.49,9.49,9.49,9.49,9.49,9.49,9.49,9.49,9.49,9.49,9.49,9.49,9.49,9.49,9.49,9.49,9.49,9.49,9.49,9.49,9.49,9.49,9.49,9.49,9.49,9.49,9.49,9.49,9.49,9.49,9.49,9.49,9.49,9.49,9.49,9.49,9.49,9.49,9.49,9.49,9.49,9.49,9.49,9.49,9.49,9.49,9.49,9.49,9.49
2,7.387,7.387,7.387,7.387,7.387,7.387,7.387,7.387,7.387,7.387,7.387,7.387,7.387,7.387,7.387,7.387,7.387,7.387,7.387,7.387,7.387,7.387,7.387,7.387,7.387,7.387,7.387,7.387,7.387,7.387,7.387,7.387,7.387,7.387,7.387,7.387,7.387,7.387,7.387,7.387,7.387,7.387,7.387,7.387,7.387,7.387,7.387,7.387,7.387,7.387,7.387,7.387,7.387,7.387,7.387,7.387,7.387,7.387,7.387,7.387,7.387,7.387
3,2.229,2.229,2.229,2.229,2.229,2.229,2.229,2.229,2.229,2.229,2.229,2.229,2.229,2.229,2.229,2.229,2.229,2.229,2.229,2.229,2.229,2.229,2.229,2.229,2.229,2.229,2.229,2.229,2.229,2.229,2.229,2.229,2.229,2.229,2.229,2.229,2.229,2.229,2.229,2.229,2.229,2.229,2.229,2.229,2.229,2.229,2.229,2.229,2.229,2.229,2.229,2.229,2.229,2.229,2.229,2.229,2.229,2.229,2.229,2.229,2.229,2.229
4,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51
5,5.422,5.422,5.422,5.422,5.422,5.422,5.422,5.422,5.422,5.422,5.422,5.422,5.422,5.422,5.422,5.422,5.422,5.422,5.422,5.422,5.422,5.422,5.422,5.422,5.422,5.422,5.422,5.422,5.422,5.422,5.422,5.422,5.422,5.422,5.422,5.422,5.422,5.422,5.422,5.422,5.422,5.422,5.422,5.422,5.422,5.422,5.422,5.422,5.422,5.422,5.422,5.422,5.422,5.422,5.422,5.422,5.422,5.422,5.422,5.422,5.422,5.422
6,2.737,2.737,2.737,2.737,2.737,2.737,2.737,2.737,2.737,2.737,2.737,2.737,2.737,2.737,2.737,2.737,2.737,2.737,2.737,2.737,2.737,2.737,2.737,2.737,2.737,2.737,2.737,2.737,2.737,2.737,2.737,2.737,2.737,2.737,2.737,2.737,2.737,2.737,2.737,2.737,2.737,2.737,2.737,2.737,2.737,2.737,2.737,2.737,2.737,2.737,2.737,2.737,2.737,2.737,2.737,2.737,2.737,2.737,2.737,2.737,2.737,2.737
7,8.22,8.22,8.22,8.22,8.22,8.22,8.22,8.22,8.22,8.22,8.22,8.22,8.22,8.22,8.22,8.22,8.22,8.22,8.22,8.22,8.22,8.22,8.22,8.22,8.22,8.22,8.22,8.22,8.22,8.22,8.22,8.22,8.22,8.22,8.22,8.22,8.22,8.22,8.22,8.22,8.22,8.22,8.22,8.22,8.22,8.22,8.22,8.22,8.22,8.22,8.22,8.22,8.22,8.22,8.22,8.22,8.22,8.22,8.22,8.22,8.22,8.22
8,0.679,0.679,0.7768,0.7575334,0.7432403212,0.735852684262,0.7276658977282721,0.7235779623190972,0.7180948729538482,0.714302670277325,0.7108077059198699,0.7087083973291584,0.7057375575962426,0.7033311774125808,0.7014820079292247,0.6997958573345328,0.6986104934664644,0.6978064632343394,0.6971106240946688,0.6965310841236395,0.6953214393191084,0.6944564030351956,0.694008167347175,0.6935429141594126,0.6929321117647173,0.6926813337529523,0.6919972670653046,0.6914123900473659,0.6912013794165606,0.6905913104457325,0.6902783450636978,0.6901430049229335,0.6896527127063243,0.6893757421759599,0.6892304817854964,0.688872414923004,0.6885861148902369,0.6885190120860052,0.688166808638823,0.687910137996936,0.6876784744090156,0.6874094417023362,0.687283300076801,0.6871259173753418,0.6870446582015884,0.6868596310629519,0.6867495962280705,0.6866023538997372,0.6863742832827451,0.6861309319344144,0.6860524916831359,0.686010176733037,0.6857718307241137,0.6856702532632521,0.6855568589577768,0.6854847335092413,0.6854587945752043,0.6854006654240276,0.6853686620969074,0.68526039484126,0.685235353261895,0.685235353261895
9,4.35,4.35,5.409500000000001,6.481278500000001,6.093385813000001,5.892896444505,5.67071935649628,5.559778930550592,5.41097612209287,5.308061438249861,5.213213355863124,5.156241274376158,5.075617146938542,5.010311603714072,4.960127921831803,4.914368327694418,4.882199333015835,4.860379160362187,4.841495131428785,4.825767287223064,4.792939344404672,4.769463559151225,4.75729911593584,4.744672843341829,4.728096583921471,4.721290845410885,4.702726303140341,4.686853619499026,4.6811271079675425,4.664570752569165,4.656077342249798,4.652404414142801,4.639098619920517,4.631582055802584,4.627639907021347,4.6179225102756,4.610152757477607,4.608331688175264,4.598773415712779,4.591807760072822,4.5855207583109285,4.57821961480329,4.57479632058124,4.570525190490197,4.568319938585295,4.563298579997833,4.560312399877864,4.556316464280184,4.550126970351778,4.54352278033017,4.541394029746538,4.540245665568059,4.533777312938745,4.5310206532446635,4.527943302139504,4.525985925815969,4.5252819821127055,4.523704444273691,4.522835922052323,4.519897711377434,4.5192181205319235,4.5192181205319235
