,init_PAR,PAR,init_inconvenient,inconvenient,init_max_demand,max_demand,total_demand,demand_reduction,cost_reduction,pricing_time,rescheduling_time
0,3.35,1.71,0.0,205.04,22510.0,11472.97,322844.0,0.49,0.09,0.0069375,38.365
