,0,1,2,3,4,5,6,7
0,0.273,7.289236567527015,8.806970337936319,10.304414544339432,10.909840188551923,11.000785382450387,11.4690360145539,11.4690360145539
1,9.3,14.382201797989007,12.733937049086817,11.579737380135036,11.584660771934455,11.570539855295223,11.47296615280901,11.47296615280901
2,3.485,11.440119859767762,13.17515188895383,11.823086485223703,11.522832177315564,11.510036591727431,11.422305182206756,11.422305182206756
3,10.8,10.800000000000002,10.811460447934563,11.779936889857385,10.830359002975072,10.901483284831794,11.429672840503205,11.429672840503205
4,7.85,4.8184329394202585,4.329086109854167,3.7455691055905507,3.5092420395361312,3.473612280914819,3.209015354470186,3.209015354470186
5,0.0,0.12142306247727563,0.17037460433947524,0.19955857950160485,0.24907457132682248,0.2504289191350596,0.2604866989590919,0.2604866989590919
6,0.058,0.15612708449800083,0.20110138998531624,0.23430351478940173,0.2810187257157967,0.28201069152456787,0.28937731746578327,0.28937731746578327
7,7.523,5.062063903474668,4.703234509812495,4.22182973702577,4.033920262997228,4.00455506573987,3.7866209821908487,3.7866209821908487
8,0.65,1.1345756993258,1.1313053509760396,1.028821672509778,1.0178760750193994,1.0136502041616682,0.9824080533009206,0.9824080533009206
9,5.278,3.918666356997642,3.5806999500969523,3.1282505201054756,2.9725537057342017,2.9509634678751704,2.7848036314328017,2.7848036314328017
10,19.775,11.832276473445539,10.476244588732868,9.331413492177369,8.82930727949261,8.76224079838306,8.293759975140974,8.293759975140974
11,14.538,8.698742623056955,8.141441243301907,7.465770869030157,7.12056630920331,7.0717095539448644,6.739114917755498,6.739114917755498
12,0.732,2.034825955510722,2.120792150992634,2.0936404501602723,2.109914769955557,2.1078306821802606,2.122837393085725,2.122837393085725
13,13.188,7.890976593264211,7.455698622696962,6.95437151347267,6.647081509993013,6.602395334675086,6.301847053594659,6.301847053594659
14,12.476,7.464954805699446,6.973074393692077,6.362249610450379,6.0702175486720815,6.027528226752483,5.732463889550618,5.732463889550618
15,5.326,4.519738335499296,4.386604611995414,4.208111026588788,4.1516504573359185,4.135230393834038,4.035249192366651,4.035249192366651
16,4.394,4.118918105079352,4.053136578205256,3.9448888881013633,3.8865753264738987,3.874918782874525,3.8103128624652376,3.8103128624652376
17,9.5,7.0742989578941256,6.758194096789947,6.432905176228739,6.197099212762083,6.169814277179284,5.988614806344982,5.988614806344982
18,10.115,7.329491175400188,6.929208486426072,6.519750896042236,6.325749726020954,6.300366132449082,6.1337606334689765,6.1337606334689765
19,2.81,3.3133745033363073,3.374152866385083,3.507899526484589,3.557448765591879,3.56531286733054,3.6349628701860115,3.6349628701860115
20,3.437,3.761695499820392,3.7940151643565234,3.9027360932417823,3.9301981765643514,3.9358963095395594,3.989461199844144,3.989461199844144
21,9.625,7.688537139064322,7.324741631017917,6.962776940712212,6.774704263177108,6.750696394314998,6.598975293979922,6.598975293979922
22,1.642,2.908839306517466,3.0919590464043964,3.353608192223151,3.519788708296497,3.5417107989375007,3.731078905672752,3.731078905672752
23,0.11,2.0066314468331674,2.296240182089756,2.679278489436808,2.8432598577294463,2.8641807020329813,3.046113262927914,3.046113262927914
24,3.745,4.172913754691534,4.303275863272095,4.388224457765866,4.413138192897049,4.416065624368026,4.464373880300752,4.464373880300752
25,4.62,4.633412384050442,4.641757716363601,4.74674292940777,4.755942030161564,4.7596671754683015,4.836048215337609,4.836048215337609
26,7.81,7.646785547177074,7.418972798062224,7.111025663870249,6.994243260173767,6.976937862219229,6.989660753402858,6.989660753402858
27,1.007,3.466714674129492,3.7011519590328428,3.906751543802212,4.091487831682427,4.105668710923269,4.289160768175856,4.289160768175856
28,8.03,7.981676373331431,7.705515845024708,7.316580749641047,7.19903223274734,7.172181771815682,7.0454904470903275,7.0454904470903275
29,13.205,7.901148461787527,7.687884224432774,7.369818512496032,7.295058495068717,7.271169539218846,7.1664712105903705,7.1664712105903705
30,2.433,4.909761921563695,4.994715872947501,5.0881650275305095,5.1973285501959,5.19864988951321,5.282182214848987,5.282182214848987
31,5.785,7.077415822686311,6.9313700214872345,6.823105221051142,6.877835106703617,6.870480552683949,6.859961775383795,6.859961775383795
32,1.681,4.5255247003695205,4.659239831316106,4.80251026119543,4.973692438587801,4.985396557631757,5.098589454601463,5.098589454601463
33,1.408,5.092088183726854,5.361111120962358,5.717761312022707,5.907132334054496,5.92165981964524,6.104716080700229,6.104716080700229
34,6.11,9.444966490748657,9.382204993785596,9.242157197302959,9.181850045377121,9.16781389266265,9.205639307486551,9.205639307486551
35,22.51,13.468750615284911,12.05180941326108,10.439021211867928,10.59154244807572,10.608440708562325,10.813963794907385,10.813963794907385
36,12.112,7.247157150259033,7.461319267207066,7.608678162905602,7.781376351597148,7.79402402874023,7.917034453042018,7.917034453042018
37,11.912,7.127488108808256,7.393883399453608,7.6313648442124355,7.741934876121706,7.7461412174090185,7.793090425016287,7.793090425016287
38,6.173,8.009758179322018,8.286740350820319,8.40909253900068,8.486928914455675,8.488465314266746,8.517757645227567,8.517757645227567
39,8.899,9.574245546844384,9.700336741139148,9.944393468507103,9.988980755498638,9.975009943098078,9.889141216344976,9.889141216344976
40,15.44,9.238449999999958,9.708483790002663,10.23275671815198,10.407259896145046,10.410647997719552,10.388008175055576,10.388008175055576
41,10.05,12.068910593974724,10.882920757913991,11.385218874558197,11.65348513005012,11.56514560202803,10.978745183775748,10.978745183775748
42,4.11,8.130267169608015,8.93328457639947,9.690156600496525,10.100464340128328,10.14731618970385,10.360072710552636,10.360072710552636
43,0.133,5.779065356946108,6.862352045865766,7.934757134071005,8.494171390971525,8.560048010140438,8.90828645651533,8.90828645651533
44,3.385,7.242898219640396,8.11899916458707,8.96950431730121,9.42283452490717,9.470808090359418,9.720178164768082,9.720178164768082
45,5.346,8.575509296389097,9.485472897693246,10.381866647658022,10.764663423807958,10.81245337099615,11.093635812209275,11.093635812209275
46,5.236,8.215773256592186,8.984199635562046,9.732813024414146,10.212881401621829,10.251901132741764,10.622128149691072,10.622128149691072
47,8.819,11.547170000169471,11.36817241134471,12.206623987340603,11.435796596594049,11.50001,11.234419220698689,11.234419220698689
