,PAR,demand_reduction,cost_reduction,inconvenient,total_demand,max_demand,cost,run_time,objective
0,1.87,0.0,0.0,0.0,3291808.0,128402.0,50848943.1,0.0,50848943.1
1,1.56,0.17,0.08,4553.21,3291808.0,107048.09,46749480.41,0.1234,46754033.62
2,1.45,0.22,0.09,6819.62,3291808.0,99542.22,46409309.74,0.0504,46416129.36
3,1.34,0.28,0.09,8304.06,3291808.0,92066.05,46252833.49,0.0436,46261137.550000004
4,1.27,0.32,0.09,9379.45,3291808.0,86871.14,46193219.19,0.0341,46202598.64
5,1.23,0.34,0.09,11026.73,3291808.0,84193.36,46165884.17,0.0226,46176910.9
6,1.2,0.36,0.09,12241.78,3291808.0,82330.93,46152943.45,0.0152,46165185.230000004
7,1.19,0.37,0.09,12819.46,3291808.0,81307.4,46146765.98,0.0134,46159585.44
8,1.17,0.37,0.09,13446.72,3291808.0,80324.18,46140356.23,0.0124,46153802.949999996
9,1.16,0.38,0.09,14037.37,3291808.0,79576.03,46136521.54,0.0091,46150558.91
10,1.14,0.39,0.09,15288.67,3291808.0,78339.14,46127443.51,0.0172,46142732.18
11,1.13,0.4,0.09,15827.19,3291808.0,77487.64,46122806.42,0.0102,46138633.61
12,1.12,0.4,0.09,16339.71,3291808.0,76714.64,46119380.36,0.0107,46135720.07
13,1.11,0.41,0.09,16513.67,3291808.0,76118.12,46117349.85,0.0074,46133863.52
14,1.11,0.41,0.09,16694.8,3291808.0,75792.43,46116187.39,0.0043,46132882.19
15,1.1,0.41,0.09,17310.77,3291808.0,75199.98,46113902.61,0.0096,46131213.38
16,1.09,0.42,0.09,17678.92,3291808.0,74512.53,46112020.06,0.0066,46129698.980000004
17,1.08,0.42,0.09,17755.21,3291808.0,74188.07,46111285.71,0.0029,46129040.92
18,1.08,0.42,0.09,17808.1,3291808.0,73835.31,46110712.4,0.0084,46128520.5
19,1.07,0.43,0.09,17872.87,3291808.0,73600.76,46110301.03,0.0051,46128173.9
20,1.07,0.43,0.09,17910.03,3291808.0,73489.99,46110178.85,0.0033,46128088.88
21,1.07,0.43,0.09,17966.5,3291808.0,73396.33,46110063.72,0.0016,46128030.22
22,1.07,0.43,0.09,18025.4,3291808.0,73261.48,46109948.48,0.0029,46127973.879999995
23,1.07,0.43,0.09,18049.94,3291808.0,73192.69,46109884.67,0.0015,46127934.61
24,1.06,0.43,0.09,18030.5,3291808.0,72695.87,46109521.28,0.0025,46127551.78
25,1.06,0.43,0.09,18030.5,3291808.0,72695.87,46109521.28,0.0006,46127551.78
