,PAR,demand_reduction,cost_reduction,inconvenient,total_demand,max_demand,cost,run_time
0,1.15,0.0,0.0,0.0,161455373.0,3854562.0,3175404105.6,0.0
1,1.13,0.01,0.04,199260.01,161455373.0,3800947.5,3050881476.16,0.0247
2,1.11,0.03,0.08,436294.27,161455373.0,3736842.0,2933143202.45,0.0144
3,1.1,0.04,0.09,529717.42,161455373.0,3707051.69,2898757960.82,0.0203
4,1.09,0.05,0.1,645665.31,161455373.0,3670147.56,2853485012.46,0.0214
5,1.08,0.05,0.11,718123.84,161455373.0,3644533.5,2825715587.58,0.0201
6,1.07,0.06,0.12,831627.48,161455373.0,3608251.79,2801399840.28,0.021
7,1.06,0.07,0.12,890772.7,161455373.0,3575907.52,2783664977.24,0.0208
8,1.08,0.06,0.13,931933.24,161455373.0,3626187.42,2778019673.11,0.0169
9,1.08,0.06,0.13,941073.42,161455373.0,3623364.14,2776889886.63,0.0144
10,1.07,0.06,0.13,974045.97,161455373.0,3613897.81,2772630595.43,0.0188
11,1.07,0.06,0.13,974045.97,161455373.0,3613897.81,2772630595.43,0.0126
