,PAR,demand_reduction,cost_reduction,inconvenient,total_demand,max_demand,cost,run_time
0,2.07,0.0,0.0,0,600929,25950,9869674.4,
1,1.87,0.1,0.13,0,600929,23454,8596337.8,
2,2.6,-0.26,-2.37,0,600929,32600,33235087.9,
3,3.57,-0.72,-5.21,0,600929,44726,61254587.9,
4,3.8,-0.83,-7.82,0,600929,47551,87006347.8,
5,2.94,-0.42,-2.63,0,600929,36794,35825135.9,
