,PAR,demand_reduction,cost_reduction,inconvenient,total_demand,max_demand,cost,run_time,objective
0,1.17,0.0,0.0,0.0,164006276.0,4011852.0,2998482900.6,0.0,2998482900.6
1,1.16,0.01,0.02,143513.32,164006276.0,3967840.44,2924777554.48,0.0392,2924921067.8
2,1.15,0.02,0.05,282409.43,164006276.0,3919273.47,2853980289.88,0.0438,2854262699.31
3,1.13,0.04,0.07,431147.14,164006276.0,3867281.56,2794356877.92,0.048,2794788025.06
4,1.12,0.04,0.08,527031.8,164006276.0,3837561.54,2764249982.73,0.0212,2764777014.53
5,1.12,0.05,0.09,595494.57,164006276.0,3810775.84,2741637770.53,0.0261,2742233265.1000004
6,1.1,0.06,0.09,647730.4,164006276.0,3774789.33,2715019403.6,0.0324,2715667134.0
7,1.1,0.07,0.1,736810.97,164006276.0,3747247.64,2698003902.35,0.0252,2698740713.3199997
8,1.09,0.07,0.11,791173.51,164006276.0,3716798.89,2682456306.01,0.0279,2683247479.5200005
9,1.08,0.08,0.11,818244.59,164006276.0,3694316.34,2672788988.76,0.0234,2673607233.3500004
10,1.08,0.08,0.11,854817.69,164006276.0,3681263.21,2667498613.28,0.0145,2668353430.9700003
11,1.08,0.08,0.11,869994.2,164006276.0,3674550.46,2664920973.46,0.0073,2665790967.66
12,1.07,0.09,0.11,882975.44,164006276.0,3650799.99,2659692442.37,0.0239,2660575417.81
13,1.07,0.09,0.11,893076.54,164006276.0,3643482.73,2658092191.8,0.0114,2658985268.34
14,1.07,0.09,0.11,901211.68,164006276.0,3639525.52,2657269233.21,0.0063,2658170444.89
15,1.06,0.09,0.11,914576.11,164006276.0,3634279.65,2656196799.23,0.008,2657111375.34
16,1.06,0.09,0.11,922012.98,164006276.0,3631534.74,2655670822.31,0.0055,2656592835.29
17,1.05,0.1,0.12,923133.62,164006276.0,3604415.59,2652387233.53,0.0238,2653310367.15
18,1.05,0.11,0.12,925033.15,164006276.0,3588775.46,2650627686.74,0.0197,2651552719.89
19,1.05,0.11,0.12,927254.31,164006276.0,3579637.93,2649781005.02,0.0147,2650708259.33
20,1.04,0.11,0.12,928888.78,164006276.0,3570071.99,2648754771.26,0.0157,2649683660.0400004
21,1.04,0.11,0.12,930693.46,164006276.0,3562981.96,2648316226.61,0.0127,2649246920.07
22,1.04,0.11,0.12,931209.76,164006276.0,3557194.31,2647892180.43,0.0121,2648823390.19
23,1.04,0.12,0.12,932380.23,164006276.0,3550325.32,2647287233.48,0.0154,2648219613.71
24,1.04,0.12,0.12,934678.51,164006276.0,3548195.66,2647081583.72,0.0062,2648016262.23
25,1.04,0.12,0.12,935839.81,164006276.0,3546326.8,2646952443.82,0.0045,2647888283.63
26,1.04,0.12,0.12,937442.03,164006276.0,3543586.96,2646776473.55,0.007,2647713915.5800004
27,1.04,0.12,0.12,939686.06,164006276.0,3540807.99,2646620466.69,0.007,2647560152.75
28,1.04,0.12,0.12,940485.17,164006276.0,3538824.98,2646512637.69,0.0061,2647453122.86
29,1.04,0.12,0.12,941307.58,164006276.0,3537763.44,2646435616.54,0.0037,2647376924.12
30,1.03,0.12,0.12,942272.7,164006276.0,3535935.05,2646353213.43,0.0045,2647295486.1299996
31,1.03,0.12,0.12,945859.0,164006276.0,3533708.04,2646169075.42,0.0063,2647114934.42
32,1.03,0.12,0.12,947175.96,164006276.0,3533001.33,2646121483.38,0.0028,2647068659.34
33,1.03,0.12,0.12,947467.9,164006276.0,3532648.03,2646084331.86,0.002,2647031799.76
34,1.03,0.12,0.12,947915.64,164006276.0,3532294.77,2646074692.07,0.0019,2647022607.71
35,1.03,0.12,0.12,949937.79,164006276.0,3530528.98,2646015685.57,0.0054,2646965623.36
36,1.03,0.12,0.12,950608.55,164006276.0,3529822.9,2645979051.22,0.0027,2646929659.77
37,1.03,0.12,0.12,951151.91,164006276.0,3529469.92,2645958920.68,0.0019,2646910072.5899997
38,1.03,0.12,0.12,951684.29,164006276.0,3529116.98,2645939659.43,0.0021,2646891343.72
39,1.03,0.12,0.12,952407.1,164006276.0,3528764.07,2645924571.95,0.002,2646876979.0499997
40,1.03,0.12,0.12,953665.82,164006276.0,3526647.34,2645827317.97,0.0061,2646780983.79
41,1.03,0.12,0.12,953941.74,164006276.0,3526294.68,2645785587.04,0.002,2646739528.7799997
42,1.03,0.12,0.12,954254.41,164006276.0,3525589.46,2645743296.95,0.0028,2646697551.3599997
43,1.03,0.12,0.12,954254.41,164006276.0,3525589.46,2645743296.95,0.0011,2646697551.3599997
