,PAR,demand_reduction,cost_reduction,inconvenient,total_demand,max_demand,cost,run_time,objective
0,1.17,0.0,0.0,0.0,164006276.0,4011852.0,2998482900.6,0.0,2998482900.6
1,1.16,0.01,0.03,159213.31,164006276.0,3962024.45,2913326164.73,0.0442,2913485378.04
2,1.15,0.02,0.05,307306.23,164006276.0,3913635.37,2845781055.36,0.0429,2846088361.59
3,1.13,0.03,0.07,419805.72,164006276.0,3874953.68,2798564787.53,0.0414,2798984593.25
4,1.12,0.04,0.08,509847.32,164006276.0,3843291.67,2768031647.01,0.0238,2768541494.3300004
5,1.12,0.05,0.08,565257.2,164006276.0,3821320.32,2749234674.15,0.0258,2749799931.35
6,1.1,0.06,0.09,657256.1,164006276.0,3772957.06,2718536375.33,0.0352,2719193631.43
7,1.09,0.07,0.1,768263.44,164006276.0,3738766.7,2697749166.72,0.0288,2698517430.16
8,1.09,0.07,0.1,825844.59,164006276.0,3719234.59,2687175330.14,0.0218,2688001174.73
9,1.08,0.08,0.11,866958.96,164006276.0,3702874.01,2679844468.91,0.0198,2680711427.87
10,1.08,0.08,0.11,920226.85,164006276.0,3682020.3,2671653258.73,0.0187,2672573485.58
11,1.07,0.09,0.11,951089.96,164006276.0,3665123.72,2666916558.03,0.0188,2667867647.9900002
12,1.07,0.09,0.11,986733.0,164006276.0,3650753.46,2662936881.63,0.0135,2663923614.63
13,1.07,0.09,0.11,997781.26,164006276.0,3642842.7,2660802591.92,0.0097,2661800373.1800003
14,1.06,0.09,0.11,1016585.01,164006276.0,3632862.89,2658324615.46,0.0104,2659341200.4700003
15,1.06,0.1,0.11,1047572.04,164006276.0,3621455.09,2656232243.47,0.0089,2657279815.5099998
16,1.06,0.1,0.11,1050470.38,164006276.0,3605241.57,2653954212.79,0.0193,2655004683.17
17,1.05,0.11,0.12,1072649.26,164006276.0,3589495.67,2651693462.42,0.0182,2652766111.6800003
18,1.04,0.11,0.12,1072641.22,164006276.0,3564882.97,2648863658.9,0.0244,2649936300.12
19,1.04,0.11,0.12,1073098.43,164006276.0,3555412.06,2647960157.26,0.0172,2649033255.69
20,1.04,0.12,0.12,1073740.79,164006276.0,3547478.62,2647282165.14,0.013,2648355905.93
21,1.04,0.12,0.12,1074982.35,164006276.0,3543781.11,2647097562.18,0.0075,2648172544.5299997
22,1.04,0.12,0.12,1076115.15,164006276.0,3541369.59,2646843737.27,0.0065,2647919852.42
23,1.04,0.12,0.12,1077677.21,164006276.0,3539016.79,2646662616.97,0.0064,2647740294.18
24,1.04,0.12,0.12,1078664.29,164006276.0,3537955.19,2646573886.03,0.0037,2647652550.32
25,1.03,0.12,0.12,1081811.28,164006276.0,3534804.11,2646391224.81,0.0089,2647473036.09
26,1.03,0.12,0.12,1083354.2,164006276.0,3533037.06,2646292994.87,0.0054,2647376349.0699997
27,1.03,0.12,0.12,1083573.5,164006276.0,3532683.76,2646254698.81,0.002,2647338272.31
28,1.03,0.12,0.12,1083862.2,164006276.0,3532330.49,2646230785.6,0.002,2647314647.7999997
29,1.03,0.12,0.12,1084423.81,164006276.0,3531270.9,2646202886.59,0.0037,2647287310.4
30,1.03,0.12,0.12,1084999.93,164006276.0,3530564.68,2646137941.68,0.0028,2647222941.6099997
31,1.03,0.12,0.12,1085256.93,164006276.0,3530211.62,2646118921.44,0.002,2647204178.37
32,1.03,0.12,0.12,1086253.83,164006276.0,3529505.62,2646107870.95,0.0028,2647194124.7799997
33,1.03,0.12,0.12,1086816.38,164006276.0,3529152.69,2646069243.28,0.0021,2647156059.6600003
34,1.03,0.12,0.12,1086816.38,164006276.0,3529152.69,2646069243.28,0.0011,2647156059.6600003
