,PAR,demand_reduction,cost_reduction,inconvenient,total_demand,max_demand,cost,run_time,objective
0,1.18,0.0,0.0,0.0,161468416.0,3978374.0,3028415573.6,0.0,3028415573.6
1,1.17,0.01,0.04,713782.52,161468416.0,3922315.4,2915801716.61,0.0183,2916515499.13
2,1.16,0.02,0.06,1236546.02,161468416.0,3885440.95,2853063779.66,0.0142,2854300325.68
3,1.13,0.04,0.09,2022139.97,161468416.0,3816699.99,2761394988.42,0.0215,2763417128.39
4,1.12,0.05,0.11,2466146.38,161468416.0,3769874.08,2709813126.22,0.0164,2712279272.6
5,1.11,0.06,0.12,2874355.1,161468416.0,3726558.66,2669754234.34,0.0137,2672628589.44
6,1.1,0.07,0.13,3342592.59,161468416.0,3686531.45,2640017711.51,0.0124,2643360304.1000004
7,1.09,0.08,0.13,3557765.03,161468416.0,3669491.21,2627180489.23,0.0054,2630738254.26
8,1.08,0.09,0.14,3717096.64,161468416.0,3638462.49,2613228036.77,0.0097,2616945133.41
9,1.08,0.09,0.14,3814241.02,161468416.0,3630214.82,2609132788.99,0.0038,2612947030.0099998
10,1.07,0.09,0.14,3885608.36,161468416.0,3609034.11,2601476397.96,0.0073,2605362006.32
11,1.07,0.1,0.14,3981885.81,161468416.0,3593965.11,2596779964.06,0.0055,2600761849.87
12,1.06,0.1,0.14,4030794.57,161468416.0,3572931.08,2591424249.71,0.0092,2595455044.28
13,1.06,0.11,0.15,4141307.03,161468416.0,3560354.73,2588176942.31,0.0056,2592318249.34
14,1.05,0.11,0.15,4181188.85,161468416.0,3548075.51,2585130373.14,0.0054,2589311561.99
15,1.05,0.11,0.15,4211764.0,161468416.0,3539891.65,2583974328.47,0.0037,2588186092.47
16,1.05,0.11,0.15,4241630.67,161468416.0,3534287.69,2583249116.03,0.0021,2587490746.7000003
17,1.04,0.12,0.15,4230943.56,161468416.0,3509468.18,2581598877.02,0.0095,2585829820.58
18,1.04,0.12,0.15,4223379.26,161468416.0,3493534.34,2580676211.66,0.0054,2584899590.92
19,1.03,0.12,0.15,4216357.65,161468416.0,3481368.28,2580022603.45,0.0046,2584238961.1
20,1.03,0.13,0.15,4209011.75,161468416.0,3472830.14,2579758585.49,0.0037,2583967597.24
21,1.03,0.13,0.15,4206375.31,161468416.0,3468966.12,2579585190.13,0.0029,2583791565.44
22,1.03,0.13,0.15,4203103.27,161468416.0,3464358.1,2579458483.31,0.003,2583661586.58
23,1.03,0.13,0.15,4196427.96,161468416.0,3456343.75,2579244365.64,0.0029,2583440793.6
24,1.03,0.13,0.15,4195837.78,161468416.0,3453608.45,2579105814.46,0.0022,2583301652.2400002
25,1.03,0.13,0.15,4194756.69,161468416.0,3451383.12,2579011879.65,0.0022,2583206636.34
26,1.03,0.13,0.15,4194756.69,161468416.0,3451383.12,2579011879.65,0.0014,2583206636.34
