,PAR,demand_reduction,cost_reduction,inconvenient,total_demand,max_demand,cost,run_time,step_size,objective
0,2.28,0.0,0.0,0,637039,30206,9557856.7,,,9557858.979999999
1,2.06,0.1,0.05,0,637039,27283,9051929.2,,,9051931.26
2,1.85,0.19,0.06,0,637039,24585,8990496.7,,,8990498.549999999
3,2.35,-0.03,-0.22,0,637039,31244,11694877.1,,,11694879.45
4,1.74,0.24,0.06,0,637039,23038,8951328.2,,,8951329.94
5,1.78,0.22,0.06,0,637039,23636,8974326.8,,,8974328.58
