,0,1,2,3,4,5,6,7,8,9,10,11,12
0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0
1,14.1,14.0,14.2,14.1,14.1,14.1,14.2,14.2,14.2,14.2,14.3,14.3,14.3
2,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0
3,15.1,14.8,14.5,14.6,14.5,14.4,14.4,14.4,14.3,14.3,14.3,14.5,14.5
4,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0
5,14.1,14.2,14.0,14.4,14.5,17.0,16.3,15.8,15.8,15.4,15.1,14.8,14.8
6,14.0,14.0,14.0,14.0,14.0,16.3,15.8,15.8,15.8,15.4,15.4,15.4,15.4
7,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0
8,14.0,14.1,14.2,14.2,14.2,14.2,14.2,14.3,14.3,14.6,15.4,15.4,15.4
9,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,15.1,15.1,15.1
10,14.0,14.0,14.8,14.5,14.4,14.2,14.2,14.1,14.1,14.0,14.3,14.2,14.2
11,14.0,14.0,17.0,15.8,15.8,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4
12,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0
13,14.0,14.1,14.2,14.2,15.4,14.8,14.8,14.6,14.6,14.5,14.4,14.3,14.3
14,14.0,14.0,14.0,14.0,18.9,17.0,17.0,15.8,15.8,15.4,15.4,15.1,15.1
15,14.5,14.3,14.0,14.0,14.6,14.5,14.4,14.3,14.3,14.2,14.2,14.1,14.1
16,230.4,115.5,36.3,31.3,22.1,20.3,17.8,17.0,17.0,17.0,17.0,17.0,17.0
17,17.8,16.3,14.8,14.5,14.3,14.2,14.2,14.0,14.0,14.0,14.0,14.0,14.0
18,15.8,15.8,15.8,15.4,15.4,15.4,15.8,15.8,15.8,15.8,15.4,15.4,15.4
19,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0
20,14.5,14.6,14.8,14.8,14.8,14.8,14.6,14.6,14.6,14.6,14.6,14.6,14.6
21,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0
22,24.5,20.3,15.8,15.1,14.8,14.5,14.5,14.3,14.3,14.3,14.2,14.2,14.2
23,230.4,92.8,36.3,24.5,22.1,20.3,20.3,20.3,20.3,22.1,20.3,20.3,20.3
24,15.4,14.8,14.3,14.2,14.0,14.0,14.0,14.0,14.1,15.1,14.8,14.8,14.8
25,17.0,15.8,14.6,14.5,14.3,14.2,14.1,14.0,14.0,14.2,14.2,14.1,14.1
26,42.7,27.5,17.8,31.3,24.5,20.3,18.9,17.8,17.8,17.0,15.8,15.8,15.8
27,14.6,14.4,14.0,18.9,17.0,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8
28,14.4,14.2,14.0,14.2,14.1,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0
29,15.4,14.8,14.3,14.3,14.5,14.5,14.5,16.3,15.8,15.8,15.4,15.4,15.4
30,14.3,14.2,14.0,14.0,14.0,14.0,14.0,15.1,15.1,14.8,14.8,14.6,14.6
31,17.0,15.8,14.6,14.5,14.3,14.2,14.0,14.2,14.2,14.2,14.1,14.0,14.0
32,14.3,14.6,31.3,22.1,20.3,17.0,17.0,15.8,15.8,15.4,15.4,15.1,15.1
33,14.0,14.0,27.5,22.1,20.3,20.3,18.9,18.9,18.9,17.8,17.8,17.8,17.8
34,14.1,14.0,14.1,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0
35,61.6,36.3,20.3,17.8,16.3,15.4,15.1,14.8,14.8,14.6,14.6,14.5,14.5
36,24.5,20.3,15.8,15.4,14.8,14.5,14.5,14.3,14.3,14.3,14.2,14.2,14.2
37,14.8,14.8,14.8,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.8,17.8,17.8
38,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0
39,20.3,17.0,15.1,14.6,14.5,14.3,14.3,14.2,14.2,14.1,14.0,14.1,14.1
40,61.6,144.6,50.9,36.3,24.5,22.1,20.3,20.3,20.3,18.9,18.9,17.8,17.8
41,14.0,14.1,14.5,14.3,14.2,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0
42,14.0,14.0,14.3,14.4,14.5,14.6,17.0,16.3,16.3,15.8,15.4,15.4,15.4
43,14.0,14.0,14.0,14.0,14.0,14.0,14.8,14.8,14.6,14.6,14.5,14.5,14.5
44,15.8,15.1,14.4,14.3,14.2,14.0,14.3,14.2,14.2,14.1,14.0,14.0,14.0
45,17.8,15.8,14.6,14.5,14.3,14.2,14.2,14.2,14.3,14.4,14.3,14.3,14.3
46,14.3,14.2,14.4,14.3,14.1,14.0,14.0,14.0,14.0,14.2,14.2,14.1,14.1
47,14.2,14.0,14.4,14.3,14.2,14.2,14.2,14.2,14.2,14.2,14.3,14.2,14.2
