,PAR,demand_reduction,cost_reduction,inconvenient,total_demand,max_demand,cost,run_time,objective
0,1.79,0.0,0.0,0.0,2932879.0,109311.0,45527072.6,0.0,45527072.6
1,1.74,0.03,0.03,2124.79,2932879.0,106059.02,44098526.24,0.0345,44100651.03
2,1.56,0.13,0.08,5293.01,2932879.0,95579.42,42069701.64,0.0332,42074994.65
3,1.49,0.16,0.08,6906.98,2932879.0,91302.09,41794567.97,0.0255,41801474.949999996
4,1.43,0.2,0.09,8887.04,2932879.0,87303.75,41568124.91,0.0303,41577011.949999996
5,1.37,0.24,0.09,11041.1,2932879.0,83507.36,41440324.88,0.0153,41451365.980000004
6,1.35,0.24,0.09,11891.99,2932879.0,82660.34,41405686.08,0.021,41417578.07
7,1.34,0.25,0.09,12619.71,2932879.0,82103.09,41367944.05,0.0207,41380563.76
8,1.35,0.24,0.09,12672.34,2932879.0,82596.87,41367690.24,0.0168,41380362.580000006
9,1.38,0.23,0.09,13197.94,2932879.0,84191.3,41351313.64,0.0069,41364511.58
10,1.35,0.25,0.09,14034.53,2932879.0,82326.09,41329924.81,0.0192,41343959.34
11,1.33,0.26,0.09,14501.87,2932879.0,81326.78,41321223.23,0.0058,41335725.099999994
12,1.33,0.26,0.09,14501.87,2932879.0,81326.78,41321223.23,0.011,41335725.099999994
