,PAR,demand_reduction,cost_reduction,inconvenient,total_demand,max_demand,cost,run_time
0,1.22,0.0,0.0,0.0,161628494.0,4112289.0,2791270169.4,0.0
1,1.2,0.01,0.03,189769.22,161628494.0,4051034.59,2711127426.93,0.0256
2,1.18,0.03,0.05,397626.5,161628494.0,3982715.2,2651264520.68,0.0262
3,1.17,0.04,0.06,514294.05,161628494.0,3935184.6,2614501018.2,0.0225
4,1.16,0.05,0.07,580313.16,161628494.0,3903813.09,2593942125.49,0.0183
5,1.16,0.05,0.07,615123.38,161628494.0,3892113.36,2589267104.17,0.0145
6,1.15,0.06,0.08,676815.08,161628494.0,3864950.17,2576608091.4,0.0196
7,1.14,0.07,0.08,747429.03,161628494.0,3830304.44,2563206480.03,0.0195
8,1.13,0.08,0.09,829155.86,161628494.0,3792173.31,2551673324.31,0.0198
9,1.12,0.08,0.09,857420.3,161628494.0,3777027.36,2548082127.04,0.0163
10,1.12,0.09,0.09,903085.73,161628494.0,3761941.92,2541958009.03,0.0198
11,1.11,0.09,0.09,916837.33,161628494.0,3746916.73,2539326420.75,0.0147
12,1.11,0.09,0.09,921433.54,161628494.0,3743169.81,2538688508.03,0.0136
13,1.11,0.09,0.09,949813.13,161628494.0,3738756.41,2533438744.02,0.0162
14,1.11,0.09,0.09,970162.75,161628494.0,3725469.76,2531985889.61,0.0148
15,1.11,0.09,0.09,978313.0,161628494.0,3721783.31,2531001894.44,0.0129
16,1.11,0.09,0.09,978313.0,161628494.0,3721783.31,2531001894.44,0.0133
