,0,1,2,3,4,5,6,7,8,9
0,24.5,22.1,20.3,20.3,20.3,20.3,22.1,27.5,27.5,27.5
1,22.1,20.3,18.9,17.8,17.8,17.8,17.8,18.9,18.9,18.9
2,17.8,61.6,50.9,50.9,50.9,42.7,36.3,36.3,36.3,36.3
3,14.6,36.3,31.3,31.3,31.3,27.5,27.5,24.5,24.5,24.5
4,14.8,18.9,42.7,36.3,36.3,36.3,31.3,31.3,31.3,31.3
5,14.8,15.4,22.1,24.5,31.3,27.5,31.3,27.5,27.5,27.5
6,17.0,16.3,16.3,17.0,20.3,20.3,24.5,31.3,31.3,31.3
7,17.8,17.8,17.0,17.0,17.8,17.8,18.9,24.5,24.5,24.5
8,20.3,17.8,18.9,22.1,22.1,22.1,20.3,22.1,20.3,20.3
9,16.3,15.8,16.3,24.5,24.5,22.1,22.1,22.1,20.3,20.3
10,17.0,17.0,16.3,42.7,42.7,50.9,42.7,36.3,36.3,36.3
11,17.0,17.0,16.3,20.3,18.9,22.1,22.1,22.1,24.5,24.5
12,22.1,20.3,20.3,18.9,17.8,20.3,18.9,17.8,18.9,18.9
13,50.9,36.3,31.3,31.3,31.3,27.5,24.5,24.5,24.5,24.5
14,36.3,31.3,27.5,24.5,24.5,24.5,24.5,22.1,22.1,22.1
15,50.9,36.3,31.3,31.3,27.5,27.5,24.5,24.5,24.5,24.5
16,31.3,27.5,24.5,22.1,22.1,22.1,20.3,20.3,20.3,20.3
17,42.7,36.3,31.3,31.3,27.5,27.5,24.5,24.5,24.5,24.5
18,31.3,24.5,24.5,22.1,22.1,22.1,20.3,20.3,20.3,20.3
19,31.3,27.5,24.5,24.5,22.1,22.1,22.1,20.3,20.3,20.3
20,61.6,50.9,42.7,36.3,36.3,36.3,31.3,31.3,31.3,31.3
21,42.7,36.3,31.3,27.5,27.5,24.5,24.5,22.1,22.1,22.1
22,92.8,61.6,50.9,50.9,42.7,42.7,36.3,36.3,36.3,36.3
23,31.3,27.5,24.5,24.5,22.1,22.1,24.5,36.3,36.3,36.3
24,22.1,22.1,20.3,18.9,18.9,17.8,17.8,20.3,20.3,20.3
25,50.9,50.9,36.3,36.3,31.3,31.3,31.3,27.5,24.5,24.5
26,115.5,92.8,75.2,61.6,61.6,50.9,50.9,42.7,42.7,42.7
27,50.9,42.7,36.3,31.3,31.3,31.3,27.5,24.5,24.5,24.5
28,36.3,31.3,24.5,24.5,24.5,22.1,22.1,22.1,22.1,22.1
29,31.3,27.5,24.5,24.5,22.1,22.1,22.1,20.3,20.3,20.3
30,36.3,31.3,31.3,24.5,24.5,24.5,24.5,22.1,22.1,22.1
31,50.9,36.3,31.3,31.3,31.3,27.5,27.5,24.5,24.5,24.5
32,230.4,230.4,144.6,115.5,115.5,115.5,92.8,92.8,92.8,92.8
33,61.6,50.9,36.3,36.3,36.3,31.3,31.3,27.5,27.5,27.5
34,42.7,36.3,31.3,27.5,27.5,24.5,24.5,24.5,22.1,22.1
35,230.4,182.1,144.6,115.5,115.5,115.5,92.8,92.8,75.2,75.2
36,92.8,75.2,61.6,50.9,50.9,50.9,42.7,36.3,36.3,36.3
37,92.8,75.2,61.6,50.9,50.9,50.9,42.7,36.3,36.3,36.3
38,92.8,61.6,50.9,50.9,50.9,42.7,36.3,36.3,36.3,36.3
39,50.9,42.7,36.3,36.3,31.3,31.3,42.7,42.7,36.3,36.3
40,20.3,18.9,17.8,17.8,17.8,17.8,20.3,24.5,24.5,24.5
41,24.5,22.1,22.1,20.3,20.3,20.3,20.3,36.3,36.3,36.3
42,24.5,24.5,22.1,20.3,20.3,20.3,18.9,22.1,22.1,22.1
43,22.1,31.3,75.2,61.6,61.6,61.6,50.9,50.9,50.9,50.9
44,15.4,15.8,31.3,27.5,24.5,36.3,50.9,75.2,75.2,75.2
45,15.8,15.8,17.8,17.0,17.0,17.0,17.8,17.8,17.8,17.8
46,17.0,17.0,24.5,50.9,75.2,92.8,115.5,92.8,92.8,92.8
47,15.4,15.4,15.8,15.8,17.0,17.8,20.3,18.9,18.9,18.9
