,0,1,2,3,4,5,6,7,8,9,10,11
0,0.576,1.1249658632908863,0.9515781209541764,1.0396191182685899,1.0464565054103374,1.0902682454842838,1.0964311773940016,1.1058202629485396,1.0633400693509976,1.0883818624787567,1.0940670112575428,1.0940670112575428
1,1.2,1.4760152118639571,1.1638473371315963,1.21896388188465,1.215299549374547,1.191819705371433,1.1947668175054724,1.1893853616339116,1.089731272408887,1.0958033689476732,1.097896369667406,1.097896369667406
2,0.3,0.9696940360374127,0.8576898137987792,0.9714210892487076,0.9778291230806281,1.0188897076005485,1.0309156252269085,1.0392008383282967,0.9924477689707003,1.0179167039351247,1.0236827373349338,1.0236827373349338
3,0.03,0.8177976832894492,0.7658425567989339,0.8971582514579248,0.9065879951924523,0.9670107082692831,0.9817602675433394,0.9941454813366122,0.9632627179392443,0.9945507044313602,1.0014186476351923,1.0014186476351923
4,2.22,1.9741977900183576,1.5388785133097564,1.524692274035392,1.5153889800211358,1.4557765153860112,1.4638908839579803,1.4208657199680597,1.29854937930841,1.2310404946578506,1.2181640271746303,1.2181640271746303
5,2.204,1.7950883907682198,1.430576327467866,1.43712485044236,1.431384621870907,1.3946031149993727,1.4059290802322635,1.3677384540542354,1.2641356698100508,1.203488350986946,1.1919112063607653,1.1919112063607653
6,0.0,0.5551640890774371,0.6808305703283889,0.8309200560316742,0.8498459334800206,0.9711167649026735,1.004675716030092,0.9999532436480412,1.0258991791680916,1.0127525624451053,1.0101702667376897,1.0101702667376897
7,1.5,1.5144445416870587,1.3577349519277113,1.337203552991693,1.3431244151474893,1.381063362936412,1.3818501876622644,1.361237644106363,1.325676201894022,1.2899771150891786,1.2831242285870479,1.2831242285870479
8,0.0,0.47565021972915533,0.7296065779886817,0.8293321470366857,0.8559179891781468,1.0262713685321958,1.045684733181423,1.0531114240225459,1.1260844095365545,1.1301808647364378,1.1308637592258892,1.1308637592258892
9,0.0,0.913071135477439,0.9941021405154713,1.0431892800411249,1.06107340493387,1.1756690267711682,1.1872390311148173,1.1828588153069797,1.210129559518018,1.1974687009181901,1.1949783895549144,1.1949783895549144
10,8.4,4.725664307714418,3.273537777978175,3.0094203756606515,2.9734833732032673,2.7432108176116263,2.706268731549011,2.6271932523068315,2.372377949768298,2.256286618851671,2.2332672870388115,2.2332672870388115
11,6.0,3.593929876966836,2.949192157233665,2.665955525962452,2.6208105041876113,2.331535973050507,2.2877701642348938,2.210563324946252,1.9018076726280897,1.790579831945767,1.7708432892169068,1.7708432892169068
12,0.12,0.6138279287347311,1.158984189914874,1.2167170389963102,1.2307068020844687,1.3203486274496208,1.329184416930762,1.3486140907183435,1.3434715708387108,1.34438153898279,1.3553114224548048,1.3553114224548048
13,0.0,0.6272076602752078,1.1670745200587858,1.2232584523686467,1.2369820493075945,1.324918369060156,1.3335142476191495,1.352582774429988,1.3460423247819866,1.3464397240206758,1.357272546193371,1.357272546193371
14,0.0,0.6272076602752078,1.1670745200587858,1.2232584523686467,1.2369820493075945,1.324918369060156,1.3335142476191495,1.352582774429988,1.3460423247819866,1.3464397240206758,1.357272546193371,1.357272546193371
15,0.0,0.6272076602752078,1.1670745200587858,1.2232584523686467,1.2369820493075945,1.324918369060156,1.3335142476191495,1.352582774429988,1.3460423247819866,1.3464397240206758,1.357272546193371,1.357272546193371
16,1.318,1.3516274776047874,1.605109877289856,1.5366153369470836,1.5289141617069073,1.4795675500712433,1.4688520441227029,1.4599503706853756,1.4155907422191534,1.4019841768178272,1.4007334371105509,1.4007334371105509
