,0,1,2,3,4,5,6,7
0,42.7,31.3,24.5,22.1,22.1,20.3,20.3,20.3
1,14.4,14.3,15.1,14.8,14.8,14.6,14.6,14.6
2,14.2,14.0,14.8,15.1,14.8,14.8,14.8,14.8
3,14.4,14.2,14.5,15.8,15.4,22.1,22.1,22.1
4,14.3,14.2,14.1,14.5,14.4,18.9,17.8,17.8
5,14.3,14.8,14.6,14.6,14.6,15.4,15.1,15.1
6,14.0,14.6,14.5,14.5,14.5,14.4,14.4,14.4
7,14.0,17.0,15.8,15.8,15.4,15.4,15.1,15.1
8,14.0,50.9,36.3,31.3,36.3,31.3,31.3,31.3
9,14.0,14.8,14.6,14.6,18.9,17.8,17.8,17.8
10,14.4,14.3,14.2,14.1,14.4,14.3,14.3,14.3
11,14.6,15.8,18.9,17.8,17.8,17.0,16.3,16.3
12,14.0,14.2,36.3,31.3,31.3,27.5,27.5,27.5
13,14.2,14.0,14.8,14.6,15.1,14.8,15.4,15.4
14,14.8,14.5,14.4,14.4,14.5,14.5,14.8,14.8
15,15.4,14.8,14.6,14.5,14.6,14.5,14.6,14.6
16,16.3,15.4,14.8,14.8,14.8,14.6,14.6,14.6
17,16.3,15.4,15.1,14.8,14.8,14.6,14.6,14.6
18,18.9,17.0,15.8,15.8,15.4,15.4,15.8,15.8
19,15.1,14.6,14.5,14.5,14.5,14.3,14.6,14.6
20,17.0,15.8,15.4,15.1,15.1,14.8,14.8,14.8
21,17.0,15.8,20.3,18.9,17.8,17.8,17.8,17.8
22,14.2,14.0,14.5,14.4,14.3,14.3,14.3,14.3
23,20.3,17.0,16.3,15.8,15.8,15.4,15.4,15.4
24,31.3,24.5,22.1,42.7,36.3,36.3,36.3,36.3
25,14.3,14.2,14.1,14.8,14.6,15.1,15.1,15.1
26,14.8,14.6,14.5,14.5,14.5,14.5,14.4,14.4
27,20.3,17.0,16.3,15.8,15.8,15.4,15.4,15.4
28,18.9,17.0,15.8,15.8,15.4,15.1,15.1,15.1
29,20.3,17.8,17.0,16.3,15.8,15.8,15.4,15.4
30,20.3,17.0,16.3,15.8,15.8,15.4,15.4,15.4
31,17.0,15.4,15.1,14.8,14.8,14.6,14.6,14.6
32,24.5,20.3,17.8,17.0,17.0,16.3,15.8,15.8
33,61.6,36.3,31.3,24.5,24.5,22.1,22.1,22.1
34,230.4,144.6,92.8,75.2,61.6,50.9,50.9,50.9
35,115.5,61.6,50.9,36.3,36.3,31.3,31.3,31.3
36,36.3,24.5,22.1,20.3,20.3,17.8,17.8,17.8
37,22.1,20.3,17.8,17.0,17.0,27.5,24.5,24.5
38,14.6,14.5,14.3,14.3,14.2,14.3,14.3,14.3
39,22.1,20.3,17.8,17.0,17.0,16.3,15.8,15.8
40,115.5,61.6,50.9,42.7,36.3,31.3,31.3,31.3
41,27.5,22.1,20.3,18.9,17.8,17.0,17.0,17.0
42,144.6,75.2,50.9,50.9,42.7,36.3,36.3,36.3
43,17.8,17.0,15.8,15.4,15.4,17.0,16.3,16.3
44,14.5,14.4,14.3,14.3,14.2,14.3,14.2,14.2
45,14.2,18.9,17.8,24.5,36.3,31.3,42.7,42.7
46,14.0,14.1,14.0,14.1,14.2,14.1,14.1,14.1
47,24.5,20.3,17.8,17.8,17.0,17.0,16.3,16.3
