,PAR,demand_reduction,cost_reduction,inconvenient,total_demand,max_demand,cost,run_time,objective
0,1.2,0.0,0.0,0.0,162843884.0,4079544.0,2887607541.4,0.0,2887607541.4
1,1.19,0.01,0.02,134233.9,162843884.0,4035382.41,2823032825.94,0.0311,2823167059.84
2,1.18,0.02,0.04,262260.65,162843884.0,3990383.15,2762203690.47,0.0299,2762465951.12
3,1.17,0.03,0.06,371743.89,162843884.0,3955677.4,2723552047.93,0.0264,2723923791.8199997
4,1.16,0.04,0.07,479942.02,162843884.0,3927047.07,2693123511.74,0.0198,2693603453.7599998
5,1.14,0.05,0.08,609609.81,162843884.0,3875600.0,2650855326.92,0.0355,2651464936.73
6,1.13,0.06,0.09,678947.18,162843884.0,3844617.59,2629804758.71,0.0176,2630483705.89
7,1.12,0.07,0.1,810898.43,162843884.0,3798009.82,2602835576.23,0.0301,2603646474.66
8,1.11,0.08,0.11,897749.45,162843884.0,3750833.82,2582738187.24,0.0294,2583635936.6899996
9,1.1,0.08,0.11,947370.6,162843884.0,3732960.5,2575549040.0,0.0116,2576496410.6
10,1.1,0.09,0.11,978569.75,162843884.0,3719184.96,2570907314.65,0.0049,2571885884.4
11,1.09,0.1,0.11,1031719.01,162843884.0,3687953.11,2561756088.69,0.0231,2562787807.7000003
12,1.08,0.1,0.11,1056092.1,162843884.0,3671232.84,2557972041.19,0.0073,2559028133.29
13,1.08,0.1,0.11,1074081.96,162843884.0,3664707.13,2556433385.34,0.0064,2557507467.3
14,1.08,0.1,0.12,1086157.39,162843884.0,3651954.26,2554653542.1,0.0101,2555739699.49
15,1.07,0.11,0.12,1096051.31,162843884.0,3646052.72,2553761473.07,0.0063,2554857524.38
16,1.07,0.11,0.12,1103404.78,162843884.0,3642226.09,2553278562.23,0.0025,2554381967.01
17,1.07,0.11,0.12,1111366.72,162843884.0,3638765.19,2552712470.33,0.0025,2553823837.0499997
18,1.07,0.11,0.12,1134972.43,162843884.0,3631176.61,2551727091.89,0.0056,2552862064.3199997
19,1.07,0.11,0.12,1141866.78,162843884.0,3628411.54,2551270099.35,0.0025,2552411966.13
20,1.06,0.12,0.12,1142449.11,162843884.0,3601159.1,2549643133.05,0.0164,2550785582.1600003
21,1.05,0.12,0.12,1141420.53,162843884.0,3576598.51,2547918252.89,0.0117,2549059673.42
22,1.05,0.13,0.12,1141108.06,162843884.0,3561800.42,2547068630.39,0.0111,2548209738.45
23,1.05,0.13,0.12,1141582.88,162843884.0,3555164.95,2546760411.39,0.0187,2547901994.27
24,1.05,0.13,0.12,1143055.03,162843884.0,3552208.6,2546596772.91,0.0033,2547739827.94
25,1.05,0.13,0.12,1146641.72,162843884.0,3550077.81,2546378868.53,0.0056,2547525510.25
26,1.05,0.13,0.12,1147310.93,162843884.0,3546915.64,2546253142.32,0.0048,2547400453.25
27,1.04,0.13,0.12,1148156.83,162843884.0,3545040.11,2546127788.66,0.0033,2547275945.49
28,1.04,0.13,0.12,1148624.05,162843884.0,3544685.61,2546100856.51,0.0018,2547249480.5600004
29,1.04,0.13,0.12,1155006.23,162843884.0,3540225.51,2545952148.03,0.0216,2547107154.26
30,1.04,0.13,0.12,1155665.3,162843884.0,3538484.77,2545879063.02,0.004,2547034728.32
31,1.04,0.13,0.12,1156207.36,162843884.0,3537893.08,2545833850.19,0.0017,2546990057.55
32,1.04,0.13,0.12,1156622.55,162843884.0,3537539.29,2545826191.99,0.0018,2546982814.54
33,1.04,0.13,0.12,1156622.55,162843884.0,3537539.29,2545826191.99,0.0009,2546982814.54
