,init_PAR,PAR,init_inconvenient,inconvenient,init_max_demand,max_demand,total_demand,demand_reduction,cost_reduction,pricing_time,rescheduling_time
0,2.68,1.4,0.0,591.86,25561.0,13344.68,457800.0,0.48,0.08,0.006781481481481483,35.23111111111111
