,0,1,2,3,4
0,92.8,75.2,61.6,61.6,61.6
1,144.6,115.5,92.8,92.8,92.8
2,15.4,15.1,15.1,15.1,15.1
3,15.8,15.8,15.8,15.4,15.4
4,14.6,50.9,50.9,42.7,42.7
5,14.3,42.7,36.3,36.3,36.3
6,14.6,15.8,42.7,36.3,36.3
7,14.6,14.6,27.5,24.5,24.5
8,15.4,15.1,15.4,15.4,15.4
9,15.4,22.1,22.1,24.5,24.5
10,14.2,15.4,15.4,20.3,20.3
11,15.4,15.1,15.1,15.8,15.8
12,92.8,61.6,50.9,50.9,50.9
13,61.6,50.9,42.7,36.3,36.3
14,17.8,17.0,17.0,16.3,16.3
15,20.3,18.9,17.8,17.8,17.8
16,75.2,50.9,50.9,42.7,42.7
17,22.1,20.3,18.9,17.8,17.8
18,27.5,22.1,22.1,20.3,20.3
19,22.1,20.3,20.3,18.9,18.9
20,42.7,36.3,31.3,27.5,27.5
21,27.5,24.5,22.1,22.1,22.1
22,17.8,17.0,17.0,17.0,17.0
23,17.8,17.0,17.0,16.3,16.3
24,22.1,20.3,18.9,17.8,17.8
25,31.3,24.5,24.5,22.1,22.1
26,36.3,31.3,31.3,27.5,27.5
27,27.5,24.5,22.1,22.1,22.1
28,31.3,24.5,24.5,22.1,22.1
29,92.8,61.6,61.6,50.9,50.9
30,61.6,42.7,36.3,36.3,36.3
31,20.3,17.8,17.8,17.0,17.0
32,230.4,182.1,144.6,115.5,115.5
33,75.2,50.9,50.9,42.7,42.7
34,27.5,24.5,22.1,22.1,22.1
35,18.9,17.8,17.0,17.0,17.0
36,27.5,22.1,22.1,20.3,20.3
37,144.6,115.5,92.8,92.8,92.8
38,31.3,27.5,24.5,24.5,24.5
39,24.5,22.1,24.5,61.6,61.6
40,15.1,14.8,14.8,17.0,17.0
41,17.8,17.0,16.3,17.0,17.0
42,17.8,17.0,17.0,17.0,17.0
43,17.0,16.3,15.8,15.8,15.8
44,42.7,36.3,31.3,27.5,27.5
45,92.8,61.6,50.9,50.9,50.9
46,31.3,27.5,24.5,24.5,24.5
47,31.3,24.5,24.5,22.1,22.1
