Arguments count: 1
Argument      0: ./run-monarch.py
----------------------------------------
2000 households, 0 dependent tasks, 10 fully flexible tasks, 0 semi-flexible tasks, 0 fixed tasks, 1 penalty weight. 
----------------------------------------
0. The community is created. 
0. Aggregator is created. 
149. Best step size 0.0, 5 iterations, cost 992673330.58, using ogsa_fw
150. Best step size 0.0, 2 iterations, cost 992673330.09, using ogsa_fw
151. Best step size 0.0, 2 iterations, cost 992673329.61, using ogsa_fw
152. Best step size 0.0, 9 iterations, cost 992673324.91, using ogsa_fw
153. Best step size 0.0, 7 iterations, cost 992673313.59, using ogsa_fw
154. Best step size 0.0, 5 iterations, cost 992673311.22, using ogsa_fw
155. Best step size 0.0, 5 iterations, cost 992673309.03, using ogsa_fw
156. Best step size 0.0, 3 iterations, cost 992673308.42, using ogsa_fw
157. Best step size 0.0, 4 iterations, cost 992673307.75, using ogsa_fw
158. Best step size 0.0, 2 iterations, cost 992673307.18, using ogsa_fw
159. Best step size 0.0, 9 iterations, cost 992673300.68, using ogsa_fw
160. Best step size 0.0, 6 iterations, cost 992673297.07, using ogsa_fw
161. Best step size 0.0, 6 iterations, cost 992673292.72, using ogsa_fw
162. Best step size 0.0, 4 iterations, cost 992673290.99, using ogsa_fw
163. Best step size 0.0, 2 iterations, cost 992673290.25, using ogsa_fw
164. Best step size 0.0, 5 iterations, cost 992673288.95, using ogsa_fw
165. Best step size 0.0, 4 iterations, cost 992673288.12, using ogsa_fw
166. Best step size 0.0, 3 iterations, cost 992673287.41, using ogsa_fw
167. Best step size 0.0, 3 iterations, cost 992673286.54, using ogsa_fw
168. Best step size 0.0, 3 iterations, cost 992673286.2, using ogsa_fw
169. Best step size 0.0, 6 iterations, cost 992673284.94, using ogsa_fw
170. Best step size 0.0, 3 iterations, cost 992673284.17, using ogsa_fw
171. Best step size 0.0, 2 iterations, cost 992673283.56, using ogsa_fw
172. Best step size 0.0, 2 iterations, cost 992673283.09, using ogsa_fw
173. Best step size 0.0, 2 iterations, cost 992673282.88, using ogsa_fw
174. Best step size 0.0, 7 iterations, cost 992673279.66, using ogsa_fw
175. Best step size 0.0, 6 iterations, cost 992673276.5, using ogsa_fw
176. Best step size 0.0, 5 iterations, cost 992673274.38, using ogsa_fw
177. Best step size 0.0, 6 iterations, cost 992673272.17, using ogsa_fw
178. Best step size 0.0, 5 iterations, cost 992673269.81, using ogsa_fw
179. Best step size 0.0, 4 iterations, cost 992673268.15, using ogsa_fw
180. Best step size 0.0, 3 iterations, cost 992673267.44, using ogsa_fw
181. Best step size 0.0, 3 iterations, cost 992673266.83, using ogsa_fw
182. Best step size 0.0, 1 iterations, cost 992673266.64, using ogsa_fw
183. Best step size 0.0, 1 iterations, cost 992673266.49, using ogsa_fw
184. Best step size 0.0, 1 iterations, cost 992673266.45, using ogsa_fw
185. Best step size 0.0, 1 iterations, cost 992673266.42, using ogsa_fw
186. Best step size 0.0, 2 iterations, cost 992673266.16, using ogsa_fw
187. Best step size 0.0, 2 iterations, cost 992673265.92, using ogsa_fw
188. Best step size 0.0, 2 iterations, cost 992673265.65, using ogsa_fw
189. Best step size 0.0, 2 iterations, cost 992673265.27, using ogsa_fw
190. Best step size 0.0, 6 iterations, cost 992673263.16, using ogsa_fw
191. Best step size 0.0, 4 iterations, cost 992673260.58, using ogsa_fw
192. Best step size 0.0, 3 iterations, cost 992673259.42, using ogsa_fw
193. Best step size 0.0, 2 iterations, cost 992673258.98, using ogsa_fw
194. Best step size 0.0, 2 iterations, cost 992673258.49, using ogsa_fw
195. Best step size 0.0, 1 iterations, cost 992673258.36, using ogsa_fw
196. Best step size 0.0, 1 iterations, cost 992673258.24, using ogsa_fw
197. Best step size 0.0, 2 iterations, cost 992673257.97, using ogsa_fw
198. Best step size 0.0, 1 iterations, cost 992673257.85, using ogsa_fw
199. Best step size 0.0, 1 iterations, cost 992673257.7, using ogsa_fw
200. Best step size 0.0, 1 iterations, cost 992673257.58, using ogsa_fw
201. Best step size 0.0, 1 iterations, cost 992673257.51, using ogsa_fw
202. Best step size 0.0, 1 iterations, cost 992673257.45, using ogsa_fw
203. Best step size 0.0, 1 iterations, cost 992673257.26, using ogsa_fw
204. Best step size 0, 0 iterations, cost 992673257.26, using ogsa_fw
Converged in 204
Data are written and graphs are painted. 
----------------------------------------
----------------------------------------
----------------------------------------
Experiment is finished. 
{0: {'no_households': 2000, 'penalty_weight': 1, 'no_dependent_tasks': 0, 'no_fully_flexible_tasks_min': 10, 'no_semi_flexible_tasks_min': 0, 'no_fixed_tasks_min': 0, 'algorithm': 'minizinc_fw', 'id': 0, 'init_PAR': 1.24, 'PAR': 1.17, 'init_max_demand': 1684352.0, 'max_demand': 1591158.34, 'total_demand': 65382402.0, 'demand_reduction': 0.06, 'cost_reduction': 0.07, 'pricing_time': 0.03754285714285714, 'rescheduling_time': 1647.0285714285715}, 1: {'no_households': 2000, 'penalty_weight': 1, 'no_dependent_tasks': 0, 'no_fully_flexible_tasks_min': 10, 'no_semi_flexible_tasks_min': 0, 'no_fixed_tasks_min': 0, 'algorithm': 'ogsa_fw', 'id': 0, 'init_PAR': 1.24, 'PAR': 1.03, 'init_max_demand': 1684352.0, 'max_demand': 1402253.38, 'total_demand': 65382402.0, 'demand_reduction': 0.17, 'cost_reduction': 0.11, 'pricing_time': 0.009784916201117318, 'rescheduling_time': 1.9788849162011173}, 2: {'no_households': 2000, 'penalty_weight': 1, 'no_dependent_tasks': 3, 'no_fully_flexible_tasks_min': 10, 'no_semi_flexible_tasks_min': 0, 'no_fixed_tasks_min': 0, 'algorithm': 'minizinc_fw', 'id': 0, 'init_PAR': 1.24, 'PAR': 1.17, 'init_max_demand': 1684352.0, 'max_demand': 1593151.69, 'total_demand': 65382402.0, 'demand_reduction': 0.05, 'cost_reduction': 0.06, 'pricing_time': 0.03808333333333334, 'rescheduling_time': 1816.1816666666666}, 3: {'no_households': 2000, 'penalty_weight': 1, 'no_dependent_tasks': 3, 'no_fully_flexible_tasks_min': 10, 'no_semi_flexible_tasks_min': 0, 'no_fixed_tasks_min': 0, 'algorithm': 'ogsa_fw', 'id': 0, 'init_PAR': 1.24, 'PAR': 1.04, 'init_max_demand': 1684352.0, 'max_demand': 1413066.32, 'total_demand': 65382402.0, 'demand_reduction': 0.16, 'cost_reduction': 0.11, 'pricing_time': 0.009131707317073173, 'rescheduling_time': 1.9050809756097544}}
----------------------------------------
2000 households, 5 dependent tasks, 10 fully flexible tasks, 0 semi-flexible tasks, 0 fixed tasks, 1 penalty weight. 
----------------------------------------
0. The community is read. 
0. Aggregator is read. 
1. Best step size 0.018, 70 iterations, cost 1082437102.16, using minizinc_fw
2. Best step size 0.017, 63 iterations, cost 1059135692.95, using minizinc_fw
3. Best step size 0.015, 54 iterations, cost 1047865181.51, using minizinc_fw
4. Best step size 0.002, 13 iterations, cost 1046991136.09, using minizinc_fw
5. Best step size 0, 0 iterations, cost 1046991136.09, using minizinc_fw
Converged in 5
Data are written and graphs are painted. 
0. The community is read. 
0. Aggregator is read. 
1. Best step size 0.02, 75 iterations, cost 1077156088.38, using ogsa_fw
2. Best step size 0.019, 72 iterations, cost 1050608549.37, using ogsa_fw
3. Best step size 0.015, 56 iterations, cost 1035433214.88, using ogsa_fw
4. Best step size 0.015, 55 iterations, cost 1023235468.05, using ogsa_fw
5. Best step size 0.014, 43 iterations, cost 1015258530.03, using ogsa_fw
6. Best step size 0.008, 30 iterations, cost 1010799710.16, using ogsa_fw
7. Best step size 0.012, 40 iterations, cost 1006128733.66, using ogsa_fw
8. Best step size 0.009, 36 iterations, cost 1002946585.17, using ogsa_fw
9. Best step size 0.009, 28 iterations, cost 1000315161.05, using ogsa_fw
10. Best step size 0.005, 24 iterations, cost 998764081.7, using ogsa_fw
11. Best step size 0.003, 8 iterations, cost 998253493.29, using ogsa_fw
12. Best step size 0.006, 20 iterations, cost 996992076.35, using ogsa_fw
13. Best step size 0.003, 17 iterations, cost 996442916.39, using ogsa_fw
14. Best step size 0.004, 22 iterations, cost 995574773.53, using ogsa_fw
15. Best step size 0.002, 12 iterations, cost 995196651.83, using ogsa_fw
16. Best step size 0.006, 23 iterations, cost 994391882.09, using ogsa_fw
17. Best step size 0.002, 12 iterations, cost 994133557.34, using ogsa_fw
18. Best step size 0.001, 6 iterations, cost 993990289.49, using ogsa_fw
19. Best step size 0.001, 6 iterations, cost 993891963.63, using ogsa_fw
20. Best step size 0.001, 7 iterations, cost 993764751.72, using ogsa_fw
21. Best step size 0.001, 8 iterations, cost 993709682.95, using ogsa_fw
22. Best step size 0.001, 11 iterations, cost 993597156.79, using ogsa_fw
23. Best step size 0.002, 11 iterations, cost 993460255.71, using ogsa_fw
24. Best step size 0.001, 5 iterations, cost 993377009.39, using ogsa_fw
25. Best step size 0.001, 11 iterations, cost 993221449.62, using ogsa_fw
26. Best step size 0.001, 3 iterations, cost 993185144.81, using ogsa_fw
27. Best step size 0.005, 14 iterations, cost 993008767.16, using ogsa_fw
28. Best step size 0.001, 5 iterations, cost 992965878.3, using ogsa_fw
29. Best step size 0.003, 14 iterations, cost 992883031.2, using ogsa_fw
30. Best step size 0.002, 10 iterations, cost 992816404.45, using ogsa_fw
31. Best step size 0.001, 10 iterations, cost 992789945.23, using ogsa_fw
32. Best step size 0.001, 10 iterations, cost 992768124.0, using ogsa_fw
33. Best step size 0.0, 10 iterations, cost 992748908.75, using ogsa_fw
34. Best step size 0.0, 11 iterations, cost 992735712.62, using ogsa_fw
35. Best step size 0.001, 13 iterations, cost 992716222.6, using ogsa_fw
36. Best step size 0.0, 1 iterations, cost 992715794.57, using ogsa_fw
37. Best step size 0.0, 11 iterations, cost 992700766.38, using ogsa_fw
38. Best step size 0.0, 8 iterations, cost 992693813.67, using ogsa_fw
39. Best step size 0.0, 6 iterations, cost 992688541.48, using ogsa_fw
40. Best step size 0.0, 8 iterations, cost 992685618.83, using ogsa_fw
41. Best step size 0.0, 6 iterations, cost 992683621.03, using ogsa_fw
42. Best step size 0.0, 9 iterations, cost 992681329.27, using ogsa_fw
43. Best step size 0.0, 9 iterations, cost 992678152.63, using ogsa_fw
44. Best step size 0.0, 10 iterations, cost 992673629.68, using ogsa_fw
45. Best step size 0.0, 19 iterations, cost 992662057.77, using ogsa_fw
46. Best step size 0.0, 9 iterations, cost 992653700.81, using ogsa_fw
47. Best step size 0.0, 5 iterations, cost 992645955.13, using ogsa_fw
48. Best step size 0.0, 11 iterations, cost 992640220.79, using ogsa_fw
49. Best step size 0.0, 9 iterations, cost 992637815.32, using ogsa_fw
50. Best step size 0.0, 10 iterations, cost 992635782.05, using ogsa_fw
51. Best step size 0.0, 10 iterations, cost 992633987.4, using ogsa_fw
52. Best step size 0.0, 9 iterations, cost 992632536.74, using ogsa_fw
53. Best step size 0.0, 6 iterations, cost 992631995.04, using ogsa_fw
54. Best step size 0.0, 9 iterations, cost 992630983.89, using ogsa_fw
55. Best step size 0.0, 10 iterations, cost 992630333.2, using ogsa_fw
56. Best step size 0.0, 10 iterations, cost 992629741.06, using ogsa_fw
57. Best step size 0.0, 7 iterations, cost 992629569.02, using ogsa_fw
58. Best step size 0.0, 20 iterations, cost 992626187.48, using ogsa_fw
59. Best step size 0.0, 9 iterations, cost 992624333.84, using ogsa_fw
60. Best step size 0.0, 10 iterations, cost 992623057.02, using ogsa_fw
61. Best step size 0.0, 9 iterations, cost 992622390.93, using ogsa_fw
62. Best step size 0.0, 11 iterations, cost 992622054.42, using ogsa_fw
63. Best step size 0.0, 9 iterations, cost 992621783.85, using ogsa_fw
64. Best step size 0.0, 12 iterations, cost 992621400.27, using ogsa_fw
65. Best step size 0.0, 8 iterations, cost 992621036.21, using ogsa_fw
66. Best step size 0.0, 11 iterations, cost 992620903.0, using ogsa_fw
67. Best step size 0.0, 11 iterations, cost 992620747.35, using ogsa_fw
68. Best step size 0.0, 9 iterations, cost 992620597.05, using ogsa_fw
69. Best step size 0.0, 6 iterations, cost 992620552.73, using ogsa_fw
70. Best step size 0.0, 9 iterations, cost 992620465.14, using ogsa_fw
71. Best step size 0.0, 8 iterations, cost 992620412.0, using ogsa_fw
72. Best step size 0.0, 18 iterations, cost 992619745.98, using ogsa_fw
73. Best step size 0.0, 14 iterations, cost 992618223.12, using ogsa_fw
74. Best step size 0.0, 9 iterations, cost 992618086.94, using ogsa_fw
75. Best step size 0.0, 12 iterations, cost 992617772.21, using ogsa_fw
76. Best step size 0.0, 9 iterations, cost 992617603.96, using ogsa_fw
77. Best step size 0.0, 9 iterations, cost 992617337.33, using ogsa_fw
78. Best step size 0.0, 7 iterations, cost 992617256.34, using ogsa_fw
79. Best step size 0.0, 18 iterations, cost 992616502.12, using ogsa_fw
80. Best step size 0.0, 12 iterations, cost 992615769.37, using ogsa_fw
81. Best step size 0.0, 10 iterations, cost 992615311.43, using ogsa_fw
82. Best step size 0.0, 9 iterations, cost 992615083.53, using ogsa_fw
83. Best step size 0.0, 9 iterations, cost 992614845.8, using ogsa_fw
84. Best step size 0.0, 8 iterations, cost 992614763.34, using ogsa_fw
85. Best step size 0.0, 12 iterations, cost 992614630.85, using ogsa_fw
86. Best step size 0.0, 13 iterations, cost 992614391.64, using ogsa_fw
87. Best step size 0.0, 11 iterations, cost 992614275.96, using ogsa_fw
88. Best step size 0.0, 9 iterations, cost 992614195.75, using ogsa_fw
89. Best step size 0.0, 6 iterations, cost 992614160.82, using ogsa_fw
90. Best step size 0.0, 8 iterations, cost 992614144.07, using ogsa_fw
91. Best step size 0.0, 7 iterations, cost 992614123.83, using ogsa_fw
92. Best step size 0.0, 8 iterations, cost 992614105.39, using ogsa_fw
93. Best step size 0.0, 9 iterations, cost 992614070.11, using ogsa_fw
94. Best step size 0.001, 19 iterations, cost 992607320.12, using ogsa_fw
95. Best step size 0.001, 10 iterations, cost 992596074.2, using ogsa_fw
96. Best step size 0.0, 7 iterations, cost 992589589.12, using ogsa_fw
slurmstepd: error: *** JOB 6540920 ON mk00 CANCELLED AT 2020-11-24T12:16:33 ***
