,init_PAR,PAR,init_inconvenient,inconvenient,init_max_demand,max_demand,total_demand,demand_reduction,cost_reduction,pricing_time,rescheduling_time
0,3.41,1.79,0.0,806.79,10050.0,5262.05,141333.0,0.48,0.11,0.013659999999999999,31.894000000000002
