,0,1,2,3,4,5,6,7,8,9,10,11
0,20.3,24.5,31.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3
1,17.8,17.8,17.0,17.0,18.9,22.1,24.5,24.5,31.3,31.3,31.3,31.3
2,16.3,15.8,15.4,20.3,20.3,22.1,31.3,31.3,31.3,31.3,31.3,31.3
3,16.3,15.8,15.8,17.8,22.1,24.5,24.5,27.5,36.3,31.3,31.3,31.3
4,15.8,15.4,17.8,17.8,24.5,24.5,24.5,31.3,31.3,31.3,31.3,31.3
5,15.4,14.8,61.6,50.9,42.7,36.3,36.3,36.3,36.3,31.3,36.3,36.3
6,14.8,17.8,17.8,17.8,22.1,24.5,31.3,31.3,27.5,36.3,36.3,36.3
7,14.6,92.8,61.6,50.9,36.3,36.3,36.3,36.3,31.3,36.3,36.3,36.3
8,15.1,15.8,24.5,22.1,24.5,36.3,31.3,31.3,36.3,36.3,36.3,36.3
9,16.3,17.0,20.3,31.3,27.5,31.3,31.3,31.3,36.3,36.3,36.3,36.3
10,15.4,17.0,20.3,61.6,50.9,42.7,36.3,36.3,36.3,36.3,36.3,36.3
11,17.8,20.3,22.1,24.5,61.6,61.6,50.9,50.9,50.9,42.7,42.7,42.7
12,22.1,24.5,24.5,27.5,50.9,42.7,36.3,36.3,36.3,36.3,36.3,36.3
13,50.9,36.3,36.3,31.3,36.3,31.3,31.3,31.3,31.3,36.3,31.3,31.3
14,115.5,92.8,50.9,42.7,36.3,31.3,36.3,36.3,31.3,36.3,31.3,31.3
15,115.5,92.8,50.9,42.7,36.3,31.3,36.3,31.3,36.3,31.3,36.3,36.3
16,61.6,50.9,36.3,31.3,36.3,36.3,31.3,36.3,36.3,31.3,36.3,36.3
17,61.6,50.9,36.3,36.3,36.3,31.3,36.3,31.3,36.3,36.3,36.3,36.3
18,75.2,50.9,36.3,42.7,36.3,31.3,36.3,36.3,31.3,36.3,36.3,36.3
19,92.8,61.6,42.7,36.3,31.3,36.3,36.3,36.3,31.3,36.3,36.3,36.3
20,75.2,50.9,42.7,36.3,31.3,42.7,36.3,36.3,36.3,36.3,36.3,36.3
21,50.9,42.7,36.3,36.3,31.3,61.6,50.9,50.9,50.9,42.7,42.7,42.7
22,36.3,115.5,61.6,50.9,42.7,36.3,36.3,36.3,36.3,36.3,36.3,36.3
23,50.9,50.9,50.9,42.7,36.3,31.3,31.3,31.3,42.7,42.7,42.7,42.7
24,42.7,36.3,115.5,75.2,61.6,50.9,50.9,50.9,42.7,36.3,36.3,36.3
25,144.6,92.8,61.6,50.9,36.3,36.3,36.3,31.3,42.7,42.7,42.7,42.7
26,92.8,61.6,42.7,36.3,36.3,31.3,50.9,42.7,36.3,36.3,36.3,36.3
27,61.6,50.9,36.3,36.3,36.3,31.3,50.9,50.9,42.7,42.7,42.7,42.7
28,92.8,61.6,42.7,36.3,36.3,36.3,31.3,36.3,36.3,36.3,36.3,36.3
29,92.8,61.6,42.7,36.3,36.3,31.3,31.3,50.9,42.7,42.7,36.3,36.3
30,61.6,50.9,36.3,50.9,42.7,36.3,36.3,36.3,31.3,36.3,36.3,36.3
31,75.2,61.6,42.7,42.7,36.3,31.3,42.7,42.7,36.3,36.3,36.3,36.3
32,92.8,61.6,50.9,36.3,42.7,36.3,36.3,36.3,36.3,31.3,36.3,36.3
33,61.6,50.9,50.9,36.3,42.7,36.3,36.3,36.3,36.3,36.3,36.3,36.3
34,115.5,92.8,61.6,50.9,36.3,36.3,36.3,36.3,31.3,31.3,36.3,36.3
35,115.5,92.8,61.6,50.9,36.3,36.3,36.3,36.3,36.3,31.3,36.3,36.3
36,230.4,144.6,115.5,75.2,61.6,50.9,50.9,50.9,42.7,42.7,36.3,36.3
37,230.4,144.6,92.8,61.6,50.9,50.9,42.7,42.7,36.3,36.3,36.3,36.3
38,144.6,92.8,61.6,50.9,42.7,36.3,36.3,36.3,31.3,31.3,36.3,36.3
39,182.1,115.5,92.8,61.6,50.9,42.7,36.3,36.3,36.3,36.3,36.3,36.3
40,61.6,42.7,36.3,31.3,61.6,50.9,50.9,42.7,42.7,36.3,36.3,36.3
41,42.7,36.3,61.6,50.9,42.7,36.3,36.3,36.3,31.3,36.3,36.3,36.3
42,36.3,36.3,36.3,50.9,36.3,36.3,36.3,36.3,31.3,36.3,36.3,36.3
43,31.3,42.7,31.3,92.8,75.2,61.6,61.6,50.9,50.9,50.9,50.9,50.9
44,50.9,36.3,36.3,36.3,31.3,36.3,36.3,36.3,36.3,31.3,36.3,36.3
45,27.5,31.3,61.6,50.9,36.3,36.3,36.3,36.3,36.3,36.3,36.3,36.3
46,31.3,36.3,31.3,31.3,36.3,36.3,36.3,31.3,42.7,36.3,36.3,36.3
47,22.1,31.3,36.3,36.3,36.3,36.3,36.3,36.3,36.3,36.3,36.3,36.3
