,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
0,17.8,17.8,17.0,17.0,17.0,20.3,20.3,20.3,20.3,20.3,22.1,20.3,24.5,24.5,24.5,24.5,24.5,24.5,24.5,24.5,24.5,24.5,24.5,24.5
1,24.5,22.1,22.1,20.3,20.3,20.3,22.1,36.3,36.3,36.3,36.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3,27.5,27.5,27.5,31.3,31.3,31.3
2,17.8,17.0,17.0,17.0,17.8,20.3,20.3,36.3,36.3,31.3,31.3,31.3,31.3,31.3,31.3,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5
3,17.0,16.3,15.8,31.3,27.5,24.5,24.5,24.5,24.5,22.1,22.1,22.1,22.1,27.5,27.5,27.5,27.5,27.5,24.5,27.5,27.5,24.5,27.5,27.5
4,15.4,15.1,15.4,61.6,50.9,50.9,42.7,36.3,36.3,36.3,36.3,36.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3
5,14.6,14.5,50.9,50.9,36.3,36.3,36.3,31.3,31.3,31.3,31.3,27.5,27.5,24.5,31.3,31.3,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5
6,14.6,14.6,17.8,17.0,31.3,31.3,31.3,27.5,24.5,24.5,24.5,24.5,24.5,22.1,27.5,27.5,24.5,27.5,24.5,27.5,27.5,24.5,27.5,27.5
7,14.6,17.0,17.0,17.0,50.9,50.9,50.9,42.7,36.3,36.3,36.3,36.3,36.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3
8,14.5,61.6,50.9,50.9,36.3,36.3,36.3,31.3,31.3,31.3,31.3,27.5,27.5,27.5,27.5,27.5,24.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5
9,14.8,15.1,15.4,24.5,22.1,20.3,24.5,22.1,22.1,22.1,22.1,22.1,24.5,22.1,24.5,27.5,24.5,31.3,31.3,27.5,27.5,27.5,27.5,27.5
10,17.8,17.8,17.8,17.8,18.9,17.8,36.3,31.3,31.3,31.3,31.3,31.3,27.5,27.5,27.5,27.5,27.5,31.3,27.5,27.5,27.5,27.5,27.5,27.5
11,17.8,17.8,17.0,17.0,31.3,31.3,31.3,27.5,24.5,27.5,27.5,27.5,24.5,24.5,24.5,24.5,31.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3
12,31.3,27.5,24.5,24.5,22.1,22.1,22.1,20.3,20.3,24.5,24.5,22.1,31.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3
13,61.6,50.9,42.7,36.3,31.3,31.3,31.3,27.5,27.5,31.3,27.5,27.5,31.3,31.3,31.3,31.3,31.3,27.5,27.5,27.5,27.5,27.5,27.5,27.5
14,31.3,31.3,27.5,24.5,24.5,22.1,22.1,20.3,20.3,36.3,36.3,36.3,36.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3
15,50.9,42.7,36.3,31.3,31.3,27.5,24.5,24.5,24.5,31.3,31.3,31.3,31.3,31.3,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5
16,24.5,22.1,22.1,20.3,18.9,18.9,18.9,36.3,31.3,31.3,31.3,31.3,31.3,27.5,27.5,27.5,27.5,24.5,24.5,31.3,31.3,31.3,31.3,31.3
17,42.7,36.3,36.3,31.3,27.5,24.5,24.5,24.5,24.5,24.5,24.5,22.1,27.5,27.5,27.5,27.5,24.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5
18,144.6,115.5,115.5,92.8,75.2,61.6,61.6,50.9,50.9,50.9,50.9,50.9,42.7,42.7,42.7,36.3,36.3,36.3,36.3,36.3,36.3,36.3,36.3,36.3
19,61.6,61.6,50.9,42.7,36.3,36.3,31.3,31.3,31.3,27.5,27.5,27.5,24.5,31.3,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5,24.5,24.5
20,50.9,50.9,42.7,36.3,31.3,31.3,31.3,27.5,24.5,24.5,24.5,24.5,24.5,24.5,24.5,31.3,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5
21,61.6,61.6,50.9,50.9,36.3,36.3,36.3,31.3,31.3,31.3,27.5,27.5,27.5,24.5,24.5,31.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3
22,27.5,24.5,24.5,22.1,20.3,20.3,20.3,18.9,31.3,27.5,27.5,27.5,24.5,27.5,27.5,27.5,27.5,27.5,27.5,24.5,27.5,27.5,27.5,27.5
23,42.7,36.3,36.3,31.3,27.5,24.5,24.5,22.1,31.3,27.5,27.5,27.5,24.5,31.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3
24,50.9,50.9,42.7,36.3,31.3,31.3,31.3,27.5,27.5,24.5,24.5,24.5,24.5,31.3,31.3,31.3,31.3,31.3,31.3,27.5,27.5,27.5,31.3,31.3
25,75.2,61.6,61.6,50.9,42.7,36.3,36.3,31.3,31.3,31.3,31.3,31.3,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5,24.5,31.3,31.3
26,50.9,42.7,36.3,36.3,31.3,27.5,27.5,24.5,24.5,24.5,24.5,27.5,27.5,24.5,24.5,24.5,31.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3
27,22.1,20.3,20.3,18.9,17.8,20.3,18.9,22.1,22.1,22.1,22.1,31.3,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5
28,75.2,61.6,50.9,50.9,36.3,36.3,36.3,31.3,31.3,31.3,31.3,31.3,27.5,27.5,24.5,24.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5
29,92.8,75.2,61.6,50.9,50.9,42.7,36.3,36.3,36.3,31.3,31.3,31.3,31.3,31.3,31.3,27.5,31.3,27.5,27.5,27.5,27.5,27.5,27.5,27.5
30,61.6,50.9,50.9,42.7,36.3,31.3,31.3,31.3,31.3,27.5,27.5,27.5,24.5,24.5,24.5,24.5,31.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3
31,75.2,61.6,61.6,50.9,42.7,36.3,36.3,31.3,31.3,31.3,31.3,31.3,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5
32,92.8,75.2,61.6,61.6,50.9,42.7,42.7,36.3,36.3,36.3,36.3,31.3,31.3,31.3,31.3,31.3,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5
33,92.8,75.2,61.6,50.9,50.9,42.7,36.3,36.3,36.3,31.3,31.3,31.3,31.3,31.3,31.3,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5
34,144.6,115.5,115.5,92.8,75.2,61.6,61.6,50.9,50.9,50.9,50.9,50.9,42.7,36.3,36.3,36.3,36.3,36.3,36.3,36.3,36.3,36.3,36.3,36.3
35,92.8,75.2,61.6,50.9,50.9,42.7,36.3,36.3,36.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5
36,42.7,36.3,36.3,31.3,27.5,24.5,24.5,24.5,24.5,24.5,24.5,24.5,22.1,31.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3
37,22.1,22.1,20.3,20.3,17.8,18.9,18.9,31.3,31.3,31.3,31.3,31.3,31.3,27.5,27.5,27.5,27.5,27.5,27.5,24.5,31.3,31.3,31.3,31.3
38,42.7,36.3,36.3,31.3,27.5,24.5,24.5,24.5,24.5,24.5,24.5,24.5,31.3,31.3,31.3,31.3,27.5,27.5,27.5,27.5,31.3,31.3,31.3,31.3
39,42.7,36.3,36.3,31.3,27.5,24.5,24.5,24.5,22.1,22.1,24.5,24.5,31.3,31.3,31.3,31.3,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5
40,50.9,50.9,42.7,36.3,31.3,31.3,31.3,24.5,24.5,24.5,24.5,24.5,27.5,27.5,27.5,27.5,24.5,27.5,27.5,24.5,27.5,27.5,27.5,27.5
41,144.6,115.5,115.5,92.8,61.6,61.6,61.6,50.9,50.9,50.9,50.9,42.7,42.7,36.3,36.3,36.3,36.3,36.3,36.3,36.3,36.3,36.3,36.3,36.3
42,230.4,230.4,182.1,144.6,115.5,115.5,92.8,92.8,92.8,75.2,75.2,61.6,61.6,61.6,61.6,61.6,50.9,50.9,50.9,50.9,50.9,50.9,50.9,50.9
43,24.5,24.5,22.1,22.1,20.3,20.3,20.3,18.9,20.3,22.1,22.1,24.5,22.1,24.5,24.5,24.5,24.5,24.5,24.5,27.5,24.5,27.5,27.5,27.5
44,20.3,20.3,18.9,17.8,17.8,50.9,50.9,42.7,42.7,36.3,36.3,36.3,36.3,36.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3
45,22.1,20.3,20.3,18.9,18.9,31.3,31.3,31.3,27.5,27.5,27.5,24.5,24.5,24.5,24.5,24.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5
46,22.1,22.1,20.3,20.3,20.3,20.3,20.3,22.1,22.1,20.3,31.3,31.3,27.5,27.5,27.5,27.5,27.5,27.5,31.3,31.3,31.3,31.3,31.3,31.3
47,15.8,15.4,15.4,16.3,24.5,24.5,22.1,24.5,24.5,24.5,24.5,24.5,24.5,24.5,24.5,24.5,24.5,22.1,24.5,24.5,24.5,24.5,24.5,24.5
