,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
0,1191.674,1176.383964380709,1162.4464314111056,1143.0736653821111,1139.2914472258876,1231.176165410439,1235.9307209584258,1250.8148699091885,1245.9101536379198,1244.7693121489322,1253.1535144179527,1250.5932708259734,1302.040648903655,1294.2486696962146,1291.6627159804918,1290.711924182247,1289.0563789645169,1288.4006455855524,1287.1693889399667,1286.4340195510267,1286.9832645314755,1303.9031812669439,1303.010564085677,1303.010564085677
1,1291.673,1274.9818526762579,1259.7661899991288,1241.0453827491422,1245.2708008884524,1251.253878828387,1266.7166629250241,1387.5332972746587,1381.9917952689098,1373.7209178263502,1369.6219767479438,1365.5173381940483,1355.987833477897,1347.8723688206067,1345.1780399213344,1342.4899625525318,1335.7926707247043,1334.4569890539797,1333.1303200649259,1332.481113744861,1331.263176631116,1349.090864454485,1347.8165455900305,1347.8165455900305
2,1173.755,1158.5902717811296,1144.767339452856,1167.95636665215,1190.0404064786478,1227.084082008391,1242.6249836976297,1375.6477750870488,1370.1535521922556,1361.9533592905377,1357.8912979833685,1353.8318202747992,1344.388391611448,1337.2343213139884,1334.5612278866818,1331.8935399421362,1325.253106397022,1323.928041290625,1322.6124332493343,1323.153470816085,1321.859896345269,1325.4202484489238,1325.2597212004748,1325.2597212004748
3,1143.505,1128.729413480241,1117.0473710322626,1348.9101708616097,1323.718479957663,1309.2412944496634,1304.8206580958151,1292.529195226673,1287.3695883088767,1279.6683124419696,1275.9452690313246,1277.6554379146646,1277.1717598192272,1330.5350612859052,1327.8754916133946,1325.2220959916594,1318.6151875490089,1317.2967283614596,1316.0125686330982,1318.4470410644649,1317.1306270234004,1316.271116396377,1318.1636062799805,1318.1636062799805
4,1061.591,1047.8809205135215,1065.497404769653,1460.724001972644,1433.2750345183097,1417.5876032474453,1410.5138269384508,1390.8944920109984,1385.3394215958872,1377.0482811120992,1372.933610683677,1368.8189842225433,1359.2660114821847,1355.9386874329593,1353.367850119781,1350.6626237093915,1343.9229384474772,1342.5790355090298,1341.2526354735207,1339.9299058380473,1338.5900859322091,1337.267875846277,1336.3211329704307,1336.3211329704307
5,980.239,971.1134113536784,1445.1818856797856,1420.8093590666072,1394.1543127082186,1378.895184576404,1372.0145187533792,1352.9307959536643,1347.527304764375,1339.4625902558985,1335.4690726663969,1331.4668263641984,1322.1752544801536,1314.2700470402492,1336.9112706712158,1334.238863002144,1327.581257220564,1326.2541199633438,1324.9418748433804,1324.834161968537,1323.5103908065685,1322.188773415762,1324.0778446423462,1324.0778446423462
6,975.24,996.1494205988853,1180.9914525781771,1161.0763181597492,1361.677391448258,1346.7738161289412,1340.053486155622,1321.4147104223607,1316.1373102809323,1308.2619976818846,1304.354043249877,1300.445525245114,1291.371575730869,1283.6610111882248,1326.3271354318597,1323.6762372731312,1317.07412352509,1317.788283401565,1316.4816931181633,1319.3874404250453,1318.0690709846203,1316.7533879136356,1324.274646525722,1324.274646525722
7,983.695,1165.2625803074231,1157.002076600803,1137.4945677813366,1445.4289608577328,1429.6194480263614,1422.4856326916617,1402.699763662848,1397.0973751973822,1388.7357733510064,1384.6318996419466,1380.4821834270967,1370.8477709374754,1362.6432375870738,1361.2447447081374,1358.5237463984656,1351.7448590058107,1350.5125601468048,1349.189480586658,1347.8403541060713,1346.4925457519653,1345.1460892062134,1344.105596117007,1344.105596117007
8,943.452,1463.4495282433907,1445.984400337687,1421.598339573513,1395.127187021693,1379.8901476078436,1373.0044819792772,1353.9070589685111,1348.4997085208768,1340.4290185459643,1336.504841285014,1332.502856415353,1332.0390307536597,1324.0700782049028,1321.8345883525712,1319.2646807724545,1312.6823102808971,1327.8813919706163,1326.6059465786457,1325.279403632067,1323.9562372284347,1322.7060649912064,1321.6992639262153,1321.6992639262153
9,1021.362,1047.438150847186,1056.813838969765,1284.79851396397,1263.2512998615177,1249.5185954804197,1296.6502598637999,1278.618728338648,1273.5155865201382,1265.8982086740873,1262.332535099944,1272.488569685982,1287.6166429359114,1279.9301377713834,1317.0707698899785,1320.3064996759683,1313.7390751680193,1335.4561400928515,1334.1582649527586,1332.8241436878059,1331.4948865441181,1330.305049657574,1329.2909236079165,1329.2909236079165
10,1190.145,1190.3584632306438,1187.3641978310031,1189.9276254938256,1213.9285132372177,1200.9323942126803,1377.9591694605795,1358.7927186281754,1353.3657629742302,1345.2658538058463,1341.2942944528122,1337.277224318974,1328.301925564133,1320.3638443780198,1323.1790183981082,1321.1532157693302,1333.0658555736852,1334.2064027181113,1332.9062393153933,1331.5737520760779,1330.2470493240019,1329.0381142746778,1328.0261101604033,1328.0261101604033
11,1187.769,1177.0913156679424,1167.643276739225,1166.8503961181902,1362.1014417545218,1347.27340941115,1340.7993334706,1322.150183476291,1316.8920764788027,1327.674819696502,1323.7918188282429,1319.8286721618438,1313.0125441189705,1305.203478306611,1306.512836343476,1309.2889739076254,1364.5601860161855,1363.262637830169,1361.948335192339,1360.5864368571467,1359.2258944202895,1357.8667205258691,1356.5088978053434,1356.5088978053434
12,1341.943,1324.9788693995854,1309.6258675248037,1288.4852711734059,1275.2555585225286,1261.3511654573224,1255.224834550636,1237.7751236862882,1236.7333032251615,1290.863791226322,1287.094586571358,1283.248842121206,1365.5135827810507,1357.3409926084285,1354.627679958204,1351.9197912199677,1345.1739274898002,1343.8287965623103,1342.547640765748,1341.2051261249821,1339.8639889988574,1338.5241930098584,1337.1857368168487,1337.1857368168487
13,1451.077,1432.3257690336332,1415.2320789021846,1391.3646461252767,1365.598971274868,1350.6531741091196,1343.9382814603707,1325.3143220458855,1323.8307839202403,1333.9490300750335,1330.0220266075876,1326.0403278822835,1355.001478233588,1346.8920545876065,1344.199675341486,1341.5126781614783,1334.818661199322,1333.4839045381227,1332.2036206335847,1330.8718990129512,1329.5438871139384,1328.2208352268244,1326.8946663915976,1326.8946663915976
