,init_PAR,PAR,init_max_demand,max_demand,total_demand,demand_reduction,cost_reduction,inconvenient,pricing_time,rescheduling_time
0,1.74,1.11,22175.0,14199.73,613008.0,0.36,0.14,14484.56,0.009749438202247189,106.27876404494381
