,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0,1148.464,1128.2246599943012,1114.2372597369445,1104.7942099794734,1222.830950201642,1228.321595446283,1209.7771196599138,1289.3748314972709,1276.720093954883,1277.8633612483247,1275.3866055722522,1384.8641475783245,1376.6388918345317,1371.1422281370053,1368.4170149689596,1362.956184983513,1360.2390818447307,1358.932482762886,1349.4586661888836,1349.4586661888836
1,1181.155,1160.2589313549818,1145.4918356637063,1133.593957817535,1139.5786389130835,1246.444774822838,1227.654179896063,1326.8928475602213,1313.8522195494954,1308.8539383440814,1305.4434113308844,1367.4144403565572,1359.2509303116658,1353.8796622100144,1351.2070078812565,1345.8779161520208,1343.201667113633,1341.8610414465193,1332.5142505384035,1332.5142505384035
2,1218.435,1196.7059458446156,1181.274243911542,1170.8053646368753,1155.5992608818249,1414.382920808954,1391.9272284205424,1372.7049005937797,1359.154121941447,1353.763749753298,1349.7542217064406,1340.436566409624,1337.3524762363575,1332.038232343378,1329.3923494819235,1324.1164405455843,1321.6348890609336,1320.3396471718727,1326.3049717120773,1326.3049717120773
3,1128.661,1108.7560215097758,1099.699683112348,1121.4853062464892,1311.9510989767612,1303.8993966002758,1283.2054363619886,1265.3875085967404,1280.4541791313534,1275.5136154391591,1279.7420193685664,1271.6630255465693,1341.7838666691619,1336.4375653406967,1333.7793619765805,1328.4693002621423,1325.8192933279183,1324.5062080345904,1325.8470633606723,1325.8470633606723
4,1135.155,1114.939202557634,1101.2395358155886,1116.475565569067,1456.3269801403283,1443.2729166435656,1420.352673269719,1400.5961956843348,1386.6587273763273,1381.1216210511539,1376.983456113095,1367.3759528792136,1359.2022053826897,1353.780823414228,1351.095207247223,1345.7072351147658,1343.0186795947716,1341.6856859151767,1332.3313381162175,1332.3313381162175
5,1016.337,1188.390193756149,1173.101254027335,1159.179494639212,1201.399041899249,1192.7717831011048,1396.797840763625,1377.3695338507093,1363.6809103056125,1358.2356094257395,1354.168365554186,1344.7243887205839,1336.683948950687,1331.3503042922616,1328.7168770559815,1323.4195861091025,1320.9003152024704,1320.068740887268,1322.0728838024577,1322.0728838024577
6,965.759,1477.2877108691566,1458.1978163862377,1440.7955664443514,1419.3391634867935,1406.6187774046282,1384.306481756958,1365.0816187223027,1351.6068800809921,1346.2167604810868,1342.1860376110062,1332.8300826551097,1324.8615307920606,1319.6229810449747,1317.0505099618658,1311.8931544052712,1309.3667159476151,1312.8732252316674,1315.0268072078838,1315.0268072078838
7,1042.924,1105.1979889014974,1091.8346920063793,1233.206851302449,1214.8915377831663,1204.0954682310357,1187.910388445623,1380.8923974553752,1367.3040531897573,1361.8455275919637,1357.7656875704631,1348.2966607330086,1340.2369296156999,1334.8871612403543,1332.2282310480348,1326.9127380110867,1324.3170570248028,1323.463572967778,1323.5940676088583,1323.5940676088583
8,991.624,1106.088549782593,1094.1739501207699,1448.4838857775223,1426.9087315069498,1414.1192451745026,1391.6616100862634,1372.3590003143902,1358.741531321852,1353.3220252334672,1349.2696242616908,1339.8925047775247,1331.9011115518015,1326.58444874895,1323.982555448901,1320.2408185120207,1317.6429744468153,1316.4543314723685,1316.3990263811895,1316.3990263811895
9,1081.097,1069.7847715454516,1163.7683873950505,1224.6521163447317,1237.6084483042202,1233.9035167077366,1349.1720109542562,1330.419369156296,1317.1991655022423,1312.0281358517284,1308.1348962805357,1312.9559655049893,1305.4230938728942,1313.6877302069404,1311.8761709792566,1317.0741108848074,1314.4761762801486,1313.2047761038684,1313.4554584631926,1313.4554584631926
