,0,1
0,14.0,14.0
1,14.0,14.0
2,14.0,14.0
3,14.8,14.5
4,14.0,14.3
5,14.0,14.2
6,14.0,14.0
7,14.0,14.3
8,15.4,14.8
9,14.0,14.5
10,17.0,14.1
11,14.0,14.3
12,14.0,15.4
13,15.8,17.0
14,27.5,22.1
15,14.8,14.5
16,17.8,14.2
17,14.0,16.3
18,14.0,17.8
19,22.1,14.6
20,20.3,17.0
21,15.8,17.0
22,14.8,18.9
23,15.4,14.5
24,17.0,15.4
25,14.6,15.1
26,14.0,14.6
27,15.8,15.8
28,15.4,17.0
29,16.3,15.4
30,15.8,17.0
31,20.3,15.8
32,61.6,17.0
33,36.3,17.8
34,20.3,15.4
35,31.3,15.8
36,36.3,22.1
37,15.8,22.1
38,17.0,14.8
39,14.0,24.5
40,36.3,15.8
41,17.8,15.4
42,17.0,20.3
43,14.3,14.4
44,14.3,15.1
45,15.8,144.6
46,27.5,22.1
47,230.4,22.1
