,PAR,demand_reduction,cost_reduction,inconvenient,total_demand,max_demand,cost,run_time,objective
0,1.9,0.0,0.0,0.0,1594670.0,63239.0,24953144.0,0.0,24953144.0
1,1.67,0.12,0.08,3744.62,1594221.13,55493.89,22873938.86,0.0374,22877683.48
2,1.56,0.18,0.09,5415.8,1593809.38,51662.68,22587767.19,0.0228,22593182.990000002
3,1.49,0.22,0.1,6326.78,1593018.51,49405.61,22485277.61,0.0176,22491604.39
4,1.42,0.26,0.1,7236.44,1591968.55,46936.78,22414124.98,0.0181,22421361.42
5,1.35,0.29,0.1,7972.92,1590917.4,44788.06,22365110.32,0.0184,22373083.240000002
6,1.32,0.31,0.1,8439.01,1590099.06,43639.83,22335148.25,0.0092,22343587.26
7,1.29,0.32,0.11,8692.67,1589493.92,42723.05,22318974.49,0.0108,22327667.16
8,1.3,0.32,0.11,9075.63,1588702.47,42908.19,22297582.17,0.0099,22306657.8
9,1.3,0.32,0.11,9396.49,1587957.64,43067.59,22279679.57,0.0105,22289076.06
10,1.26,0.34,0.11,9635.58,1587260.08,41620.99,22260760.71,0.0156,22270396.29
11,1.21,0.37,0.11,9771.54,1586353.83,40058.35,22244354.97,0.0175,22254126.509999998
12,1.22,0.36,0.11,9853.93,1585635.93,40351.64,22230968.79,0.0151,22240822.72
13,1.21,0.37,0.11,9911.46,1585291.89,39826.19,22222963.78,0.0088,22232875.240000002
14,1.17,0.39,0.11,9946.05,1585015.38,38607.29,22217122.03,0.0146,22227068.080000002
15,1.19,0.38,0.11,9900.81,1584491.16,39364.09,22209711.58,0.0156,22219612.389999997
16,1.2,0.38,0.11,9904.52,1583894.56,39457.2,22200789.75,0.0122,22210694.27
17,1.17,0.39,0.11,9882.49,1583465.33,38513.35,22194100.71,0.0137,22203983.2
18,1.19,0.38,0.11,9883.44,1582867.08,39281.24,22185760.94,0.0129,22195644.380000003
19,1.21,0.37,0.11,9923.99,1582543.8,39781.16,22179705.39,0.0125,22189629.38
20,1.17,0.39,0.11,9870.06,1582272.37,38677.84,22175277.74,0.0083,22185147.799999997
21,1.16,0.4,0.11,9858.65,1582081.02,38188.68,22171974.14,0.0091,22181832.79
22,1.17,0.39,0.11,9835.88,1581578.93,38393.82,22165543.72,0.0121,22175379.599999998
23,1.16,0.39,0.11,9846.0,1581497.04,38286.51,22163535.62,0.0079,22173381.62
24,1.19,0.38,0.11,9737.69,1581197.73,39360.92,22158536.29,0.0115,22168273.98
25,1.16,0.39,0.11,9704.72,1580937.39,38355.34,22154018.29,0.0128,22163723.009999998
26,1.17,0.39,0.11,9651.47,1580610.06,38486.02,22149345.18,0.0124,22158996.65
27,1.16,0.39,0.11,9610.63,1580495.94,38279.59,22147409.74,0.0078,22157020.369999997
28,1.18,0.38,0.11,9463.87,1579971.8,38897.01,22141226.75,0.0127,22150690.62
29,1.16,0.39,0.11,9438.32,1579856.67,38276.32,22138690.24,0.0086,22148128.56
30,1.19,0.38,0.11,9395.56,1579679.02,39047.19,22135408.83,0.0091,22144804.389999997
31,1.16,0.39,0.11,9371.93,1579531.63,38329.75,22132814.06,0.01,22142185.99
32,1.19,0.38,0.11,9315.74,1579254.03,39080.25,22129021.39,0.0118,22138337.13
33,1.17,0.39,0.11,9324.18,1579209.01,38650.77,22127516.03,0.0041,22136840.21
34,1.16,0.4,0.11,9310.57,1579102.85,38197.53,22125993.97,0.0042,22135304.54
35,1.17,0.39,0.11,9259.84,1578933.82,38551.47,22123425.95,0.0076,22132685.79
36,1.15,0.4,0.11,9198.47,1578791.53,37707.33,22121012.25,0.0091,22130210.72
37,1.15,0.4,0.11,9185.82,1578617.95,37831.16,22118432.27,0.006,22127618.09
38,1.16,0.4,0.11,9171.06,1578397.71,37988.27,22115348.61,0.0095,22124519.669999998
39,1.15,0.4,0.11,9146.98,1578375.27,37869.72,22114533.94,0.0068,22123680.92
40,1.15,0.4,0.11,9113.74,1578325.02,37820.61,22113650.39,0.0048,22122764.13
41,1.17,0.39,0.11,9118.41,1578048.75,38571.16,22110187.01,0.0104,22119305.42
42,1.15,0.4,0.11,9071.86,1577908.73,37923.89,22108026.77,0.0093,22117098.63
43,1.15,0.4,0.11,9025.25,1577815.79,37823.86,22106088.66,0.0068,22115113.91
44,1.15,0.4,0.11,8963.78,1577709.62,37663.4,22104238.93,0.0065,22113202.71
45,1.14,0.41,0.11,8934.98,1577600.46,37563.79,22102140.33,0.0065,22111075.31
46,1.14,0.41,0.11,8891.65,1577476.42,37577.38,22100076.85,0.0069,22108968.5
47,1.14,0.41,0.11,8849.83,1577421.83,37517.24,22099164.83,0.0037,22108014.659999996
48,1.14,0.41,0.11,8815.79,1577347.3,37399.99,22097870.3,0.0061,22106686.09
49,1.14,0.41,0.11,8785.26,1577111.65,37604.52,22095190.11,0.0072,22103975.37
50,1.14,0.41,0.11,8772.73,1577043.94,37523.27,22093896.5,0.007,22102669.23
51,1.14,0.41,0.11,8763.2,1577019.69,37504.34,22093308.07,0.0025,22102071.27
52,1.14,0.41,0.11,8746.96,1576994.52,37484.69,22092743.59,0.0034,22101490.55
53,1.14,0.41,0.11,8736.81,1576991.52,37449.61,22092469.82,0.0032,22101206.63
54,1.14,0.41,0.11,8699.74,1576912.67,37460.33,22091558.6,0.0045,22100258.34
55,1.14,0.41,0.11,8669.75,1576848.54,37347.97,22090384.71,0.0092,22099054.46
56,1.14,0.41,0.11,8633.46,1576793.32,37306.82,22089403.75,0.0093,22098037.21
57,1.14,0.41,0.11,8588.59,1576578.23,37503.72,22086935.08,0.0081,22095523.669999998
58,1.14,0.41,0.11,8548.01,1576500.4,37354.53,22085227.79,0.006,22093775.8
59,1.14,0.41,0.12,8458.02,1576249.86,37591.86,22082152.87,0.0072,22090610.89
60,1.14,0.41,0.12,8440.54,1576211.24,37509.9,22081410.17,0.0065,22089850.71
61,1.14,0.41,0.12,8437.62,1576216.6,37442.84,22080958.13,0.0042,22089395.75
62,1.14,0.41,0.12,8386.83,1576101.38,37460.64,22079252.67,0.0066,22087639.5
63,1.14,0.41,0.12,8361.47,1576067.02,37385.83,22078616.16,0.0093,22086977.63
64,1.14,0.41,0.12,8320.14,1575938.89,37512.16,22077054.06,0.0081,22085374.2
65,1.14,0.41,0.12,8286.59,1575877.2,37369.98,22075873.76,0.0057,22084160.35
66,1.14,0.41,0.12,8245.25,1575707.47,37541.35,22073616.41,0.0061,22081861.66
67,1.14,0.41,0.12,8236.12,1575691.03,37482.45,22073117.33,0.006,22081353.45
68,1.14,0.41,0.12,8173.29,1575644.99,37402.37,22072440.28,0.0087,22080613.57
69,1.14,0.41,0.12,8147.83,1575603.21,37297.87,22071443.81,0.0074,22079591.639999997
70,1.15,0.41,0.12,8092.72,1575399.83,37613.17,22068993.32,0.0115,22077086.04
71,1.14,0.41,0.12,8066.56,1575370.28,37530.06,22068226.01,0.0059,22076292.57
72,1.14,0.41,0.12,8047.05,1575303.82,37540.88,22067251.83,0.0062,22075298.88
73,1.14,0.41,0.12,8013.28,1575274.24,37455.37,22066605.65,0.0077,22074618.93
74,1.14,0.41,0.12,7952.67,1575146.67,37478.4,22064914.49,0.0114,22072867.16
75,1.14,0.41,0.12,7937.05,1575146.75,37419.39,22064416.14,0.0051,22072353.19
76,1.14,0.41,0.12,7932.14,1575150.77,37380.57,22064280.55,0.0036,22072212.69
77,1.14,0.41,0.12,7890.68,1575061.94,37479.07,22063330.57,0.0046,22071221.25
78,1.14,0.41,0.12,7862.65,1575022.39,37353.82,22062341.1,0.0114,22070203.75
79,1.14,0.41,0.12,7852.22,1574937.46,37449.97,22061224.47,0.0048,22069076.689999998
80,1.14,0.41,0.12,7846.59,1574942.77,37406.61,22061072.13,0.0018,22068918.72
81,1.14,0.41,0.12,7808.8,1574920.82,37356.13,22060787.34,0.006,22068596.14
82,1.14,0.41,0.12,7771.43,1574816.09,37476.35,22059567.57,0.0091,22067339.0
83,1.14,0.41,0.12,7771.56,1574802.7,37397.55,22058888.42,0.0049,22066659.98
84,1.15,0.41,0.12,7697.44,1574633.5,37594.04,22057154.05,0.011,22064851.490000002
85,1.14,0.41,0.12,7696.21,1574641.22,37552.58,22056905.8,0.0037,22064602.01
86,1.14,0.41,0.12,7680.8,1574626.8,37512.98,22056519.98,0.0034,22064200.78
87,1.14,0.41,0.12,7656.62,1574610.77,37468.98,22056120.0,0.0047,22063776.62
88,1.14,0.41,0.12,7629.04,1574595.59,37427.31,22055776.19,0.0068,22063405.23
89,1.14,0.41,0.12,7622.92,1574584.9,37405.11,22055483.07,0.0043,22063105.990000002
90,1.14,0.41,0.12,7594.85,1574570.67,37348.84,22055232.03,0.0031,22062826.880000003
91,1.14,0.41,0.12,7540.1,1574504.75,37383.72,22054433.67,0.0064,22061973.770000003
92,1.14,0.41,0.12,7487.09,1574367.95,37549.87,22052800.27,0.0088,22060287.36
93,1.14,0.41,0.12,7472.47,1574361.78,37510.09,22052469.24,0.0021,22059941.709999997
94,1.14,0.41,0.12,7425.47,1574342.18,37447.43,22052048.71,0.0039,22059474.18
95,1.14,0.41,0.12,7403.72,1574301.55,37456.48,22051530.6,0.0065,22058934.32
96,1.14,0.41,0.12,7401.05,1574311.8,37399.99,22051313.7,0.0026,22058714.75
97,1.14,0.41,0.12,7359.24,1574238.31,37439.9,22050492.32,0.006,22057851.56
98,1.14,0.41,0.12,7354.09,1574229.85,37411.01,22050228.81,0.0038,22057582.9
99,1.14,0.41,0.12,7340.47,1574222.63,37386.32,22050009.35,0.0027,22057349.82
100,1.14,0.41,0.12,7317.4,1574187.67,37406.14,22049552.16,0.0058,22056869.56
101,1.14,0.41,0.12,7311.41,1574151.63,37414.84,22048976.99,0.0058,22056288.4
102,1.14,0.41,0.12,7307.96,1574155.66,37394.29,22048921.12,0.0017,22056229.080000002
103,1.14,0.41,0.12,7290.93,1574148.37,37368.17,22048740.39,0.0044,22056031.32
104,1.14,0.41,0.12,7255.7,1574111.85,37389.47,22048274.15,0.0058,22055529.849999998
105,1.14,0.41,0.12,7249.09,1574069.51,37413.46,22047677.73,0.0069,22054926.82
106,1.14,0.41,0.12,7239.57,1574065.29,37397.29,22047571.67,0.0033,22054811.240000002
107,1.14,0.41,0.12,7215.74,1574030.91,37417.52,22047083.44,0.007,22054299.18
108,1.14,0.41,0.12,7204.39,1574025.7,37396.94,22046925.83,0.0025,22054130.22
109,1.15,0.41,0.12,7134.81,1573869.48,37600.86,22045399.19,0.0095,22052534.0
110,1.15,0.41,0.12,7133.5,1573874.48,37577.98,22045326.88,0.0018,22052460.38
111,1.14,0.41,0.12,7111.84,1573860.22,37483.57,22044745.09,0.0058,22051856.93
112,1.14,0.41,0.12,7085.46,1573850.38,37438.04,22044481.69,0.0052,22051567.150000002
113,1.14,0.41,0.12,7082.79,1573854.58,37419.25,22044443.62,0.0017,22051526.41
114,1.14,0.41,0.12,7082.79,1573854.58,37419.25,22044443.62,0.001,22051526.41
