,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0,24.5,22.1,22.1,24.5,24.5,24.5,27.5,27.5,31.3,27.5,31.3,31.3,31.3,31.3,31.3,31.3
1,22.1,20.3,18.9,17.8,20.3,20.3,24.5,24.5,31.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3
2,20.3,17.8,17.0,17.0,20.3,24.5,24.5,27.5,31.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3
3,15.8,15.8,15.8,42.7,36.3,36.3,36.3,36.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3
4,15.4,17.8,17.0,24.5,24.5,24.5,27.5,27.5,36.3,36.3,36.3,31.3,31.3,31.3,31.3,31.3
5,15.8,15.8,20.3,20.3,24.5,24.5,31.3,31.3,36.3,36.3,36.3,31.3,31.3,31.3,31.3,31.3
6,15.8,15.4,75.2,50.9,50.9,42.7,36.3,36.3,36.3,36.3,36.3,31.3,31.3,31.3,31.3,31.3
7,15.4,75.2,50.9,36.3,36.3,36.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3
8,15.8,20.3,17.8,50.9,36.3,36.3,36.3,36.3,31.3,31.3,31.3,31.3,36.3,31.3,31.3,31.3
9,15.8,17.0,24.5,36.3,31.3,31.3,31.3,31.3,31.3,27.5,31.3,31.3,31.3,31.3,31.3,31.3
10,15.8,18.9,24.5,24.5,31.3,31.3,27.5,42.7,36.3,36.3,36.3,36.3,31.3,31.3,31.3,31.3
11,20.3,20.3,24.5,24.5,36.3,31.3,31.3,36.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3
12,22.1,22.1,24.5,42.7,36.3,36.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3
13,42.7,36.3,31.3,27.5,24.5,50.9,50.9,42.7,36.3,36.3,36.3,36.3,36.3,36.3,36.3,36.3
14,36.3,31.3,27.5,27.5,27.5,31.3,36.3,31.3,36.3,36.3,31.3,36.3,31.3,31.3,31.3,31.3
15,36.3,31.3,31.3,27.5,27.5,31.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3
16,92.8,61.6,50.9,36.3,31.3,31.3,31.3,31.3,36.3,31.3,31.3,36.3,31.3,36.3,36.3,36.3
17,115.5,92.8,61.6,42.7,36.3,36.3,31.3,31.3,31.3,31.3,31.3,36.3,36.3,31.3,31.3,31.3
18,144.6,92.8,61.6,50.9,42.7,36.3,36.3,36.3,31.3,36.3,36.3,31.3,36.3,36.3,36.3,36.3
19,61.6,50.9,36.3,36.3,31.3,31.3,31.3,31.3,27.5,36.3,36.3,31.3,31.3,36.3,36.3,36.3
