,PAR,demand_reduction,cost_reduction,inconvenient,total_demand,max_demand,cost,run_time
0,1.21,0.0,0.0,0.0,81603799.0,2052353.0,1450614718.3,0.0
1,1.18,0.02,0.04,0.0,81603799.0,2013705.25,1395955920.92,0.0165
2,1.16,0.04,0.07,0.0,81603799.0,1975787.25,1351761534.39,0.0174
3,1.14,0.05,0.09,0.0,81603799.0,1946357.0,1324695729.56,0.0137
4,1.13,0.06,0.1,0.0,81603799.0,1922604.66,1307645019.97,0.0123
5,1.12,0.07,0.11,0.0,81603799.0,1905370.27,1296672245.1,0.0087
6,1.11,0.08,0.11,0.0,81603799.0,1893966.59,1291505833.17,0.0061
7,1.11,0.08,0.11,0.0,81603799.0,1878874.96,1285691925.56,0.0079
8,1.1,0.09,0.12,0.0,81603799.0,1865762.23,1281684227.81,0.007
9,1.09,0.1,0.12,0.0,81603799.0,1854595.6,1279158491.34,0.0062
10,1.09,0.1,0.12,0.0,81603799.0,1849037.38,1278104427.18,0.0036
11,1.08,0.1,0.12,0.0,81603799.0,1843495.81,1276980438.88,0.0037
12,1.08,0.1,0.12,0.0,81603799.0,1837970.85,1275889277.71,0.0037
13,1.08,0.11,0.12,0.0,81603799.0,1831304.65,1274436849.4,0.0046
14,1.07,0.11,0.12,0.0,81603799.0,1825816.23,1273694337.38,0.0036
15,1.07,0.11,0.12,0.0,81603799.0,1820344.25,1272950618.18,0.0037
16,1.07,0.11,0.12,0.0,81603799.0,1818523.91,1272684188.81,0.0019
17,1.07,0.11,0.12,0.0,81603799.0,1816705.39,1272479031.75,0.0019
18,1.07,0.12,0.12,0.0,81603799.0,1814888.68,1272303931.06,0.002
19,1.07,0.12,0.12,0.0,81603799.0,1812393.44,1272143839.65,0.0028
20,1.06,0.12,0.12,0.0,81603799.0,1810581.05,1271956915.52,0.002
21,1.06,0.12,0.12,0.0,81603799.0,1810581.05,1271956915.52,0.0011
