,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0
1,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.1,14.2,14.2,14.2,14.3,14.3,14.3,14.3,14.3,14.3,14.4,14.4,14.4,14.5,14.5,14.5,14.5,14.5,14.5,14.5,14.5,14.5,14.5,14.5,14.5
2,14.0,14.0,14.0,14.0,14.0,14.2,14.4,14.5,14.6,14.6,14.6,14.8,14.8,14.8,14.8,14.8,14.8,14.8,14.8,14.8,14.8,14.8,14.8,14.8,14.8,14.8,14.8,14.8,14.8,14.8,14.8,15.1,14.8,14.8,14.8,14.8,14.8,14.8,14.8,14.8
3,14.8,14.6,14.3,14.2,14.3,14.5,14.5,14.6,14.6,14.6,14.8,14.8,14.8,14.8,14.8,15.1,14.8,14.8,14.8,15.1,14.8,14.8,15.1,14.8,14.8,15.1,14.8,14.8,15.1,14.8,14.8,15.1,15.1,14.8,14.8,14.8,14.8,14.8,15.1,15.1
4,14.0,14.0,14.0,14.1,14.4,14.6,14.5,14.8,14.6,14.8,14.8,14.8,14.8,14.8,15.1,15.1,15.1,14.8,14.8,15.1,14.8,15.1,14.8,15.1,15.1,14.8,14.8,15.1,14.8,15.1,15.1,15.1,14.8,15.1,15.1,14.8,14.8,14.8,14.8,14.8
5,14.0,14.0,14.0,14.3,14.5,14.6,14.6,14.6,14.8,14.8,14.8,14.8,14.8,15.1,15.1,14.8,15.1,14.8,15.1,15.1,15.1,14.8,15.1,15.1,14.8,15.1,15.1,14.8,15.1,15.1,15.1,15.1,15.1,15.1,14.8,14.8,15.1,15.1,14.8,14.8
6,14.0,14.0,14.2,14.6,14.6,14.5,14.8,14.6,14.8,14.8,14.8,14.8,15.4,15.1,15.1,15.1,14.8,15.1,15.1,15.1,14.8,15.1,15.1,15.1,15.1,14.8,15.1,15.1,15.1,15.1,15.1,14.8,15.1,15.1,15.1,15.1,14.8,15.1,15.1,15.1
7,14.0,14.0,14.5,14.6,14.5,14.8,14.8,14.6,14.8,14.8,14.8,15.4,15.1,15.1,15.1,14.8,15.4,15.1,15.1,15.1,15.1,15.1,15.1,14.8,15.4,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,14.8,15.1,15.1,14.8,15.1,15.1
8,15.4,14.6,14.3,15.1,14.8,14.6,15.1,14.8,14.8,14.8,15.4,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,14.8,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,14.8,15.1,15.1,15.1,15.1,15.1
9,14.0,14.0,15.8,15.1,14.6,14.8,14.6,14.8,14.8,15.4,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,14.8,15.4,15.4,15.4,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,14.8,15.1,15.1,15.1,15.1,15.1,15.1
10,17.0,15.8,14.8,14.5,15.4,14.8,14.8,14.6,15.4,15.1,15.1,15.1,15.4,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1
11,14.0,14.2,15.4,14.8,14.6,14.8,14.6,15.1,15.4,15.1,15.1,15.1,15.4,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.4,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1
12,14.0,14.2,16.3,15.4,14.8,14.8,14.6,15.8,15.4,15.4,15.1,15.1,15.1,15.1,15.4,15.1,15.1,15.1,15.1,15.4,15.1,15.4,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.4,15.1,15.1,15.1,15.1,15.1
13,15.8,14.8,14.5,14.8,14.6,14.8,14.8,15.1,15.4,15.1,15.1,15.4,15.1,15.1,15.4,15.1,15.1,15.4,15.1,15.1,15.4,15.4,15.1,15.4,15.1,15.1,15.1,15.1,15.1,15.4,15.1,15.1,15.1,15.1,15.4,15.1,15.1,15.1,15.1,15.1
14,27.5,20.3,17.0,15.8,15.1,14.8,14.8,15.1,15.4,15.1,15.4,15.1,15.1,15.4,15.1,15.4,15.1,15.1,15.4,15.1,15.4,15.1,15.4,15.1,15.1,15.4,15.1,15.1,15.4,15.4,15.1,15.1,15.4,15.1,15.4,15.1,15.1,15.1,15.1,15.1
