,init_PAR,PAR,init_max_demand,max_demand,total_demand,demand_reduction,cost_reduction,inconvenient,pricing_time,rescheduling_time
0,2.77,1.5,17904.0,9669.52,310183.0,0.46,0.13,2149.73,0.00461578947368421,41.54210526315789
