,PAR,demand_reduction,cost_reduction,inconvenient,total_demand,max_demand,cost,run_time
0,1.22,0.0,0.0,0.0,80814529.0,2052139.0,1456334697.3,0.0
1,1.2,0.02,0.04,0.0,80814529.0,2013497.29,1394721768.56,0.0171
2,1.18,0.04,0.07,0.0,80814529.0,1979540.31,1350859306.52,0.0152
3,1.16,0.05,0.1,0.0,80814529.0,1948104.11,1317773850.89,0.0142
4,1.14,0.07,0.11,0.0,80814529.0,1915667.66,1294861284.2,0.0156
5,1.12,0.08,0.12,0.0,80814529.0,1890912.86,1280410105.95,0.0121
6,1.11,0.09,0.13,0.0,80814529.0,1870216.51,1271526544.78,0.0104
7,1.1,0.1,0.13,0.0,80814529.0,1855307.04,1265667830.8,0.0078
8,1.09,0.1,0.13,0.0,80814529.0,1839151.56,1260572962.41,0.0085
9,1.08,0.11,0.14,0.0,80814529.0,1824489.74,1255633529.29,0.0077
10,1.08,0.12,0.14,0.0,80814529.0,1811756.56,1252423151.89,0.0068
11,1.07,0.12,0.14,0.0,80814529.0,1804620.7,1250705811.19,0.0045
12,1.07,0.12,0.14,0.0,80814529.0,1797476.4,1249447341.74,0.0044
13,1.06,0.13,0.14,0.0,80814529.0,1792089.36,1248541726.61,0.0036
14,1.06,0.13,0.14,0.0,80814529.0,1786877.5,1247902272.38,0.0037
15,1.06,0.13,0.14,0.0,80814529.0,1783305.54,1247180932.61,0.0027
16,1.06,0.13,0.14,0.0,80814529.0,1779867.57,1246871603.08,0.0036
17,1.06,0.13,0.14,0.0,80814529.0,1776309.62,1246574242.5,0.0028
18,1.05,0.14,0.14,0.0,80814529.0,1772758.78,1246326696.22,0.0027
19,1.05,0.14,0.14,0.0,80814529.0,1770986.02,1246114328.4,0.0019
20,1.05,0.14,0.14,0.0,80814529.0,1769215.03,1245989349.61,0.0019
21,1.05,0.14,0.14,0.0,80814529.0,1767445.82,1245813012.4,0.0019
22,1.05,0.14,0.14,0.0,80814529.0,1765678.37,1245660355.07,0.0019
23,1.05,0.14,0.14,0.0,80814529.0,1765678.37,1245660355.07,0.0011
