,PAR,demand_reduction,cost_reduction,inconvenient,total_demand,max_demand,cost,run_time
0,1.22,0.0,0.0,0.0,64485883.0,1635347.0,1119444649.3,0.0
1,1.2,0.01,0.03,454281.8,64485883.0,1612600.36,1089110291.15,0.0111
2,1.18,0.03,0.05,890827.63,64485883.0,1591761.88,1065459777.35,0.0104
3,1.17,0.04,0.06,1117382.75,64485883.0,1575915.71,1052541241.38,0.008
4,1.16,0.05,0.07,1360811.82,64485883.0,1560227.29,1042298900.72,0.008
5,1.15,0.06,0.08,1593253.68,64485883.0,1543192.67,1031536910.28,0.0089
6,1.14,0.06,0.09,1701858.18,64485883.0,1529359.46,1024259286.79,0.0074
7,1.13,0.07,0.09,1833925.09,64485883.0,1518721.99,1019092556.53,0.006
8,1.12,0.08,0.09,1937514.68,64485883.0,1505108.17,1013812226.87,0.0073
9,1.11,0.09,0.1,2044302.33,64485883.0,1490124.74,1008820643.2,0.0082
10,1.1,0.09,0.1,2104728.42,64485883.0,1482688.24,1006451977.64,0.0038
11,1.1,0.1,0.1,2180972.23,64485883.0,1473930.26,1003814241.97,0.0052
12,1.09,0.1,0.1,2239049.94,64485883.0,1468046.3,1002463636.75,0.0038
13,1.09,0.11,0.11,2312065.34,64485883.0,1462183.16,1001008676.29,0.0038
14,1.08,0.11,0.11,2421761.33,64485883.0,1453437.69,999117514.6,0.0052
15,1.08,0.11,0.11,2482744.46,64485883.0,1449082.22,998308720.08,0.0031
16,1.08,0.11,0.11,2495168.42,64485883.0,1447633.19,998032940.35,0.0017
17,1.07,0.12,0.11,2540839.76,64485883.0,1443306.23,997424736.85,0.0031
18,1.07,0.12,0.11,2556762.62,64485883.0,1441862.97,997190965.68,0.0017
19,1.07,0.12,0.11,2602733.77,64485883.0,1436104.44,996587137.38,0.0038
20,1.06,0.13,0.11,2618401.71,64485883.0,1430369.23,996178492.33,0.0038
21,1.06,0.13,0.11,2632483.51,64485883.0,1427510.22,995916407.1,0.0023
22,1.06,0.13,0.11,2644189.87,64485883.0,1426083.56,995815716.05,0.0016
23,1.06,0.13,0.11,2644189.87,64485883.0,1426083.56,995815716.05,0.0009
