,PAR,demand_reduction,cost_reduction,inconvenient,total_demand,max_demand,cost,run_time,objective
0,1.2,0.0,0.0,0.0,160853482.0,4035731.0,2825651610.8,0.0,2825651610.8
1,1.18,0.02,0.04,276538.89,160853482.0,3949746.33,2711955499.16,0.0273,2712232038.0499997
2,1.16,0.04,0.06,488075.6,160853482.0,3879288.4,2643896461.47,0.0207,2644384537.0699997
3,1.14,0.05,0.08,633341.32,160853482.0,3824884.55,2600279212.25,0.0174,2600912553.57
4,1.13,0.06,0.09,699213.64,160853482.0,3791409.95,2581194691.44,0.0093,2581893905.08
5,1.12,0.07,0.09,772500.0,160853482.0,3747275.85,2559804633.85,0.0141,2560577133.85
6,1.1,0.08,0.1,898020.53,160853482.0,3696892.14,2540487690.41,0.0159,2541385710.94
7,1.1,0.09,0.1,959934.98,160853482.0,3674419.13,2534057514.9,0.0084,2535017449.88
8,1.08,0.1,0.11,996997.18,160853482.0,3631008.7,2523283057.17,0.0127,2524280054.35
9,1.08,0.1,0.11,1015958.08,160853482.0,3618675.33,2520753410.05,0.006,2521769368.13
10,1.08,0.11,0.11,1034093.81,160853482.0,3606299.51,2519314259.62,0.0052,2520348353.43
11,1.07,0.11,0.11,1050930.24,160853482.0,3589082.03,2517029417.24,0.0055,2518080347.4799995
12,1.07,0.11,0.11,1062835.33,160853482.0,3581828.02,2516279423.74,0.0037,2517342259.0699997
13,1.07,0.11,0.11,1076839.06,160853482.0,3572813.04,2515555430.37,0.0036,2516632269.43
14,1.06,0.12,0.11,1074626.68,160853482.0,3540894.74,2513347545.99,0.0092,2514422172.6699996
15,1.05,0.12,0.11,1083242.23,160853482.0,3534114.05,2512756944.06,0.0036,2513840186.29
16,1.05,0.13,0.11,1091808.78,160853482.0,3529551.68,2512228852.61,0.0028,2513320661.3900003
17,1.05,0.13,0.11,1097478.39,160853482.0,3525363.07,2511881453.24,0.0028,2512978931.6299996
18,1.05,0.13,0.11,1096710.25,160853482.0,3512729.52,2511293804.9,0.0044,2512390515.15
19,1.05,0.13,0.11,1097315.22,160853482.0,3502234.0,2510696929.32,0.0036,2511794244.54
20,1.04,0.13,0.11,1097253.58,160853482.0,3492689.22,2510256744.61,0.0044,2511353998.19
21,1.04,0.14,0.11,1097024.47,160853482.0,3486997.11,2509966479.21,0.0028,2511063503.68
22,1.04,0.14,0.11,1097873.96,160853482.0,3482229.71,2509797026.14,0.0028,2510894900.1
23,1.04,0.14,0.11,1097190.88,160853482.0,3474817.45,2509476788.67,0.0036,2510573979.55
24,1.04,0.14,0.11,1097226.24,160853482.0,3473056.27,2509375722.43,0.0019,2510472948.6699996
25,1.04,0.14,0.11,1097939.73,160853482.0,3471120.33,2509250732.16,0.002,2510348671.89
26,1.04,0.14,0.11,1097939.73,160853482.0,3471120.33,2509250732.16,0.0011,2510348671.89
