,init_PAR,PAR,init_max_demand,max_demand,total_demand,demand_reduction,cost_reduction,pricing_time,rescheduling_time
0,1.22,1.04,4075016.0,3475999.23,160059619.0,0.15,0.11,0.006862162162162164,4.638705405405406
