,PAR,demand_reduction,cost_reduction,inconvenient,total_demand,max_demand,cost,run_time
0,1.28,0.0,0.0,0.0,161016567.0,4282246.0,2602856303.1,0.0
1,1.25,0.02,0.02,223376.03,161016567.0,4201801.81,2542132382.64,0.0143
2,1.23,0.03,0.04,397017.25,161016567.0,4135475.15,2503552180.9,0.0117
3,1.22,0.04,0.05,482843.91,161016567.0,4091036.69,2481787909.45,0.0086
4,1.21,0.05,0.05,561436.53,161016567.0,4048167.78,2464041892.8,0.019
5,1.19,0.07,0.06,671606.65,161016567.0,3996096.82,2446885068.85,0.0099
6,1.18,0.08,0.06,747492.6,161016567.0,3956311.24,2435920328.69,0.0071
7,1.17,0.08,0.07,829839.46,161016567.0,3922508.8,2427035599.33,0.0072
8,1.16,0.09,0.07,867917.43,161016567.0,3899112.48,2422389787.11,0.005
9,1.16,0.09,0.07,892294.7,161016567.0,3879655.86,2418461163.54,0.0044
10,1.15,0.1,0.07,910223.66,161016567.0,3868028.53,2416363627.93,0.0041
11,1.15,0.1,0.07,956185.83,161016567.0,3841033.43,2412033765.72,0.0057
12,1.14,0.11,0.07,976140.58,161016567.0,3810412.49,2408457654.46,0.0063
13,1.12,0.12,0.08,994217.57,161016567.0,3761169.49,2403226749.61,0.0091
14,1.12,0.12,0.08,1002767.32,161016567.0,3749897.26,2401988473.29,0.003
15,1.11,0.13,0.08,1024734.69,161016567.0,3734920.16,2400436356.85,0.0037
16,1.11,0.13,0.08,1040473.97,161016567.0,3725001.75,2399468434.68,0.0156
17,1.11,0.13,0.08,1052573.61,161016567.0,3713837.92,2398512005.68,0.0032
18,1.1,0.13,0.08,1062922.65,161016567.0,3706413.96,2397918661.92,0.0022
19,1.1,0.14,0.08,1075251.61,161016567.0,3699004.84,2397362038.38,0.0023
20,1.09,0.14,0.08,1103762.86,161016567.0,3665842.98,2395293434.02,0.0077
21,1.09,0.15,0.08,1114841.42,161016567.0,3658514.96,2394798851.92,0.0022
22,1.08,0.15,0.08,1113327.48,161016567.0,3622094.02,2393386521.68,0.0077
23,1.08,0.16,0.08,1128710.01,161016567.0,3612615.91,2392916419.96,0.003
24,1.07,0.16,0.08,1130914.02,161016567.0,3594585.34,2392466837.8,0.0036
25,1.07,0.17,0.08,1129952.99,161016567.0,3573071.71,2391859342.44,0.012
26,1.06,0.17,0.08,1131155.29,161016567.0,3565929.16,2391575595.16,0.0022
27,1.06,0.17,0.08,1131668.32,161016567.0,3558816.92,2391351433.75,0.0022
28,1.06,0.17,0.08,1133285.17,161016567.0,3555258.11,2391269188.52,0.0016
29,1.06,0.17,0.08,1134172.58,161016567.0,3551702.87,2391169938.34,0.0016
30,1.06,0.17,0.08,1134172.58,161016567.0,3551702.87,2391169938.34,0.0021
