,PAR,demand_reduction,cost_reduction,inconvenient,total_demand,max_demand,cost,run_time,step_size,objective
0,4.93,0.0,0.0,0,37994,3900,617503.6,,,617508.53
1,4.93,0.0,0.01,0,37994,3900,610724.1,,,610729.03
2,4.8,0.03,0.04,0,37994,3800,593340.2,,,593345.0
3,5.5,-0.12,-1.68,0,37994,4350,1655671.0,,,1655676.5
4,4.55,0.08,0.08,0,37994,3600,566831.0,,,566835.55
5,4.67,0.05,0.06,0,37994,3693,578759.2,,,578763.87
