,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53
0,57.101,55.03807,53.83717765,54.60148957555,55.9730367013906,57.80816675576533,57.73179274614267,60.47775859069813,60.05228700827017,60.82065058539353,60.89318334699911,61.39299304593318,62.12558590823747,62.04972400467962,62.88992816393088,62.726268563046006,62.75812073518709,63.239665937257264,63.03804467978251,63.212825847911425,63.78517022920382,63.74138333453478,63.58275841779002,63.92483664335334,63.46081575160531,63.75266975448331,63.69873301988468,63.7743806264671,63.75552596892602,63.7162535534232,63.85605866483969,63.65931914764704,63.855969913674095,64.0833418993716,63.80404822339674,63.240992172631415,63.29783228221457,63.425933649183705,63.526685374304925,63.502202835187575,63.5705811841542,63.723528355603875,63.76645801533663,63.858356106937876,64.03048830159099,63.98681648876553,63.86595474677108,63.93809069708889,63.911719790118006,64.08796236103187,64.10724058686569,64.0951656998233,64.10478320272382,64.10478320272382
1,52.79,52.54612,52.5717274,52.5963922038,53.2653018457896,54.160302946771694,54.01231022852035,54.70029755561342,54.45960006360613,54.91862245686388,54.59720046587743,54.92423882953899,55.40359321467616,55.16314263892595,55.7434398166978,55.43923551557792,55.7240504967538,56.0490411440979,55.71010086511171,55.83637672964213,56.24988398749223,56.412451412292725,56.176992070493704,56.41738880000828,56.17072636160772,56.36979115812553,56.29103575264677,56.34351400184119,56.41201560978964,56.354063360033,56.449064888991714,56.167316892539354,56.30894178034223,56.47269162283964,56.32538395792606,56.02841170546027,56.06707394158383,56.15420757545314,56.22273817849136,56.18497805852795,56.23186845347445,56.33675184688199,56.36619082471941,56.429209863276704,56.54724937011287,56.48713338019107,56.32076237808246,56.37261636814274,56.33679020446131,56.46435711382932,56.47831097114634,56.506051239492585,56.5129030857741,56.5129030857741
2,66.006,66.475,66.793255,67.099795185,67.35966530502002,67.70737152560676,67.90162340084123,68.13265363112009,68.30569527359896,68.43292757459747,68.59496151083326,68.66602251298826,68.77017972137772,68.83787518701097,68.94477515708921,69.00258131590903,69.04537190405676,69.09419848222676,69.13702584007518,69.1521537806321,69.2016922513436,69.22116794725761,69.23968203068586,69.26418328386276,69.28062682056009,69.29775518219752,69.30233656818918,69.3066135002572,69.31219632224999,69.315297181094,69.32273459103133,69.33684602752191,69.34598034203573,69.35654163946137,69.36251997388291,69.37457229607675,69.37641228393167,69.38055909084585,69.38382055448386,69.38516452838452,69.3873395668736,69.39220464463179,69.3935701888962,69.3964933639849,69.40196869578565,69.40363319665309,69.4082397028037,69.41029266904482,69.41124974235437,69.41617675575193,69.41671569521742,69.41778710687483,69.4180517455542,69.4180517455542
3,88.888,88.419,88.10074499999999,87.79420481499999,87.53433469497999,87.18662847439323,86.99237659915877,86.76134636887991,86.58830472640103,86.46107242540252,86.29903848916675,86.22797748701174,86.12382027862228,86.05612481298903,85.94922484291078,85.89141868409097,85.84862809594323,85.79980151777325,85.75697415992482,85.7418462193679,85.6923077486564,85.6728320527424,85.65431796931415,85.62981671613724,85.6133731794399,85.59624481780249,85.59166343181083,85.5873864997428,85.58180367775,85.57870281890601,85.57126540896867,85.55715397247809,85.54801965796426,85.53745836053862,85.5314800261171,85.51942770392326,85.51758771606833,85.51344090915414,85.51017944551614,85.50883547161547,85.5066604331264,85.50179535536822,85.5004298111038,85.49750663601509,85.49203130421434,85.49036680334692,85.48576029719631,85.48370733095518,85.48275025764563,85.47782324424807,85.47728430478257,85.47621289312518,85.4759482544458,85.4759482544458
4,69.934,69.934,69.934,69.934,69.934,69.934,69.934,69.934,69.934,69.934,69.934,69.934,69.934,69.934,69.934,69.934,69.934,69.934,69.934,69.934,69.934,69.934,69.934,69.934,69.934,69.934,69.934,69.934,69.934,69.934,69.934,69.934,69.934,69.934,69.934,69.934,69.934,69.934,69.934,69.934,69.934,69.934,69.934,69.934,69.934,69.934,69.934,69.934,69.934,69.934,69.934,69.934,69.934,69.934
5,59.838,60.642,60.55758,60.47626746,60.407334574320004,60.31510237328016,60.263575316965905,60.202292471322814,60.156391619936144,60.12264210822291,60.079661149881254,60.06081158019052,60.03318294424689,60.01522611337617,59.98686993523599,59.97153633190668,59.96018574369461,59.94723405486298,59.93587371315723,59.931860890917775,59.91872036618929,59.91355426275317,59.90864323567422,59.90214405799219,59.89778226204872,59.89323881013301,59.892023556310086,59.890889061627576,59.889408167902005,59.88858563721557,59.886612797364165,59.88286961196712,59.880446652920895,59.87764517382812,59.87605936687499,59.87286238005749,59.87237430673669,59.87127432892111,59.87040919636917,59.87005269520911,59.86947574669534,59.86818524108084,59.86782301818787,59.86704761971498,59.865595238729234,59.86515371490957,59.86393179773864,59.863387229986124,59.863133357686266,59.86182642308658,59.861683464548065,59.861399262973485,59.86132906518457,59.86132906518457
6,64.477,66.085,66.54616,66.99034492,67.36690366864,66.89873927432032,66.63719143269373,66.32612386638583,66.09313425922122,65.92182402774377,65.70365559955447,65.60797646278921,65.46773538140334,65.37658772631424,65.23265369010396,65.15482136002325,65.09720654442127,65.03146465071262,64.9738003270385,64.95343151362992,64.88673110172174,64.86050831121155,64.8355802709828,64.80259088605237,64.78045070580082,64.75738845215996,64.75121990621244,64.74546128818197,64.73794437211288,64.73376926215907,64.72375526093487,64.70475510584288,64.69245633012737,64.67823621233896,64.67018676384541,64.6539590756824,64.65148164862283,64.64589823586691,64.64150688173437,64.63969730603529,64.63676875452666,64.63021823559106,64.62837961676397,64.6244437467281,64.6170715593917,64.61483041444143,64.60862804579156,64.60586385682994,64.60457521826164,64.59794130691203,64.59721565907056,64.59577307116172,64.59541675194824,64.59541675194824
7,67.405,69.013,70.10416000000001,71.15515492,72.04613818864,72.26627380208032,72.38925623145565,72.53552333412603,72.64507739402616,72.72562919025938,72.8282141825302,72.87320347629286,72.93914624523254,72.98200479067114,73.04968402416375,73.08628156967488,73.11337263625252,73.14428513680974,73.17139948258153,73.18097710379568,73.21234030926428,73.22467052947138,73.23639194505573,73.25190388611061,73.2623144218551,73.2731585257941,73.27605903822663,73.27876679842387,73.28230132806802,73.28426450681893,73.28897319105299,73.29790725534191,73.30369026355345,73.31037670615892,73.31416163791256,73.32179206032791,73.32295697148332,73.32558234839586,73.32764720733756,73.32849808805685,73.32987512247183,73.33295524245048,73.33381977954109,73.33567046527301,73.33913694200936,73.34019075093721,73.34310716714504,73.344406916635,73.34501284746865,73.34813217940028,73.34847338632387,73.349151705688,73.34931925057093,73.34931925057093
8,90.597,88.185,87.17826,86.20857762,85.38652723703999,85.25862382463951,85.18716845157844,85.10218419455114,85.0385309860377,84.9917287015177,84.93212466758852,84.90598494351661,84.86767081052055,84.84276909595265,84.80344604060024,84.7821820984184,84.76644162005283,84.74848080832723,84.7327268042612,84.72716200528649,84.70893932454639,84.70177520777541,84.69496481927001,84.68595205589718,84.67990331609617,84.67360266407287,84.67191740546326,84.67034413994853,84.66829050402997,84.66714985596549,84.66441401158283,84.65922313269095,84.65586308352565,84.65197812001296,84.64977899521243,84.64534555961458,84.64466872177998,84.64314332268302,84.64194359629325,84.64144921673402,84.64064913083281,84.63885951646867,84.63835720227104,84.637281915012,84.6352678192614,84.63465553415321,84.63296103511631,84.63220585337886,84.63185379484509,84.63004139751314,84.62984314912806,84.62944903133854,84.62935168424451,84.62935168424451
9,62.873,63.556400000000004,64.230143,64.754785841,65.19955297017201,66.76665138900414,67.6421370389917,67.8193813053769,68.70813726089942,68.72561271124407,68.74786819184622,69.22562847288222,69.18190254224483,69.7054835083583,69.57228614702098,70.1182596738778,70.01241260159819,69.89163486582878,70.40969683978258,70.3466922693515,70.14037535164229,70.44326332913718,70.34119621274327,70.2061221611709,70.52346985421127,70.3980341452912,70.3644833940948,70.33316224281882,70.46027770001989,70.43488125681957,70.3739678878036,70.72039336044273,70.62063411897883,70.50529026712621,70.43999865644116,70.8123707693001,70.78521957852989,70.72402855201695,70.6759018096645,70.65606988975819,70.62397463174254,70.55218467184109,70.53203445577901,70.64489955992876,70.55630458193231,70.5293717086214,70.72483498173344,70.68594644711703,70.66781698264586,70.57448649954827,70.600277580551,70.57955024958439,70.59243059883563,70.59243059883563
