,0,1,2
0,47.582,47.5786492,47.5786492
1,77.673,77.6697942,77.6697942
2,26.593,26.5968501,26.5968501
3,35.51,35.515639900000004,35.515639900000004
4,44.741,44.757203800000006,44.757203800000006
5,32.401,32.4224316,32.4224316
6,31.638,31.6435357,31.6435357
7,53.271,53.265682399999996,53.265682399999996
8,64.88,64.8760821,64.8760821
9,35.12,35.1177503,35.1177503
10,61.411,61.404862,61.404862
11,64.424,64.43560409999999,64.43560409999999
12,41.683,41.717956,41.717956
13,49.046,49.052643100000004,49.052643100000004
14,59.607,59.601042,59.601042
15,79.351,79.3522293,79.3522293
16,52.34,52.338568200000005,52.338568200000005
17,68.07,68.0664852,68.0664852
18,45.82,45.8185435,45.8185435
19,52.786,52.7879917,52.7879917
20,48.657,48.655454299999995,48.655454299999995
21,65.441,65.4344577,65.4344577
22,71.302,71.2948698,71.2948698
23,103.253,103.2640858,103.2640858
24,44.5,44.512259400000005,44.512259400000005
25,90.395,90.3859605,90.3859605
26,95.533,95.5234467,95.5234467
27,99.455,99.4450545,99.4450545
28,99.337,99.32706630000001,99.32706630000001
29,83.248,83.2396752,83.2396752
30,92.351,92.3417649,92.3417649
31,84.155,84.1466897,84.1466897
32,62.941,62.9349425,62.9349425
33,60.413,60.4070779,60.4070779
34,72.903,72.89570979999999,72.89570979999999
35,93.619,93.6096381,93.6096381
36,95.356,95.3464645,95.3464645
37,78.76,78.75212429999999,78.75212429999999
38,75.983,75.9754442,75.9754442
39,62.479,62.4729697,62.4729697
40,57.68,57.6745232,57.6745232
41,54.438,54.4326275,54.4326275
42,66.326,66.3193734,66.3193734
43,57.969,58.003968699999994,58.003968699999994
44,44.974,45.008049400000004,45.008049400000004
45,47.656,47.6579097,47.6579097
46,54.026,54.0207973,54.0207973
47,53.113,53.108050600000006,53.108050600000006
