,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0,20.3,17.8,17.8,17.8,18.9,20.3,20.3,22.1,22.1,36.3,36.3,36.3,36.3,36.3,50.9,50.9
1,17.0,17.0,18.9,17.8,18.9,18.9,17.8,18.9,18.9,20.3,20.3,20.3,20.3,20.3,22.1,22.1
2,17.8,17.0,20.3,20.3,24.5,75.2,75.2,75.2,61.6,61.6,61.6,50.9,50.9,50.9,42.7,42.7
3,15.4,15.8,15.8,15.8,16.3,27.5,24.5,24.5,24.5,27.5,27.5,50.9,50.9,42.7,42.7,42.7
4,15.1,24.5,22.1,22.1,20.3,20.3,20.3,20.3,18.9,20.3,18.9,22.1,22.1,22.1,22.1,22.1
5,14.8,115.5,115.5,92.8,92.8,75.2,75.2,75.2,61.6,61.6,50.9,50.9,50.9,42.7,42.7,42.7
6,14.8,17.8,92.8,92.8,75.2,61.6,92.8,92.8,92.8,92.8,75.2,75.2,61.6,61.6,61.6,61.6
7,15.4,15.1,20.3,18.9,17.8,17.8,20.3,20.3,31.3,31.3,27.5,27.5,50.9,50.9,42.7,42.7
8,15.4,20.3,20.3,20.3,20.3,18.9,18.9,18.9,22.1,20.3,20.3,20.3,22.1,22.1,22.1,22.1
9,14.8,17.8,17.8,75.2,75.2,61.6,61.6,61.6,50.9,50.9,42.7,42.7,36.3,36.3,36.3,36.3
10,15.4,15.4,15.4,36.3,36.3,31.3,36.3,75.2,61.6,61.6,61.6,61.6,50.9,50.9,50.9,50.9
11,18.9,17.8,17.0,17.8,17.8,17.8,17.8,24.5,24.5,22.1,36.3,31.3,36.3,31.3,31.3,31.3
12,27.5,24.5,22.1,22.1,22.1,20.3,20.3,20.3,20.3,20.3,27.5,24.5,31.3,31.3,31.3,31.3
13,42.7,36.3,31.3,31.3,31.3,24.5,24.5,24.5,24.5,22.1,24.5,22.1,24.5,24.5,31.3,31.3
14,61.6,50.9,50.9,42.7,36.3,36.3,36.3,31.3,31.3,31.3,27.5,27.5,24.5,24.5,31.3,31.3
15,61.6,50.9,50.9,42.7,42.7,36.3,36.3,36.3,31.3,31.3,31.3,27.5,24.5,24.5,27.5,27.5
16,92.8,75.2,61.6,61.6,50.9,50.9,50.9,42.7,42.7,36.3,36.3,36.3,31.3,31.3,31.3,31.3
17,75.2,61.6,50.9,50.9,42.7,36.3,36.3,36.3,36.3,31.3,31.3,31.3,27.5,27.5,24.5,24.5
18,115.5,92.8,61.6,61.6,61.6,50.9,50.9,50.9,42.7,36.3,36.3,36.3,31.3,31.3,31.3,31.3
19,50.9,36.3,36.3,31.3,31.3,27.5,27.5,24.5,24.5,24.5,50.9,50.9,42.7,50.9,50.9,50.9
20,27.5,24.5,24.5,22.1,22.1,20.3,20.3,20.3,20.3,18.9,24.5,24.5,22.1,31.3,31.3,31.3
21,50.9,42.7,36.3,31.3,31.3,31.3,31.3,27.5,24.5,24.5,24.5,24.5,22.1,24.5,24.5,24.5
22,36.3,31.3,27.5,24.5,24.5,42.7,42.7,36.3,36.3,36.3,31.3,31.3,31.3,27.5,27.5,27.5
23,22.1,20.3,20.3,18.9,17.8,36.3,36.3,36.3,31.3,50.9,50.9,61.6,61.6,50.9,50.9,50.9
24,22.1,20.3,18.9,17.8,17.8,20.3,20.3,20.3,18.9,22.1,22.1,27.5,27.5,27.5,24.5,24.5
25,42.7,36.3,31.3,31.3,27.5,24.5,24.5,24.5,24.5,22.1,22.1,24.5,36.3,31.3,31.3,31.3
26,50.9,42.7,36.3,36.3,31.3,31.3,31.3,27.5,27.5,24.5,24.5,24.5,42.7,36.3,36.3,36.3
27,42.7,36.3,31.3,31.3,31.3,24.5,24.5,24.5,24.5,22.1,22.1,22.1,24.5,24.5,22.1,22.1
28,92.8,61.6,50.9,50.9,50.9,42.7,36.3,36.3,36.3,31.3,31.3,31.3,27.5,27.5,27.5,27.5
29,115.5,92.8,92.8,61.6,61.6,61.6,50.9,50.9,50.9,42.7,42.7,36.3,36.3,36.3,31.3,31.3
30,92.8,61.6,61.6,50.9,50.9,42.7,42.7,36.3,36.3,36.3,31.3,31.3,42.7,42.7,42.7,42.7
31,36.3,31.3,31.3,27.5,24.5,24.5,24.5,22.1,22.1,22.1,20.3,20.3,22.1,22.1,22.1,22.1
32,92.8,61.6,61.6,50.9,50.9,42.7,42.7,42.7,36.3,36.3,31.3,31.3,31.3,31.3,27.5,27.5
33,92.8,75.2,61.6,50.9,50.9,50.9,42.7,42.7,36.3,36.3,36.3,31.3,31.3,31.3,27.5,27.5
34,92.8,75.2,61.6,61.6,50.9,50.9,50.9,42.7,42.7,36.3,36.3,36.3,31.3,31.3,31.3,31.3
35,230.4,144.6,144.6,115.5,115.5,92.8,92.8,92.8,75.2,61.6,61.6,61.6,50.9,50.9,50.9,50.9
36,230.4,182.1,144.6,144.6,115.5,115.5,115.5,92.8,92.8,75.2,75.2,61.6,61.6,61.6,50.9,50.9
37,230.4,144.6,115.5,115.5,92.8,92.8,92.8,75.2,61.6,61.6,61.6,50.9,50.9,50.9,50.9,50.9
38,230.4,182.1,144.6,115.5,115.5,115.5,92.8,92.8,92.8,75.2,61.6,61.6,61.6,61.6,50.9,50.9
39,144.6,115.5,92.8,92.8,92.8,61.6,61.6,61.6,61.6,50.9,50.9,50.9,42.7,42.7,36.3,36.3
40,115.5,92.8,75.2,61.6,61.6,50.9,50.9,50.9,42.7,36.3,36.3,36.3,31.3,31.3,31.3,31.3
41,92.8,75.2,61.6,50.9,50.9,42.7,42.7,42.7,36.3,36.3,36.3,31.3,31.3,31.3,31.3,31.3
42,50.9,36.3,36.3,31.3,31.3,27.5,27.5,27.5,24.5,24.5,24.5,24.5,22.1,22.1,22.1,22.1
43,36.3,36.3,31.3,27.5,27.5,24.5,24.5,24.5,61.6,61.6,50.9,50.9,50.9,50.9,50.9,50.9
44,24.5,22.1,20.3,20.3,20.3,18.9,18.9,18.9,31.3,27.5,24.5,31.3,36.3,42.7,50.9,50.9
45,31.3,24.5,24.5,22.1,22.1,20.3,20.3,20.3,20.3,20.3,20.3,20.3,20.3,20.3,20.3,20.3
