,no_households,penalty_weight,no_dependent_tasks,no_fully_flexible_tasks_min,no_semi_flexible_tasks_min,no_fixed_tasks_min,algorithm,id,init_PAR,PAR,init_max_demand,max_demand,total_demand,demand_reduction,cost_reduction,pricing_time,rescheduling_time
0,100,1,0,10,0,0,minizinc_fw,0,2.58,1.32,171430.0,87664.95,3192303.0,0.49,0.06,0.004760000000000001,51.86999999999999
1,100,1,0,10,0,0,ogsa_fw,0,2.58,1.34,171430.0,88830.8,3192303.0,0.48,0.06,0.004371428571428572,0.16395714285714286
2,100,1,1,10,0,0,minizinc_fw,0,2.58,1.32,171430.0,87664.95,3192303.0,0.49,0.06,0.00472,57.536
3,100,1,1,10,0,0,ogsa_fw,0,2.58,1.34,171430.0,88830.8,3192303.0,0.48,0.06,0.004357142857142858,0.1885142857142857
4,100,1,3,10,0,0,minizinc_fw,0,2.58,1.33,171430.0,88160.38,3192303.0,0.49,0.06,0.00496,57.9
5,100,1,3,10,0,0,ogsa_fw,0,2.58,1.32,171430.0,88029.34,3192303.0,0.49,0.06,0.00386,0.18723
6,100,1,5,10,0,0,minizinc_fw,0,2.58,1.32,171430.0,87660.34,3192303.0,0.49,0.06,0.00676,61.04200000000001
7,100,1,5,10,0,0,ogsa_fw,0,2.58,1.34,171430.0,88954.76,3192303.0,0.48,0.06,0.005071428571428571,0.15754285714285715
8,100,1,7,10,0,0,minizinc_fw,0,2.58,1.33,171430.0,88688.5,3192303.0,0.48,0.06,0.006779999999999999,59.766
9,100,1,7,10,0,0,ogsa_fw,0,2.58,1.33,171430.0,88646.6,3192303.0,0.48,0.06,0.005328571428571428,0.18855714285714284
10,100,1,9,10,0,0,minizinc_fw,0,2.58,1.33,171430.0,88652.34,3192303.0,0.48,0.06,0.00682,59.858000000000004
11,100,1,9,10,0,0,ogsa_fw,0,2.58,1.32,171430.0,88025.74,3192303.0,0.49,0.06,0.004280000000000001,0.19342
