,no_households,penalty_weight,no_dependent_tasks,no_fully_flexible_tasks_min,no_semi_flexible_tasks_min,no_fixed_tasks_min,algorithm,id,init_PAR,PAR,init_max_demand,max_demand,total_demand,demand_reduction,cost_reduction,pricing_time,rescheduling_time
0,1000,1,0,10,0,0,minizinc_fw,0,1.33,1.27,883645.0,843054.73,31963828.0,0.05,0.04,0.01638,967.68
1,1000,1,0,10,0,0,ogsa_fw,0,1.33,1.13,883645.0,750675.03,31963828.0,0.15,0.07,0.004923076923076923,0.9705307692307693
2,1000,1,1,10,0,0,minizinc_fw,0,1.33,1.26,883645.0,838847.88,31963828.0,0.05,0.04,0.0183,980.1220000000001
3,1000,1,1,10,0,0,ogsa_fw,0,1.33,1.12,883645.0,743942.76,31963828.0,0.16,0.07,0.005485185185185187,0.9809851851851851
4,1000,1,3,10,0,0,minizinc_fw,0,1.33,1.26,883645.0,837170.19,31963828.0,0.05,0.04,0.01758,965.2639999999999
5,1000,1,3,10,0,0,ogsa_fw,0,1.33,1.11,883645.0,741522.01,31963828.0,0.16,0.07,0.005720833333333335,0.9929666666666664
6,1000,1,6,10,0,0,minizinc_fw,0,1.33,1.18,883645.0,785894.77,31963828.0,0.11,0.06,0.019184615384615387,1199.5053846153846
7,1000,1,6,10,0,0,ogsa_fw,0,1.33,1.06,883645.0,705477.42,31963828.0,0.2,0.07,0.005582352941176471,0.9940352941176469
8,1000,1,9,10,0,0,minizinc_fw,0,1.33,1.26,883645.0,842211.68,31963828.0,0.05,0.04,0.019,935.875
9,1000,1,9,10,0,0,ogsa_fw,0,1.33,1.06,883645.0,703811.37,31963828.0,0.2,0.07,0.005884848484848484,1.012787878787879
