,no_households,penalty_weight,no_dependent_tasks,no_fully_flexible_tasks_min,no_semi_flexible_tasks_min,no_fixed_tasks_min,algorithm,id,init_PAR,PAR,init_max_demand,max_demand,total_demand,demand_reduction,cost_reduction,pricing_time,rescheduling_time
0,100,1,0,10,0,0,minizinc_fw,0,1.59,1.4,99873.0,88111.94,3012996.0,0.12,0.06,0.02772,760.1959999999999
1,100,1,0,10,0,0,ogsa_fw,0,1.59,1.04,99873.0,65021.93,3012996.0,0.35,0.09,0.011933333333333334,0.10170222222222222
2,100,1,1,10,0,0,minizinc_fw,0,1.59,1.4,99873.0,87820.45,3012996.0,0.12,0.06,0.029459999999999997,774.3660000000001
3,100,1,1,10,0,0,ogsa_fw,0,1.59,1.06,99873.0,66737.8,3012996.0,0.33,0.09,0.013882857142857138,0.10369999999999997
4,100,1,3,10,0,0,minizinc_fw,0,1.59,1.42,99873.0,89291.46,3012996.0,0.11,0.06,0.029779999999999994,811.81
5,100,1,3,10,0,0,ogsa_fw,0,1.59,1.07,99873.0,67172.03,3012996.0,0.33,0.09,0.01744074074074074,0.10928888888888891
6,100,1,5,10,0,0,minizinc_fw,0,1.59,1.43,99873.0,89518.04,3012996.0,0.1,0.06,0.02892,863.858
7,100,1,5,10,0,0,ogsa_fw,0,1.59,1.07,99873.0,67066.98,3012996.0,0.33,0.09,0.017426923076923076,0.10391538461538463
8,100,1,7,10,0,0,minizinc_fw,0,1.59,1.43,99873.0,89648.53,3012996.0,0.1,0.07,0.02741666666666667,945.3833333333332
9,100,1,7,10,0,0,ogsa_fw,0,1.59,1.04,99873.0,65172.67,3012996.0,0.35,0.09,0.010566666666666667,0.10621764705882356
10,100,1,9,10,0,0,minizinc_fw,0,1.59,1.43,99873.0,90054.1,3012996.0,0.1,0.06,0.023766666666666672,999.9033333333333
11,100,1,9,10,0,0,ogsa_fw,0,1.59,1.09,99873.0,68174.75,3012996.0,0.32,0.09,0.018091666666666666,0.10286249999999998
