,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26
0,3304.05,3229.73826550527,3166.7285684240755,3117.1202326371545,3077.6939624762213,3045.4993301573245,3042.406834794284,3158.2622466960497,3124.1444692175687,3410.3592742682395,3400.140974560749,3386.5641968085924,3352.883534749916,3332.846779898284,3323.6829345162573,3314.178407455383,3309.44687758888,3309.0181842875795,3305.669894901189,3305.749526006288,3303.2295074802814,3315.950550972801,3313.636873421828,3314.1920205484066,3311.9864475278578,3312.4130270803303,3312.4130270803303
1,3002.416,2934.2704919093117,2876.364416118601,3174.746765524638,3133.97083331314,3100.4485867689223,3136.732638267634,3259.979658705995,3224.8557205653356,3428.3641343998124,3418.0901418419253,3404.4393665095577,3370.5505901559836,3350.3913275986724,3340.671986439837,3327.33449341382,3320.688175248486,3325.298702481164,3324.499334959904,3328.2575166249444,3325.1931991083193,3352.1182859092114,3348.790944623302,3352.477029678679,3349.141973649,3345.9168266753513,3345.9168266753513
2,2839.902,2775.31041100934,2720.3858136088284,3626.995217142278,3580.13907249966,3540.9553931310516,3509.215065610719,3474.2796062174807,3436.25701691098,3440.133548552993,3429.8236656669137,3416.1252038286425,3382.1143472516223,3361.882176634642,3352.026037817601,3344.7643752418107,3338.138764953703,3331.48758267856,3326.5012979027856,3323.1919086048833,3326.952718696278,3327.884788977582,3324.5724341886043,3337.0737297544156,3334.111647024661,3330.8007773776367,3330.8007773776367
3,2583.746,2526.9052933994512,3003.680918478105,3016.830899261792,2977.8797599942363,3176.7844561155957,3148.315176020837,3117.0168822977653,3371.2946099100936,3344.4198398888707,3334.3979019917347,3321.0820248526466,3334.9404344505488,3314.9859622539648,3306.109972277466,3322.3726500332104,3323.7110651907938,3322.672770467477,3327.458498865313,3324.1331563664476,3327.963056210081,3324.635501153871,3328.199510652717,3327.441868142065,3326.9250872739226,3323.602377186649,3323.602377186649
4,2606.456,2547.5253201576893,3711.9903583165155,3649.3888375720358,3602.2790979855895,3562.8519322047737,3530.9143272583215,3495.760288781233,3457.4996237272117,3429.9363071251587,3419.6568265407823,3405.9987594164263,3372.126376867192,3351.94676053345,3342.4556846582736,3339.1972057131934,3332.554922104973,3325.895135819685,3333.1452366841813,3329.814250447497,3327.3540141970498,3324.2186581828523,3328.3454335246697,3325.042739091145,3332.974736352054,3329.6448776157017,3329.6448776157017
5,2689.839,2628.693587334161,2902.8386377855713,2854.0447129761365,3475.803135225526,3437.7600726710107,3406.9440078193184,3373.0254563064555,3336.2171799351195,3309.9567080834277,3323.3832674443,3388.816390857099,3355.0815855303863,3335.0031207705574,3325.4917780949877,3341.2787108399566,3334.601295795988,3327.9361274556913,3321.8438848459073,3322.264056961061,3322.1186869041003,3325.622508217196,3331.6696467089787,3328.33920306227,3326.7257258592076,3323.4020071333484,3323.4020071333484
6,2693.904,2632.6710690790437,3185.7747430194813,3132.052030075673,3279.3814207033133,3243.490196288739,3214.4181735233924,3182.423658881852,3160.3199682344375,3168.0921011991154,3227.4382351776617,3441.951004807461,3407.6830834047723,3387.298068926543,3377.720639537299,3369.580832868998,3362.846975816093,3356.1257221724372,3349.4297643818145,3346.0835806174323,3342.743253036815,3345.1965097837783,3341.8790842739945,3338.5385611897204,3335.4804366285307,3332.148352191902,3332.148352191902
7,2323.42,3714.99465396374,3641.3963927165073,3579.9854164442245,3533.9349866360553,3495.2555628887712,3463.9238705742027,3429.4367368379426,3391.9047740532965,3367.0779441713853,3358.4831988169217,3356.516214957402,3323.112233065461,3374.5137438940064,3365.058982729815,3351.621431930432,3344.953152874003,3338.272334648408,3332.0589642184455,3328.7276812542273,3325.399337572973,3338.9298072354,3335.5915144281644,3332.2578179137363,3328.9536260958225,3325.629092469727,3325.629092469727
8,2500.975,3596.627251427868,3525.373982792052,3465.919703925236,3421.400897187997,3383.954239261736,3353.621713529047,3320.236752802956,3283.9150842625013,3259.775323547918,3250.1240083299203,3249.5064394223095,3325.9938758023004,3340.1812706597634,3333.416577053442,3320.1049548264164,3320.674262120718,3321.3470090547385,3367.492890553638,3364.125924663084,3360.772168738421,3359.541390569683,3356.1825821791126,3352.8274255969336,3349.766808171337,3346.4227703631655,3346.4227703631655
9,2568.211,3011.3715487732998,2999.7742578617685,3025.9935654422966,3093.1697868282527,3065.3796658178817,3072.0422331170457,3364.8217902438055,3327.999150161423,3302.037168265221,3292.237061403959,3288.884514171971,3341.132680501825,3321.1825340020678,3348.0090689717904,3334.6388567353797,3328.0003819197664,3321.352578720309,3389.4746854704467,3386.0858967849767,3383.0772458881916,3379.7311016423037,3376.352646540661,3372.9917288941206,3372.0904451652264,3368.725549720061,3368.725549720061
10,2533.397,2759.27936423168,2879.0200768332684,3525.465700158122,3480.4528615807826,3442.3588303894844,3411.5028685723005,3378.2752825620914,3341.304154987284,3314.6703360111605,3304.822168739128,3299.695220897823,3318.1958349330116,3323.0089470977427,3347.287715294312,3340.2401885370837,3333.564501673198,3326.901587793353,3327.091445641354,3323.7692391957125,3334.3497549565163,3331.01750820156,3327.6877726933585,3324.579956920665,3387.7781329637446,3384.396697830781,3384.396697830781
11,2855.684,2868.080334081898,2947.8308445374723,3169.3963171929286,3129.310802633175,3096.1169551455273,3150.6512237316774,3403.086525081067,3365.846636333367,3339.0174981496384,3329.0110078198495,3315.7372550182604,3325.710160258103,3329.9472541973396,3322.5080585922965,3341.0709348283754,3334.3937452236537,3327.7292056699516,3321.3824981998173,3323.6189087016173,3343.9374127929154,3340.5959033801223,3337.256270476742,3337.205853206265,3357.683919353059,3354.331187433706,3354.331187433706
12,3270.855,3200.4907323815573,3141.8522143484306,3093.3076072094746,3054.4457517849455,3032.827729912613,3118.157850708897,3513.4912773007923,3475.035744660633,3447.3326928981496,3437.0011232802312,3423.2738468694024,3389.192554355195,3369.4260290235693,3360.756607140886,3357.7351047446837,3351.048103708299,3344.350991731986,3338.2921286955134,3334.956704566818,3332.682666862251,3329.352308195389,3326.0236298871932,3388.351881257306,3389.1687723760488,3385.784365603673,3385.784365603673
13,3621.904,3539.5067344193535,3469.60007850587,3411.2494393934057,3368.18779173026,3331.3389270170564,3301.5021537779307,3326.2513736001506,3289.850137862979,3263.7079955728577,3254.002963091878,3251.7025008099486,3265.366582278699,3306.08065280001,3297.9607591512286,3312.9067464418613,3323.223228127724,3323.447051703697,3358.8062711463413,3355.4481068751948,3352.1046447683198,3348.756034123551,3345.4076560894273,3362.568064433338,3359.990958368905,3356.634987410536,3356.634987410536
14,3723.405,3638.6985219198436,3566.6118925243286,3506.462233927288,3462.3212033515556,3424.4257574873004,3393.7293121961575,3363.3489308025005,3326.537945782053,3300.035850753858,3290.227796797526,3290.193900497178,3317.52787881077,3387.3599795074224,3378.750608682177,3369.5859766570043,3362.878496121667,3356.1809055999197,3354.801705733625,3351.4475230278917,3348.098056504864,3344.754340448359,3341.454825107911,3340.276667282803,3337.4214776155204,3334.087522137905,3334.087522137905
15,3660.228,3576.958805081206,3506.0953293725015,3446.9663811568025,3403.4141009184573,3366.1649572039764,3335.9917795546244,3302.8236821988,3286.1207295705112,3260.023839924779,3250.3359537529977,3249.9072135844317,3276.713176346726,3344.97669129985,3336.4248937275725,3327.4570970630107,3320.8081590009815,3339.0865828991386,3333.240626173924,3329.90813354775,3326.581212414202,3323.259326201788,3337.2203258755862,3334.522305549711,3331.7775432441613,3328.4486517009173,3328.4486517009173
16,3679.945,3596.227202930791,3524.982077632311,3465.534661089836,3422.372565638335,3384.9144845890232,3354.5729925733267,3321.2152689909744,3413.509152217212,3386.2967214437685,3376.1485981715095,3362.7750927621787,3329.4774533171576,3311.107856194825,3303.6083681164782,3329.7372726098097,3323.083562583863,3341.9196027272583,3335.284038963406,3332.056093924443,3328.7274108305182,3325.4040944196877,3351.810893325268,3349.0082534319426,3346.3881981785107,3343.044109980332,3343.044109980332
17,3533.432,3453.0501567585898,3384.645572746711,3327.5717669067876,3286.0205880162484,3250.0601007683717,3220.9301081288645,3217.293607342389,3444.484124040879,3417.0283464847935,3406.787584038375,3393.1822866634097,3359.7354629084025,3339.635662286221,3331.7712629442594,3351.83526479716,3345.138892128831,3338.4558095574653,3331.79227137416,3330.580978102786,3327.253861124683,3323.930946263559,3376.813792317295,3374.0912045249775,3371.569347320453,3368.199363973132,3368.199363973132
18,3587.918,3506.294020878847,3436.830851362202,3378.8705827734548,3336.691215207717,3300.171193332007,3270.5890694003083,3253.7354721407387,3251.8311615527255,3267.249706365685,3257.5055578944075,3256.8778579976915,3290.5203179096643,3295.702643066646,3288.0815942694844,3340.3930393028527,3333.720253286286,3327.0568901279667,3320.415152877601,3355.4527877247233,3352.1020919369985,3348.7544378450616,3347.2117194072166,3344.6717606878096,3342.3089079271217,3338.9677400191945,3338.9677400191945
19,3636.494,3553.7647246935485,3483.360650990883,3424.6150652029937,3382.002626856365,3344.986423325088,3315.0893711370463,3288.857004023382,3261.5706208945676,3293.85955505631,3284.0248526532914,3283.2191108630445,3376.5123378338694,3356.309242500341,3347.7141725756774,3343.6684375476143,3336.9897197019563,3330.320312634272,3323.6752362093157,3379.5353269731063,3376.1607856461333,3372.7878818604872,3369.6412679786267,3367.1782227106482,3364.8395234879376,3361.5913439644496,3361.5913439644496
20,3379.744,3302.866572421361,3237.4513616051436,3182.920887629504,3142.7615148379964,3108.4759888309186,3389.331861135492,3356.146638455111,3319.4175155210246,3343.861628605398,3333.841879152209,3320.527807394149,3436.232663245799,3415.6671670195615,3406.8734051458164,3393.298534807813,3386.520296552732,3379.751548026923,3373.0081043394175,3374.273567235078,3370.904327667843,3367.535981340175,3364.193058358835,3361.6935293004763,3359.308666771176,3358.160876104405,3358.160876104405
21,3297.223,3222.2790274423774,3158.5563917561003,3105.326167052275,3066.9244669723416,3050.786046403115,3572.0205951596176,3536.4571686534214,3497.7501939344515,3469.8660214516567,3459.4668594855098,3445.6497709603527,3411.3449047549148,3392.062032776147,3385.8711277122165,3372.352026760123,3365.615590609629,3359.1941697450006,3352.4935653836806,3349.6301788182973,3346.285765639479,3342.9410488738395,3339.6086408249657,3337.1163581841406,3334.7181818259564,3345.55900164413,3345.55900164413
22,3510.87,3430.998820203508,3363.0271755960466,3306.312256793827,3264.0990758198973,3228.423299801502,3304.249460699725,3280.179380971264,3305.98107018903,3279.8590499075767,3270.0462750778056,3278.4501536495354,3278.6902238440557,3314.192122156263,3341.4722155006243,3328.130356113366,3321.481649417495,3348.6175094013097,3341.9397109520164,3338.6510802410644,3335.3174201608235,3331.9988957406626,3328.674136844922,3326.350327708077,3324.1606143803688,3364.7901987659884,3364.7901987659884
23,3390.567,3313.43766453498,3247.805282230148,3193.0376416316853,3152.749398067871,3176.537340976617,3214.052450245233,3197.633124835327,3319.6976714752277,3293.453363034376,3283.593792092549,3331.8475040090025,3298.6921034391085,3323.88441652147,3345.1626848110086,3332.0668502016574,3325.4092249791047,3375.454481383372,3368.7227659620867,3365.3736371961245,3362.0118595589283,3359.090690699369,3355.7380710086695,3353.423041937661,3351.2362918957233,3351.382862603828,3351.382862603828
24,3259.909,3185.82669664716,3122.8536020023507,3070.5500877883483,3036.3216795327476,3461.6159546204685,3433.702479113601,3399.6053003063494,3362.413890153171,3335.6129630519144,3325.6172245684006,3393.7418355553004,3359.958489756009,3340.329506555285,3334.0329497921866,3330.4531801244693,3323.7972234074005,3402.208101908809,3395.4254687180933,3392.0380902493753,3388.648419159126,3390.061514739967,3386.680182225227,3384.3012930430014,3382.0615027499584,3379.158246247209,3379.158246247209
25,3265.762,3191.7038796222546,3128.861871633924,3076.7970892491485,3043.1656130211854,3515.694053436874,3484.1803410019265,3449.4917307032824,3411.737832881759,3384.5397463826935,3374.416381260953,3362.1603551028397,3328.710663306238,3309.4400141833544,3302.1645634442702,3348.7180088015516,3342.0251248999575,3336.437293963282,3329.79107214865,3326.472480076501,3323.148467596425,3371.2597801288284,3367.9004623486994,3365.806793886351,3363.9239400924644,3360.5860031523716,3360.5860031523716
26,3451.365,3372.8503872824285,3306.0352262672,3250.2924540875106,3209.155205881603,3190.9064400247807,3178.4721312364645,3166.790215732987,3157.45033222285,3212.5847973367163,3261.501266847904,3258.343865830763,3277.319539276444,3366.595715082305,3358.0628435000667,3354.297281178855,3347.5923987347787,3340.9435680157076,3334.2924021262443,3330.968352724118,3327.639220371394,3333.606567151023,3330.284417583872,3328.3758751662876,3326.6898972911217,3323.3651933938304,3323.3651933938304
