,PAR,demand_reduction,cost_reduction,inconvenient,total_demand,max_demand,cost,run_time,objective
0,1.17,0.0,0.0,0.0,161856958.0,3943092.0,3096749393.2,0.0,3096749393.2
1,1.15,0.02,0.05,289028.24,161856958.0,3861661.39,2937760928.05,0.0826,2938049956.29
2,1.13,0.03,0.07,420553.47,161856958.0,3819151.1,2871419057.4,0.0501,2871839610.87
3,1.12,0.04,0.08,501055.81,161856958.0,3789710.73,2837635082.51,0.0407,2838136138.32
4,1.14,0.03,0.09,571235.04,161856958.0,3840058.86,2820735715.38,0.166,2821306950.42
5,1.13,0.03,0.1,665572.14,161856958.0,3805708.07,2786602837.19,0.0415,2787268409.33
6,1.12,0.04,0.11,748170.91,161856958.0,3776923.28,2766514983.81,0.0409,2767263154.72
7,1.11,0.05,0.11,823919.42,161856958.0,3751195.56,2748795277.87,0.0304,2749619197.29
8,1.11,0.05,0.11,827635.92,161856958.0,3750029.57,2748705607.33,0.0142,2749533243.25
9,1.11,0.05,0.11,827635.92,161856958.0,3750029.57,2748705607.33,0.0155,2749533243.25
