,0,1,2,3,4,5,6,7
0,36.3,31.3,31.3,31.3,27.5,27.5,24.5,24.5
1,18.9,18.9,31.3,31.3,92.8,75.2,92.8,92.8
2,17.0,17.0,17.0,17.0,22.1,22.1,50.9,50.9
3,17.0,20.3,20.3,20.3,20.3,18.9,22.1,22.1
4,16.3,75.2,182.1,144.6,144.6,144.6,115.5,115.5
5,15.4,17.0,24.5,24.5,24.5,61.6,61.6,61.6
6,17.8,17.0,17.8,17.0,17.8,22.1,22.1,22.1
7,20.3,20.3,22.1,22.1,22.1,24.5,22.1,22.1
8,17.0,17.0,17.8,20.3,20.3,20.3,20.3,20.3
9,17.8,17.0,17.8,61.6,61.6,92.8,92.8,92.8
10,17.0,17.0,16.3,18.9,18.9,24.5,27.5,27.5
11,20.3,20.3,20.3,18.9,18.9,20.3,22.1,22.1
12,27.5,24.5,24.5,24.5,24.5,22.1,22.1,22.1
13,36.3,31.3,31.3,31.3,31.3,27.5,24.5,24.5
14,50.9,50.9,50.9,42.7,42.7,36.3,36.3,36.3
15,115.5,92.8,92.8,75.2,75.2,61.6,61.6,61.6
16,230.4,230.4,182.1,144.6,144.6,144.6,115.5,115.5
17,230.4,182.1,144.6,144.6,144.6,115.5,115.5,115.5
18,115.5,92.8,92.8,92.8,75.2,61.6,61.6,61.6
19,115.5,92.8,92.8,75.2,75.2,61.6,61.6,61.6
20,61.6,61.6,50.9,50.9,50.9,42.7,42.7,42.7
21,61.6,61.6,61.6,50.9,50.9,50.9,42.7,42.7
22,27.5,24.5,24.5,24.5,22.1,22.1,22.1,22.1
23,36.3,36.3,31.3,31.3,31.3,31.3,27.5,27.5
24,50.9,42.7,42.7,36.3,36.3,36.3,31.3,31.3
25,50.9,42.7,36.3,36.3,36.3,31.3,31.3,31.3
26,27.5,24.5,24.5,24.5,22.1,22.1,22.1,22.1
27,50.9,50.9,42.7,36.3,36.3,36.3,36.3,36.3
28,31.3,27.5,24.5,24.5,24.5,24.5,22.1,22.1
29,36.3,36.3,31.3,31.3,31.3,27.5,27.5,27.5
30,75.2,61.6,61.6,61.6,50.9,50.9,50.9,50.9
31,230.4,182.1,144.6,144.6,144.6,115.5,115.5,115.5
32,115.5,115.5,115.5,92.8,92.8,92.8,75.2,75.2
33,75.2,61.6,61.6,61.6,50.9,50.9,50.9,50.9
34,75.2,75.2,61.6,61.6,61.6,50.9,50.9,50.9
35,182.1,182.1,144.6,144.6,115.5,115.5,115.5,115.5
36,230.4,230.4,230.4,182.1,144.6,144.6,144.6,144.6
37,115.5,115.5,92.8,92.8,92.8,75.2,61.6,61.6
38,182.1,144.6,144.6,144.6,115.5,115.5,115.5,115.5
39,92.8,92.8,75.2,75.2,61.6,61.6,61.6,61.6
40,61.6,50.9,50.9,50.9,42.7,42.7,36.3,36.3
41,115.5,92.8,92.8,92.8,75.2,75.2,61.6,61.6
42,92.8,75.2,61.6,61.6,61.6,61.6,50.9,50.9
43,61.6,61.6,50.9,50.9,50.9,50.9,42.7,42.7
44,50.9,42.7,36.3,36.3,36.3,31.3,31.3,31.3
45,36.3,36.3,31.3,31.3,31.3,27.5,24.5,24.5
46,50.9,50.9,42.7,36.3,36.3,36.3,92.8,92.8
47,20.3,18.9,17.8,17.8,17.8,17.8,17.8,17.8
