,PAR,demand_reduction,cost_reduction,inconvenient,total_demand,max_demand,cost,run_time
0,1.25,0.0,0.0,0.0,162456915.0,4247562.0,2705140324.8,0.0
1,1.23,0.02,0.04,287549.74,162456915.0,4146785.35,2609777345.97,0.0191
2,1.2,0.04,0.06,526058.19,162456915.0,4064760.73,2555004376.75,0.0156
3,1.18,0.06,0.07,711900.03,162456915.0,3992213.64,2522193599.67,0.0144
4,1.16,0.07,0.08,804807.88,162456915.0,3932841.65,2498226893.97,0.0121
5,1.15,0.08,0.08,864200.5,162456915.0,3905394.21,2489448422.12,0.006
6,1.14,0.09,0.08,895304.11,162456915.0,3872397.19,2479703548.46,0.0085
7,1.13,0.1,0.09,925568.72,162456915.0,3837684.7,2471257592.98,0.0075
8,1.12,0.11,0.09,958274.54,162456915.0,3795676.8,2463652780.65,0.0084
9,1.11,0.11,0.09,996471.94,162456915.0,3759154.4,2456909108.96,0.0084
10,1.1,0.12,0.09,1032249.36,162456915.0,3721731.57,2451656537.64,0.0206
11,1.09,0.13,0.1,1049437.85,162456915.0,3692061.71,2447917392.51,0.0068
12,1.09,0.14,0.1,1060772.99,162456915.0,3673638.29,2446445357.8,0.0046
13,1.08,0.14,0.1,1068490.35,162456915.0,3666359.13,2445662165.79,0.0025
14,1.08,0.14,0.1,1079268.39,162456915.0,3655371.04,2444729003.78,0.0081
15,1.08,0.14,0.1,1087260.73,162456915.0,3648167.18,2444077608.89,0.0024
16,1.07,0.14,0.1,1093243.37,162456915.0,3637229.97,2443281674.93,0.0024
17,1.06,0.16,0.1,1082394.57,162456915.0,3583037.42,2441066317.65,0.009
18,1.05,0.16,0.1,1078974.35,162456915.0,3561589.49,2440304904.42,0.0054
19,1.05,0.16,0.1,1085040.84,162456915.0,3550915.45,2439909526.92,0.0031
20,1.05,0.17,0.1,1089866.52,162456915.0,3543817.21,2439652635.88,0.0141
21,1.04,0.17,0.1,1087338.28,162456915.0,3526133.58,2439311647.81,0.0046
22,1.04,0.17,0.1,1085471.01,162456915.0,3515565.8,2439121457.68,0.0052
23,1.04,0.17,0.1,1084940.93,162456915.0,3508538.26,2438942552.18,0.0024
24,1.03,0.18,0.1,1083796.65,162456915.0,3501524.83,2438841395.84,0.0126
25,1.03,0.18,0.1,1092319.17,162456915.0,3496915.08,2438739854.27,0.0156
26,1.03,0.18,0.1,1092264.28,162456915.0,3493418.2,2438639152.61,0.0017
27,1.03,0.18,0.1,1091977.23,162456915.0,3489924.82,2438605769.87,0.0017
28,1.03,0.18,0.1,1092865.46,162456915.0,3486434.95,2438480901.72,0.0017
29,1.03,0.18,0.1,1092865.46,162456915.0,3486434.95,2438480901.72,0.0009
