,no_households,penalty_weight,no_dependent_tasks,no_fully_flexible_tasks_min,no_semi_flexible_tasks_min,no_fixed_tasks_min,algorithm,id,init_PAR,PAR,init_max_demand,max_demand,total_demand,demand_reduction,cost_reduction,pricing_time,rescheduling_time
0,5000,1,9,10,0,0,minizinc_fw,10,1.25,1.15,4247562.0,3877919.88,162456915.0,0.09,0.08,0.019719999999999998,5189.349990000001
1,5000,1,9,10,0,0,ogsa_fw,10,1.25,1.03,4247562.0,3486434.95,162456915.0,0.18,0.1,0.007513333333333335,5.08389
