,0,1,2,3,4
0,633.955,622.6530152328348,609.1771204645365,600.816983887347,600.816983887347
1,590.973,580.4385961243132,567.834054281466,560.2077174643808,560.2077174643808
2,650.765,639.6392445378888,625.7613736615166,618.6317293072843,618.6317293072843
3,561.388,568.4847366236667,556.131336587431,549.3696215346288,549.3696215346288
4,518.98,628.2014761199433,614.525217105345,605.9806001080001,605.9806001080001
5,502.746,764.949326591543,748.3345060974249,737.925814575044,737.925814575044
6,496.86,608.4512194841869,611.9446232374115,603.4325925431766,603.4325925431766
7,544.104,536.9837042632411,725.4478597209242,715.3566253115623,715.3566253115623
8,528.755,519.8977015636492,720.1748529166914,711.814191467846,711.814191467846
9,541.872,532.3484962497188,576.643769203866,623.0821301467113,623.0821301467113
10,546.309,537.835500933295,534.9694211668057,617.8481633162171,617.8481633162171
11,554.073,548.0387079855343,564.642533607872,721.3847932265537,721.3847932265537
12,526.864,519.6002256949473,525.6305059487381,585.1535310017122,585.1535310017122
13,637.541,626.1624838109115,612.531071926262,604.0170875414582,604.0170875414582
14,759.704,746.1451949811167,729.9015213938889,719.748891401166,719.748891401166
15,685.983,673.7402927079424,659.0737832354171,649.907296118564,649.907296118564
16,671.727,659.7384455643298,645.3760453354831,636.3993334923302,636.3993334923302
17,694.349,681.956656644182,667.1104017305063,657.8309261388049,657.8309261388049
18,706.831,694.2467212637332,679.1995011557981,669.8057089159895,669.8057089159895
19,607.227,596.4238616047469,583.5131985217961,575.4358582959902,575.4358582959902
20,730.353,717.3178319652137,701.7015059516434,691.9406333908214,691.9406333908214
21,744.198,730.9190486881497,715.0089028469343,705.0673014840997,705.0673014840997
22,640.011,628.5944322737051,614.9127098099524,606.3640519571044,606.3640519571044
23,692.917,680.5500183863817,665.7342778842471,656.4738055548478,656.4738055548478
24,785.302,771.2945545070287,754.520695309613,744.0405854128475,744.0405854128475
25,649.621,638.088903380489,624.3233105684868,615.789723179433,615.789723179433
26,629.565,618.3795436035758,605.0193694842579,596.703227883541,596.703227883541
27,701.996,689.4676027660751,674.4583530469455,665.0775829559814,665.0775829559814
28,693.078,680.7137491017629,665.8962075078833,656.6450421823075,656.6450421823075
29,668.352,656.4291255159803,642.1397070804045,633.2211312996064,633.2211312996064
30,742.934,729.6751631733428,713.7930988269213,703.8645704679395,703.8645704679395
31,700.521,688.0203918108357,673.0466979642316,663.6858148773722,663.6858148773722
32,772.992,759.1957833732749,742.6676867370969,732.3369184886305,732.3369184886305
33,800.348,786.0635386022541,768.9505166219852,758.254144982792,758.254144982792
34,791.399,777.2744193106473,760.352937074214,749.7765920057379,749.7765920057379
35,754.406,740.9416099116141,724.8111122906945,714.72915257216,714.72915257216
36,772.068,758.288381839317,741.780192211645,731.461977978864,731.461977978864
37,768.435,754.7202050959459,738.2896312651869,728.0199302295377,728.0199302295377
38,775.9,762.0518819332206,745.4616065099164,735.0920016772601,735.0920016772601
39,883.645,867.8738693270792,848.9797928656466,837.1701858982835,837.1701858982835
40,804.747,790.3840260730939,773.1769447790126,762.4217820403965,762.4217820403965
41,762.986,749.3685113721414,733.0549910279749,722.8591211313615,722.8591211313615
42,694.018,681.6368472229004,666.817257062796,657.5556443742431,657.5556443742431
43,638.453,627.0778391997457,613.4411728797088,604.9108424281036,604.9108424281036
44,621.554,635.6584126607207,743.2244287499391,780.674342879797,780.674342879797
45,503.978,501.61016635174184,525.1977729541804,532.9550085780168,532.9550085780168
46,608.249,597.4720264985292,584.6421720431772,577.0032864513231,577.0032864513231
47,670.796,658.8245080735086,644.5022513461231,635.5840018428233,635.5840018428233
