,init_PAR,PAR,init_max_demand,max_demand,total_demand,demand_reduction,cost_reduction,inconvenient,pricing_time,rescheduling_time
0,5.33,2.76,8100.0,4197.35,72939.0,0.48,0.12,39.44,0.010377777777777777,3.966666666666667
