,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
0,1312.526,1294.272033556276,1267.365626972013,1253.5783902002484,1247.8795241639884,1244.7004206844192,1238.7634194633774,1234.4692044784542,1227.4095070961132,1302.791974385431,1306.7928401856059,1306.1281547989288,1296.2507842395798,1293.679117147885,1295.9873202347064,1294.2067543225573,1292.9309805682346,1317.7234541690784,1316.1932027691944,1314.6746700098588,1341.745464501509,1341.745464501509
1,1177.571,1161.463651638857,1137.6432260564252,1127.7390644687111,1148.8861176251683,1316.8331060585315,1310.3081035897053,1305.1116643330286,1297.355517347893,1279.6297656775157,1291.4377678441722,1318.933851201459,1309.3035849080136,1306.7092835377828,1305.0456232169909,1303.72932644818,1302.4588751217318,1334.2312172533634,1331.6043449120739,1328.9957131905944,1360.9136468139266,1360.9136468139266
2,1175.219,1159.02030885203,1135.10183851244,1151.8911099552142,1151.6382769838967,1413.2515534801064,1406.200566795099,1400.5857457814748,1392.205731795672,1372.8479776721915,1367.4929569896494,1355.3260690814338,1344.5348146018316,1341.8483488774425,1339.2097201540364,1336.9909726424482,1335.657951669806,1341.914080137418,1339.2457608042237,1336.588914370376,1343.7441511335494,1343.7441511335494
3,1098.608,1083.7706460276631,1066.541694020805,1453.4900004432473,1440.461959499974,1420.4533831144558,1413.3766338579703,1407.7321610908084,1399.3268279848342,1379.9292500171523,1374.4191570475987,1362.114596945908,1351.2845701501526,1348.9015271274225,1346.2068700756945,1343.5234986924133,1342.183036193721,1340.0541750843697,1337.385007985376,1334.7221360714134,1333.0876114704065,1333.0876114704065
4,1151.408,1135.4353777288848,1125.8363274381652,1279.6938389370682,1268.2384403882586,1250.6225042092337,1245.284114150423,1243.042299219887,1237.0538480275927,1310.8797972175064,1305.8687688381233,1294.4192244644566,1289.0376544312055,1368.3684618759976,1365.6351283027072,1362.90862198123,1361.5462493592488,1358.8257198057797,1356.110868470888,1353.4014441238146,1350.728582335011,1350.728582335011
5,1056.32,1042.1589331661353,1368.005076554157,1353.0334695378165,1340.907085730103,1322.2619033501617,1316.045229620433,1311.2062851703313,1303.9914735420962,1320.5738617911431,1315.5545935236025,1304.0868984516248,1298.5408116991373,1325.7759177105509,1323.1700994360472,1320.6600948672747,1319.3476837724074,1316.7819039365465,1318.1865534525773,1350.1333029802256,1347.4377208395679,1347.4377208395679
6,1056.236,1044.678390367121,1464.821557652977,1448.789315133704,1435.8029274672822,1415.8324214538522,1408.775537235843,1403.1692475328207,1394.7794689764305,1375.4402596894788,1369.9716643828433,1357.7398791303308,1346.9278509872754,1347.3827077431517,1344.690796956373,1342.0077315662572,1340.6747548346912,1338.0088549417765,1335.3799503417479,1347.7449208630148,1345.0545029032098,1345.0545029032098
7,916.605,1132.2895776289438,1150.907738883751,1138.453216972864,1129.0361132470287,1361.2449151804244,1354.4544002222576,1349.0465771191823,1340.9746789566748,1322.349170073976,1317.9342892362972,1308.0591381048862,1299.2779253690055,1296.9629096051926,1296.077548687892,1293.6360269620652,1335.221092935103,1332.5610414403257,1330.1008320774865,1329.9869413871634,1327.4260166073307,1327.4260166073307
8,875.794,1460.2308685349205,1429.8708809201394,1414.221507667991,1401.545634141076,1382.079221432146,1375.1883957648608,1369.7004889054042,1361.5218005592656,1342.6037621718788,1342.356829830523,1335.2299543999804,1329.2743905206785,1326.6421245310273,1328.6445925470898,1326.0508728705881,1340.9121279977176,1338.4963842178502,1339.8508078987986,1337.3766399858089,1334.8021445974773,1334.8021445974773
9,961.6,993.496909505802,1400.4243727449025,1385.0977232351252,1372.6955302206086,1353.675275684766,1347.0396787779837,1341.698330764915,1335.1767816837184,1316.6702798819888,1323.153094433064,1317.7146107923777,1328.246385375577,1325.615682614211,1328.0663732906653,1325.473605576457,1326.8596379708806,1325.761719928577,1356.7840855464394,1354.0744388764324,1351.3706325781184,1351.3706325781184
10,1125.175,1109.861500713413,1106.560493368482,1128.2012018839314,1238.5400188400038,1221.5478956363147,1230.3829583537395,1226.5734255837765,1327.0513390396063,1308.7078472197832,1315.038428042487,1309.233391057601,1319.3576358933933,1316.7978271662425,1318.5317221307373,1316.019275538198,1314.9261362626596,1313.8954915702707,1357.4805111756218,1354.7686067837817,1352.0621234888208,1352.0621234888208
11,1171.354,1155.6505795404064,1133.1850844617293,1127.169828992525,1447.753751548816,1427.6192983206067,1420.4963769247597,1414.8242347240848,1406.3580454942064,1386.8328043674844,1381.2955140106237,1368.9173376523124,1358.0461930591728,1355.3442403252475,1352.6511410678374,1349.954553753843,1348.605320200089,1346.1727124720087,1343.4831844837772,1340.858103311994,1338.3042446734732,1338.3042446734732
12,1339.608,1320.9841001379016,1293.5490727557212,1279.573136465862,1275.0765445973796,1257.6347661030075,1251.5421197565695,1248.4174701597035,1241.16795029341,1270.5116439087722,1266.9066493334965,1272.9094333150413,1301.39989159496,1298.9552787296616,1296.567902457481,1294.0906758854685,1292.8956022095829,1334.4149189617663,1331.7562351307615,1329.1731668407351,1326.6875459392206,1326.6875459392206
13,1515.618,1494.5369137982339,1463.4639283672261,1447.446490598224,1434.4718712010506,1414.5227863892694,1407.4669831823976,1401.865468527046,1393.4800756676498,1374.1465051433881,1368.6918718943894,1356.4829252674374,1345.688331642894,1343.0092232039397,1340.349239414755,1337.702978728165,1336.3822397494366,1336.6249378601776,1333.9777582363952,1331.4286978876808,1328.9589759706032,1328.9589759706032
