,no_households,penalty_weight,no_dependent_tasks,no_fully_flexible_tasks_min,no_semi_flexible_tasks_min,no_fixed_tasks_min,algorithm,id,battery_capacity_max,battery_capacity_min,battery_power,no_iterations,init_PAR,PAR,init_max_demand,max_demand,total_demand,demand_reduction,cost_reduction,inconvenient,pricing_time,rescheduling_time
0,10,1,3,0,6,0,minizinc_fw,0,5000,0,5000,9,3.77,2.0,5358.0,2837.29,68153.0,0.47,0.13,52.55,0.00468,5.872999999999999
1,10,1,3,0,6,0,minizinc_fw,0,,,,9,3.77,2.01,5358.0,2847.99,68153.0,0.47,0.13,55.25,0.0034799999999999996,4.1259999999999994
2,10,50,3,0,6,0,minizinc_fw,0,5000,0,5000,20,3.77,2.02,5358.0,2866.69,68153.0,0.46,0.13,1368.47,0.0034285714285714275,6.1504761904761915
3,10,50,3,0,6,0,minizinc_fw,0,,,,9,3.77,2.01,5358.0,2847.99,68153.0,0.47,0.13,55.25,0.0032800000000000004,4.146
4,100,1,3,0,6,0,minizinc_fw,0,5000,0,5000,40,2.28,1.34,30181.0,17701.32,636075.0,0.41,0.09,2614.27,0.003987804878048781,98.05097560975611
5,100,1,3,0,6,0,minizinc_fw,0,,,,24,2.28,1.2,30181.0,15842.65,636075.0,0.48,0.09,1025.02,0.004452000000000001,70.31599999999999
