,PAR,demand_reduction,cost_reduction,inconvenient,total_demand,max_demand,cost,run_time,objective
0,1.24,0.0,0.0,0.0,163334850.0,4207895.0,2696895282.4,0.0,2696895282.4
1,1.22,0.01,0.02,220582.86,163334850.0,4145216.5,2640643667.84,0.0268,2640864250.7000003
2,1.2,0.03,0.03,371885.73,163334850.0,4095746.57,2603555282.72,0.0238,2603927168.45
3,1.19,0.04,0.04,476192.84,163334850.0,4050917.95,2575909376.5,0.0228,2576385569.34
4,1.18,0.05,0.05,567487.64,163334850.0,4006579.99,2554000484.86,0.0246,2554567972.5
5,1.17,0.05,0.06,604717.24,163334850.0,3978617.93,2544858249.59,0.0203,2545462966.83
6,1.16,0.06,0.06,671163.58,163334850.0,3950851.01,2535288003.57,0.0195,2535959167.15
7,1.16,0.07,0.06,711886.85,163334850.0,3931136.23,2529864790.79,0.0181,2530576677.64
8,1.15,0.07,0.06,749418.72,163334850.0,3899796.99,2522158904.06,0.0209,2522908322.7799997
9,1.15,0.07,0.06,749418.72,163334850.0,3899796.99,2522158904.06,0.0133,2522908322.7799997
