,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46
0,1298.31,1270.1042066719556,1247.7218854379903,1226.8268384907294,1208.0380556533075,1289.3845104140153,1278.0092268276976,1266.818937582382,1254.816478342801,1279.3161917554332,1275.7569942495638,1289.8913830126,1307.6631320382196,1306.6854363382774,1303.3273678952735,1401.2592538779827,1398.5062085814807,1384.6364050942952,1377.8193458282901,1373.7518270226462,1372.3918671956237,1369.7170955160996,1368.3644304205836,1367.0335439901628,1364.3721322737265,1363.0461071414527,1361.697291034311,1359.3564614525335,1358.0343489910808,1356.71364364209,1355.6236649984478,1354.2786003334493,1352.9330947331157,1351.7665966383827,1350.4245580417441,1349.1480284837023,1347.8079264552186,1346.4953585287633,1345.1621371702345,1344.2373480330643,1350.040648685031,1347.3586750453098,1346.0501093702644,1344.7128822608943,1359.5619753786332,1358.2098984032546,1358.2098984032546
1,1199.584,1173.4938017292377,1152.6294263660754,1133.320526956334,1139.0879173886626,1451.1059203787065,1438.1441157688844,1425.2993355225453,1411.214669421213,1401.3679364628852,1391.5897785136613,1386.0383694559248,1379.130053064967,1382.30821207479,1376.7876030442485,1379.0265731756492,1376.283638182871,1362.5882739830372,1355.817437833862,1351.7619696934983,1350.4110787238048,1347.719281138436,1346.3769108572974,1345.0365889464404,1344.4048717851365,1344.1025469133513,1343.6490743664378,1347.1746565447793,1345.8355038882346,1344.5190803843461,1348.1761143039619,1346.831160189658,1345.5979090294682,1347.0357841204386,1345.690824336318,1344.9164275119817,1344.9982880844698,1347.8195737963852,1346.4793682225888,1345.2811628543661,1357.6063676915119,1354.8935160604967,1353.5489075444361,1352.3089386368918,1363.4286506982548,1362.0677370475566,1362.0677370475566
2,1151.605,1126.5548671589856,1106.5015666396798,1092.4381530050493,1242.7004380419335,1273.883676426455,1262.4953575740346,1251.3950127742908,1335.7210096243448,1326.3993749663784,1317.1453045875217,1311.889142186262,1305.3481914652139,1411.8425596322152,1406.2037546531858,1385.2555763461792,1382.4864984250632,1368.723918647711,1361.89591871716,1357.8226469496485,1356.4654233026988,1355.0033998335166,1353.651744433683,1352.2995176892496,1349.6239171233888,1348.4207842062654,1347.073628422059,1350.4498102298435,1349.1018944196135,1347.7764335251939,1348.1271160916688,1346.7811589755772,1346.3271428166015,1345.6387436737848,1344.2945789301111,1355.0126783511812,1353.6586756728298,1352.340002997157,1350.9932589941598,1350.5653467351656,1352.1180803884306,1349.4157960457342,1348.0712072496885,1347.6159010424387,1349.1755961413962,1347.8281335452548,1347.8281335452548
3,1129.175,1104.6189058578027,1085.0743744037184,1108.6490287321776,1468.5492932414345,1448.2401421925565,1435.2581484774926,1422.3929029344663,1408.38655806699,1398.5563476168684,1388.7961438551515,1383.2497937413063,1376.3478624459538,1388.5007096896513,1382.9551521226565,1362.3531543214176,1359.631163688929,1346.1023931873094,1339.397394635178,1346.5459721056998,1345.2024671335942,1349.5123341877943,1348.1658578536064,1346.8182359957527,1344.567529439997,1344.473817910557,1343.9564750926468,1349.5822238609364,1348.2348146370757,1346.9094928224386,1345.838128329616,1344.4939042012863,1349.651258297085,1348.302930038788,1346.9553791087492,1349.4588467296403,1348.1097358829106,1346.7654801470276,1345.4237246668806,1348.3038879422138,1347.2501100542715,1346.1990356342733,1344.856714598639,1366.4532098840402,1365.496369674156,1364.1321773044822,1364.1321773044822
4,1077.177,1054.560028976927,1039.5619758046976,1423.7564670494928,1401.1129985700034,1380.243097662734,1367.8729389275838,1355.6121972231165,1342.2051775026941,1332.8456470901979,1326.7766249153058,1321.486292530444,1314.902935954239,1307.922523738762,1322.4928798875312,1337.474807679775,1334.815666300223,1338.131630428299,1341.7892846487512,1348.7968385668476,1347.4792707282809,1347.6346864400948,1346.2897687536547,1344.9438369849013,1363.3576378047683,1362.0233091669634,1360.6617268577966,1359.0007623018078,1357.6432945395059,1356.3055472449662,1354.9764426977213,1353.6227592550238,1353.8183684957687,1352.4649431272728,1351.1131321841456,1350.3155420519613,1348.9655755099095,1347.6186519343996,1346.2753092824653,1345.7985049731828,1344.4641064682098,1349.7148235833797,1348.3681977597962,1355.8405145620363,1354.6616070474743,1353.307929440427,1353.307929440427
5,1100.011,1076.1585512455629,1086.5816820168016,1417.7370706461102,1393.8402260106586,1373.0807268179224,1360.8873341769695,1348.6905835242303,1335.385968275417,1326.1306372108006,1360.8911959623833,1355.4598410035608,1348.7020409210645,1340.63541877032,1343.4064131382122,1371.3124028011612,1368.5716870389615,1354.9797859127389,1348.2220459852665,1344.1937588213425,1345.3654130625212,1347.8183911338092,1346.4722577426755,1345.1527094849328,1371.2524056896723,1369.8814322839826,1368.5117468516987,1366.6088632757421,1365.2435874124665,1363.893511825054,1362.530844313229,1361.1694614689156,1360.0881540074467,1358.7289218534393,1357.3705749315857,1356.019626356654,1354.6907027302973,1353.338458027567,1351.9878185695393,1350.7568617509698,1349.407346889219,1349.3784006757874,1348.0311482751115,1348.5094181268364,1347.4186677087096,1346.0721650410007,1346.0721650410007
6,1077.159,1053.843739140213,1203.7509515309428,1290.4625306132007,1268.7048107953344,1249.8756196243671,1330.337714984686,1318.4153515257417,1305.602800247493,1296.5795982325646,1347.0068624424966,1341.6276066039168,1334.9373025662694,1328.2724004551615,1324.3828380613159,1347.5978448435817,1344.9041926537395,1364.4023978633534,1357.594964362711,1353.5272189282437,1352.1881487093156,1350.1359050470455,1348.7869141419983,1347.7765172278564,1348.132268228918,1346.7844859606892,1345.4676384747283,1361.9000628754175,1360.538967812542,1359.1973408447295,1357.8398095038847,1356.4825436943809,1355.1501931506866,1354.3881289575359,1353.0339938285783,1351.6893878347498,1350.698538446915,1349.3516139084684,1348.0041242945597,1346.6566651702651,1345.310688505095,1354.1637064047734,1352.8108896983686,1351.8189838086703,1350.7543108248615,1349.4039505140368,1349.4039505140368
7,1058.177,1038.0917895375176,1481.563505055975,1456.5892531641928,1432.025677285359,1410.6952286327364,1398.0502119838113,1385.5184566838782,1371.9831527068761,1362.4666625334073,1381.4425423148962,1375.925115186562,1369.059813950567,1360.872834406347,1355.5442665844948,1335.364028156301,1332.9136479030165,1360.1679222296334,1353.3811647138175,1349.3325904942951,1347.984587903801,1345.8043673835814,1344.4595830161977,1348.9608824331815,1346.5264764801973,1345.180112003717,1349.0711728917136,1351.5280674841028,1350.176965416619,1348.8434724512024,1347.4959179787513,1346.1493540607726,1344.805492706712,1347.616876214005,1346.270553337791,1344.9332107844532,1355.4997765736687,1354.1473417970951,1352.7947054552978,1351.4421687498425,1350.1440725810928,1349.7156807390033,1348.367187058264,1347.2758098712059,1346.2634100613348,1344.9173336512733,1344.9173336512733
8,963.565,1232.602652552353,1228.5170801958548,1207.8098012847552,1322.0243834970222,1302.3327966115783,1290.661005457457,1279.1375052707533,1269.6513760989092,1281.2095981293182,1413.5498096824922,1407.9041420058907,1400.8787311753679,1392.494515792953,1386.9329310623345,1366.271972535124,1364.4863038710264,1350.9299463369377,1344.3523399797564,1346.9158117781826,1345.5693679664043,1346.5919636768397,1345.2461197131627,1348.3457125934494,1345.7175459089751,1344.3726973630662,1354.5636666657033,1352.1221407060386,1350.7702855653324,1349.4347662797672,1348.0866265134873,1347.0730018869738,1345.7278678850869,1344.9375430172017,1346.4457404741845,1345.1063767337102,1362.6592813569766,1361.2995570756198,1359.939635518544,1358.7114768830256,1357.7660644061425,1355.0536811473946,1353.6996674662473,1352.6273927987809,1351.630258405982,1350.309115147576,1350.309115147576
9,988.276,1536.3995815597186,1509.0139048397077,1483.564888665847,1458.5450619456622,1436.819386491973,1423.9396438917404,1411.1762348646728,1397.4715467326757,1387.7174117083657,1378.0504543855197,1372.6691911927094,1371.020186545698,1362.8189903490243,1357.7460980703322,1337.5305999409818,1351.6467451376996,1338.1938169053692,1356.9656016889378,1352.9083318598991,1351.5569465280394,1349.3448632299296,1347.9958803666998,1346.7728414863332,1344.560554500202,1344.6787269457018,1359.540469218756,1356.8342320757877,1355.4775338437116,1354.132912309868,1352.7795323975581,1353.6521098651606,1352.3000847552955,1350.94853267054,1349.6395001378694,1348.2970456377316,1348.5830105920938,1347.237075581502,1345.8906975059203,1345.4981268084146,1365.143898681606,1362.4162773771416,1361.0544480997646,1360.0620276516647,1359.133190624013,1358.1898744333891,1358.1898744333891
