,0,1
0,1.265,0.13708333333333336
1,9.49,0.9696944444444436
2,7.387,2.4386944444444447
3,2.229,1.9106944444444447
4,5.51,3.084611111111111
5,5.422,2.1005158730158726
6,2.737,2.245515873015873
7,8.22,3.089069985569986
8,0.679,3.3725494727494727
9,4.35,4.312315706515706
10,8.093,4.923329595404597
11,12.661,11.66078197635698
12,15.42,8.687528801753801
13,18.118,13.952639912864914
14,8.311,9.590282770007772
15,2.031,7.437949436674438
16,12.448,14.121628008103007
17,12.572,6.116614119214119
18,2.438,7.632994927294929
19,9.885,12.737931435231433
20,5.752,8.450499603174604
21,5.737,7.966995634920633
22,9.056,8.357279697263518
23,19.182,7.517787806637807
24,11.655,10.334587806637803
25,5.834,6.806003492912317
26,4.193,10.943067381801207
27,5.342,6.737664207198036
28,6.225,10.348122540531362
29,2.793,11.04963642942025
30,8.506,10.226372540531361
31,4.222,9.650058651642475
32,8.17,7.667661826245651
33,7.193,8.905806270690094
34,5.588,9.26707809608692
35,10.104,9.337163997113997
36,18.305,11.598624098124095
37,16.734,15.126957431457429
38,7.22,14.828612511671334
39,12.325,8.866630158730159
40,8.427,10.768179178338006
41,12.788,10.694233333333335
42,3.425,10.210893464052289
43,12.126,8.900955555555555
44,8.963,11.274771241830065
45,7.65,14.489882352941178
46,5.47,12.003049019607845
47,18.809,8.208999999999998
