,PAR,demand_reduction,cost_reduction,inconvenient,total_demand,max_demand,cost,run_time
0,1.24,0.0,0.0,0.0,64860048.0,1670173.0,1091010731.1,0.0
1,1.22,0.02,0.03,616314.6,64860048.0,1642006.31,1060527557.29,0.0126
2,1.2,0.03,0.04,1007684.74,64860048.0,1620788.3,1048365555.38,0.0102
3,1.18,0.04,0.05,1368736.8,64860048.0,1599844.4,1033713131.2,0.0101
4,1.17,0.06,0.06,1771911.73,64860048.0,1574438.86,1020231161.04,0.012
5,1.15,0.07,0.07,1927157.11,64860048.0,1558765.79,1015177015.04,0.0079
6,1.15,0.07,0.07,2018492.36,64860048.0,1552540.34,1013710925.28,0.0037
7,1.14,0.08,0.07,2218334.01,64860048.0,1538624.08,1011265596.32,0.0071
8,1.13,0.09,0.08,2309227.3,64860048.0,1527886.51,1008790026.05,0.0059
9,1.13,0.09,0.08,2413637.51,64860048.0,1520262.73,1006956644.47,0.0044
10,1.12,0.09,0.08,2461198.77,64860048.0,1517435.96,1006389335.56,0.003
11,1.12,0.09,0.08,2516104.68,64860048.0,1518031.94,1004908230.23,0.0045
12,1.12,0.09,0.08,2594382.01,64860048.0,1519181.64,1002961282.93,0.0059
13,1.12,0.09,0.08,2594382.01,64860048.0,1519181.64,1002961282.93,0.0009
